,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-12-31,2017-03-31
AccountsPayableCurrent,80294.000,95756.000,84395.000,109679.000,125163.000,387380.000,493626.000,309139.000,402962.000,353509.000,617664.000,687767.000,1223534.000,1570145.000,1757821.000,1753151.000
AccountsReceivableNetCurrent,,,,,100.000,112382.000,36069.000,37421.000,33248.000,2958.000,155175.000,45534.000,494573.000,422537.000,80409.000,343897.000
AccruedLiabilitiesCurrent,30957.000,39264.000,48405.000,51379.000,56838.000,26212.000,39353.000,69017.000,51748.000,84452.000,97984.000,251517.000,265774.000,321981.000,404633.000,381324.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,677.000,1012.000,-1334.000,1717.000,2162.000,3840.000,4962.000,4086.000,4450.000,4859.000,12513.000,48913.000,38743.000,52351.000,53457.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-3074.000,9188.000,34640.000,17398.000,44761.000,79325.000,44395.000,131911.000,225640.000,211798.000,299709.000,359550.000,235252.000,235964.000,345304.000,278022.000
AdditionalPaidInCapital,291218.000,291218.000,291218.000,416685.000,1285637.000,1593887.000,1816860.000,3998482.000,4037201.000,4243956.000,4450042.000,5581585.000,5784215.000,6590147.000,7047979.000,8659366.000
AdvancesFairValueDisclosure,,,,,,,,,,,,,,,1219840.000,1144337.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,,,,,,20370.000,20108.000,20615.000,0.000,161340.000
Assets,15677.000,29841.000,51027.000,312258.000,528744.000,739054.000,828814.000,1086485.000,485154.000,760958.000,1556121.000,2231055.000,2677139.000,2621036.000,2422954.000,2848257.000
AssetsCurrent,12243.000,26766.000,48314.000,309305.000,482073.000,501860.000,557033.000,991298.000,395420.000,676632.000,476137.000,604256.000,1032509.000,1229007.000,1273006.000,1707536.000
Cash,11444.000,6602.000,1425.000,210071.000,355860.000,42481.000,60479.000,496724.000,1234.000,251116.000,58935.000,81696.000,33741.000,67701.000,184754.000,315736.000
ClassOfWarrantOrRightOutstanding,,,,,,,,,,,,,,,18612373.000,27233937.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000
CommonStockSharesIssued,62277766.000,62277766.000,62277766.000,65394510.000,67066977.000,68318007.000,70524793.000,92698018.000,92698018.000,94156775.000,96704434.000,99560923.000,99560923.000,100753638.000,100753638.000,116655636.000
CommonStockSharesOutstanding,62277766.000,62277766.000,62277766.000,65394510.000,67066977.000,68318007.000,70524793.000,92698018.000,92698018.000,94156775.000,96704434.000,99560923.000,99560923.000,100753638.000,100753638.000,116655636.000
CommonStockValue,12455.000,12455.000,12455.000,13079.000,13413.000,13663.000,14105.000,18542.000,18542.000,18833.000,19342.000,19913.000,19913.000,20151.000,20151.000,23331.000
ConvertibleDebt,,,,,,,,,,,,1302000.000,1302000.000,1302000.000,1302000.000,1302000.000
ConvertibleDebtCurrent,,,,,,,,,,,,,,,83704.000,154993.000
ConvertibleDebtNoncurrent,,,,425000.000,434514.000,443361.000,455082.000,24828.000,34605.000,60437.000,44995.000,6500.000,11296.000,25444.000,83704.000,154993.000
ConvertibleNotesPayableCurrent,,,,,,,,,,,,80658.000,50000.000,50000.000,0.000,
ConvertibleSubordinatedDebtNoncurrent,,,,,45000.000,,,0.000,,,,,,,,
CustomerAdvancesAndDeposits,,,,,,,,,,,20000.000,372500.000,1500.000,84437.000,56834.000,81423.000
DebtInstrumentConvertibleConversionPrice1,,,,,,,,,,,,,0.070,0.070,,
DebtInstrumentFairValue,,,,,,,,,,,,,,,783317.000,
DeferredRevenue,,,,,,,,,,80000.000,,,,,,
DeferredTaxAssetsGross,279248.000,,,,,,,,,,,2502523.000,,,3535016.000,
DeferredTaxAssetsLiabilitiesNet,0.000,,,,,,,,,,,0.000,,,0.000,
DeferredTaxAssetsNet,0.000,,,,,,,,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,1063803.000,,,,880266.000,,,,,,,-7951215.000,,,-11330266.000,
DeferredTaxAssetsValuationAllowance,-272310.000,,,,880266.000,,,,,,,2502523.000,,,3535016.000,
DepositAssets,,,,81751.000,20000.000,,,0.000,,,,,,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,1103039.000,1381366.000,1720564.000,2133954.000,2605961.000,3270444.000,,,,,,,,,,
DueToOtherRelatedPartiesClassifiedCurrent,5000.000,5000.000,234721.000,176416.000,20615.000,458755.000,547261.000,34739.000,534093.000,787992.000,727803.000,27528.000,157984.000,366304.000,502288.000,670078.000
DueToRelatedPartiesCurrent,234030.000,483477.000,809615.000,723885.000,767426.000,863027.000,1019936.000,1144789.000,1442041.000,1530556.000,986433.000,996939.000,1146741.000,1314893.000,1478883.000,967061.000
DueToRelatedPartiesNoncurrent,,,,,,,,100000.000,,,677422.000,662140.000,635271.000,637372.000,1085906.000,1111462.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,,,,,,,,4717.000,15717.000,58717.000,62700.000,73850.000
FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear,,,,,,,,,19998.000,19998.000,19998.000,,44000.000,76000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,,,,,,13331.000,13331.000,13331.000,,39283.000,55283.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,,,,,,19998.000,19998.000,19998.000,,44000.000,76000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,,,,,,19998.000,19998.000,19998.000,,44000.000,76000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,,,,,19998.000,19998.000,19998.000,,44000.000,76000.000,,
FiniteLivedTrademarksGross,,,,,,,3584.000,,,,,,,,,
Goodwill,,,,,,167422.000,167538.000,,,,879443.000,1252084.000,1252084.000,889497.000,889497.000,889497.000
IntangibleAssetsGrossExcludingGoodwill,,,,,,,,,,,,220000.000,220000.000,380000.000,223000.000,223000.000
IntangibleAssetsNetExcludingGoodwill,,,,,,,,,,,,215283.000,204283.000,321283.000,160300.000,149150.000
InterestPayableCurrentAndNoncurrent,20312.000,,,,,,,,,,,,,,,
InterestReceivable,,,,,1538.000,,,1538.000,,,,,,,,
InventoryFinishedGoods,,,,,,,,,,,,65247.000,57301.000,70834.000,181392.000,186481.000
InventoryNet,,,,17233.000,90914.000,118680.000,152366.000,78901.000,76649.000,76362.000,147051.000,154700.000,195190.000,350760.000,545135.000,576110.000
InventoryRawMaterials,,,,,,,,,,,,57988.000,65362.000,101824.000,158050.000,131410.000
Liabilities,818117.000,1098346.000,1433278.000,1966764.000,1753394.000,2183123.000,2568301.000,2639901.000,2523415.000,3077498.000,4247964.000,5000695.000,6173315.000,6867845.000,8113864.000,7840150.000
LiabilitiesAndStockholdersEquity,15677.000,29841.000,51027.000,312258.000,528744.000,739054.000,828814.000,1086485.000,485154.000,760958.000,1556121.000,2231055.000,2677139.000,2621036.000,2422954.000,2848257.000
LiabilitiesCurrent,593117.000,1098346.000,1433278.000,1341764.000,1273880.000,1739762.000,2113219.000,1984073.000,2488810.000,3017061.000,3265172.000,3406821.000,4747063.000,5486379.000,6446903.000,6097745.000
LiabilitiesNoncurrent,225000.000,,,625000.000,479514.000,443361.000,455082.000,655828.000,34605.000,60437.000,982792.000,1593874.000,1426252.000,1381466.000,1666961.000,1742405.000
LineOfCredit,,,,,,,,,,99274.000,220294.000,,,,,
LinesOfCreditCurrent,,,,,,,,387110.000,,,,212415.000,,,0.000,
LoansPayableCurrent,242836.000,237815.000,225000.000,,,,,,,,,,,,,
LoansReceivableNet,,,,,,73084.000,87231.000,,,,,,,,,
LongTermDebtCurrent,,,,,,,,,,,492893.000,495193.000,779128.000,766791.000,783317.000,783317.000
LongTermDebtNoncurrent,,,,,,,,,,,260375.000,267857.000,,,0.000,
LongTermNotesPayable,225000.000,,,,,,,,,,,,,,,
NoncurrentAssets,,,,,46671.000,237194.000,271781.000,95187.000,89734.000,84326.000,1079984.000,1626799.000,1644630.000,1392029.000,1149948.000,1140721.000
NotesPayableRelatedPartiesClassifiedCurrent,,,,225000.000,225000.000,,,0.000,,,,,,,,
NotesPayableRelatedPartiesNoncurrent,,,,200000.000,,,,531000.000,,,0.000,461250.000,613975.000,668650.000,497351.000,475950.000
OperatingLeasesFutureMinimumPaymentsDue,13566.000,11172.000,8778.000,6384.000,3995.000,1448.000,3196.000,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDueCurrent,41255.000,31144.000,20830.000,10415.000,13886.000,,,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDueInRollingYearTwo,3990.000,3990.000,3990.000,3990.000,,,,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDueInTwoAndThreeYears,55141.000,45030.000,34717.000,24301.000,13886.000,,,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,13886.000,13886.000,13886.000,13886.000,,,,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsNextRollingTwelveMonths,9576.000,7182.000,4788.000,2394.000,3995.000,1448.000,3196.000,,,,,,,,,
OperatingLossCarryforwards,272310.000,,,,,,,,,,,,,,,
OtherAssetsCurrent,,,,,,,,,,,,322326.000,309005.000,388009.000,462708.000,471793.000
OtherLoansPayable,,,,,,,,565739.000,534093.000,787992.000,727803.000,,,,,
PrepaidExpenseAndOtherAssets,799.000,297.000,250.000,250.000,15199.000,155233.000,220888.000,378252.000,284289.000,346196.000,114976.000,,,,,
PropertyPlantAndEquipmentGross,4111.000,4087.000,4047.000,4670.000,6044.000,10823.000,10832.000,5950.000,5861.000,5861.000,124729.000,199262.000,218423.000,225517.000,146525.000,
PropertyPlantAndEquipmentNet,3434.000,3075.000,2713.000,2953.000,3882.000,6983.000,5870.000,1864.000,1411.000,1002.000,112216.000,150349.000,179680.000,173166.000,93068.000,95491.000
RetailRelatedInventory,,,,,90914.000,118680.000,152366.000,78901.000,,,,154700.000,,,545135.000,576110.000
RetailRelatedInventoryMerchandise,,,,,74419.000,102185.000,135881.000,78901.000,76649.000,76362.000,119645.000,0.000,,,105496.000,55392.000
RetailRelatedInventoryPackagingAndOtherSupplies,,,,,16495.000,16495.000,16485.000,,,,24406.000,31465.000,33157.000,70052.000,100197.000,202827.000
RetainedEarningsAccumulatedDeficit,,,,,,,-3869097.000,-5702351.000,-6372740.000,-6791127.000,-7485936.000,-8750688.000,-9656556.000,-11148781.000,-13250894.000,-14149162.000
SharePrice,,,,,,,,,,,,,0.142,0.156,,
SharesIssuedPricePerShare,,,,,,,,,,,,,0.100,0.156,,
ShortTermBorrowings,,,,,,,,,,,,,770000.000,767325.000,1144337.000,1086769.000
StockholdersEquity,-802440.000,-1068505.000,-1382251.000,-1654506.000,-1224650.000,-1444069.000,-1739487.000,-1553416.000,-2038261.000,-2316540.000,-2691843.000,-2769640.000,-3496176.000,-4246809.000,-5690910.000,-4991893.000
