,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31
AccountsPayableCurrent,380000.000,227000.000,199000.000,272000.000,267000.000,206000.000,322000.000,388000.000,358000.000,443000.000,231000.000,349000.000,626000.000,683000.000,368000.000,295000.000,652000.000,305000.000,250000.000
AccountsReceivableNetCurrent,697000.000,1227000.000,1038000.000,891000.000,758000.000,988000.000,890000.000,986000.000,1356000.000,1675000.000,937000.000,934000.000,889000.000,967000.000,850000.000,1291000.000,758000.000,856000.000,954000.000
AccruedLiabilitiesCurrent,1963000.000,1635000.000,1559000.000,1467000.000,1273000.000,1143000.000,1566000.000,1294000.000,1500000.000,1658000.000,3127000.000,1892000.000,1514000.000,1364000.000,1527000.000,1525000.000,1301000.000,964000.000,824000.000
AccruedProfessionalFeesCurrent,,,,,,,,33000.000,,,,63000.000,,,,25000.000,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,4906000.000,,,,4779000.000,,,,4482000.000,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,2307000.000,2289000.000,2277000.000,2304000.000,2301000.000,2331000.000,2321000.000,2257000.000,2249000.000,2306000.000,2333000.000,2360000.000,2398000.000,2311000.000,2245000.000,2174000.000,2251000.000,2199000.000,2178000.000
AdditionalPaidInCapital,134372000.000,134729000.000,135113000.000,135438000.000,135685000.000,135982000.000,136226000.000,141478000.000,141888000.000,142283000.000,142659000.000,142848000.000,143031000.000,143228000.000,143398000.000,143389000.000,143488000.000,143594000.000,143712000.000
AllowanceForDoubtfulAccountsReceivableCurrent,11000.000,10000.000,,19000.000,12000.000,11000.000,11000.000,24000.000,24000.000,24000.000,204000.000,43000.000,36000.000,36000.000,0.000,0.000,2000.000,2000.000,1000.000
Assets,39294000.000,38621000.000,38181000.000,37814000.000,37199000.000,36551000.000,36877000.000,41151000.000,40810000.000,40177000.000,44965000.000,41739000.000,38570000.000,35810000.000,15408000.000,13382000.000,11979000.000,10148000.000,8926000.000
AssetsCurrent,11814000.000,11184000.000,10814000.000,10441000.000,9861000.000,9216000.000,9564000.000,8012000.000,7701000.000,7083000.000,25420000.000,22289000.000,18926000.000,16233000.000,14168000.000,12002000.000,10652000.000,9031000.000,7890000.000
BusinessAcquisitionCostOfAcquiredEntityTransactionCosts,,,,,,,,470000.000,209000.000,497000.000,,497000.000,,,,,,,
CashAndCashEquivalentsAtCarryingValue,10281000.000,8917000.000,8994000.000,8918000.000,8530000.000,7591000.000,7927000.000,6465000.000,5825000.000,4881000.000,21653000.000,18602000.000,15357000.000,12582000.000,12846000.000,10251000.000,9456000.000,7747000.000,6487000.000
CashEquivalentsAtCarryingValue,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockParOrStatedValuePerShare,0.100,,,0.100,,,,0.100,,,,0.100,,,,0.100,,,
CommonStockSharesAuthorized,100000000.000,,,100000000000.000,,,,100000000.000,,,,100000000.000,,,,100000000.000,,,
