,2011-06-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30
EarningsPerShareBasicAndDiluted,-0.001,-0.002,-0.000,-0.003,-0.005,-0.000,-0.002,-0.000,-0.008,-0.001,-0.000,-0.003
GeneralAndAdministrativeExpense,1305.000,3204.000,1546.000,6906.000,4094.000,4891.000,4521.000,4946.000,5977.000,2816.000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,-446.000,,,,1837.000,,,,-1607.000,,
InterestExpense,380.000,398.000,394.000,398.000,451.000,467.000,476.000,501.000,519.000,600.000,614.000,668.000
NetCashProvidedByUsedInContinuingOperations,,-4.000,,,,,,,,-183.000,,
NetCashProvidedByUsedInFinancingActivities,,3646.000,,,,3054.000,,,,4240.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,3646.000,,,,3054.000,,,,4240.000,,
NetCashProvidedByUsedInOperatingActivities,,-3650.000,,,,-3054.000,,,,-4423.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-3650.000,,,,-3054.000,,,,-4423.000,,
OperatingExpenses,,,,,,,,,,,5847.000,5502.000
OtherCostAndExpenseOperating,,44.000,341.000,,,,325.000,,,76.000,50.000,75.000
ProceedsFromUnsecuredNotesPayable,,3646.000,,,,3054.000,,,,4240.000,,
ProfessionalFees,925.000,2762.000,811.000,6508.000,3283.000,4424.000,3720.000,4445.000,5088.000,2140.000,5183.000,4759.000
ProfitLoss,-1305.000,-3204.000,-1546.000,-6906.000,-4094.000,-4891.000,-4521.000,-4946.000,-5977.000,-2816.000,-5847.000,-5502.000
Revenues,0.000,,,,,,,,,,,
SalesRevenueNet,0.000,,,,,,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,2042000.000,2042000.000,,2042000.000,2042000.000,2042000.000,-4084000.000,2042000.000,2042000.000,2042000.000
