,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31
AllocatedShareBasedCompensationExpense,,,,,,1125000.000,1033000.000,,1694000.000
AmortizationOfFinancingCosts,354000.000,318000.000,321000.000,570000.000,895000.000,0.000,0.000,0.000,0.000
AssetRetirementObligationAccretionExpense,933000.000,2183000.000,2184000.000,-1455000.000,703000.000,705000.000,703000.000,705000.000,634000.000
AssetRetirementObligationLiabilitiesSettled,,,,,,,,,883000.000
CarryingCostsPropertyAndExplorationRights,2674000.000,1689000.000,1778000.000,2533000.000,2074000.000,1336000.000,1617000.000,4835000.000,3086000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-26357000.000,-23746000.000,-13621000.000,-10650000.000,167000.000,1918000.000,593000.000,-27438000.000,-17864000.000
ComprehensiveIncomeNetOfTax,6013000.000,-5472000.000,-10255000.000,7658000.000,4948000.000,-2302000.000,-22172000.000,7342000.000,-12177000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,473000.000,817000.000,-767000.000,-96000.000,-54000.000,859000.000,322000.000,-1852000.000,-1677000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,5540000.000,-6289000.000,-9488000.000,7754000.000,,,,,
CostOfGoldProductsAndServices,,,,,,98885000.000,98686000.000,,
CostOfGoodsSold,107751000.000,102525000.000,106385000.000,103492000.000,117145000.000,116870000.000,120899000.000,142704000.000,128672000.000
CostOfGoodsSoldDepreciationAndAmortization,,,,,,25110000.000,25832000.000,,
CostOfGoodsSoldOverhead,,,,,,-7830000.000,-4322000.000,,
CurrentFederalTaxExpenseBenefit,,,,,,0.000,0.000,,0.000
CurrentForeignTaxExpenseBenefit,,,,,,0.000,0.000,,-10306000.000
DeferredFederalIncomeTaxExpenseBenefit,,,,,,0.000,0.000,,0.000
DeferredForeignIncomeTaxExpenseBenefit,,,,,,2931000.000,4002000.000,,3173000.000
DeferredIncomeTaxExpenseBenefit,3307000.000,3040000.000,2908000.000,-940000.000,12531000.000,2931000.000,4002000.000,-2648000.000,-1153000.000
DepreciationAndAmortization,,,,,,,,,20141000.000
DepreciationDepletionAndAmortization,21218000.000,15274000.000,15621000.000,19353000.000,19050000.000,25175000.000,25541000.000,29160000.000,20157000.000
DerivativeGainLossOnDerivativeNet,13936000.000,3677000.000,-13245000.000,-23644000.000,-162000.000,0.000,0.000,0.000,0.000
DerivativeInstrumentsGainLossRecognizedInIncomeNet,,,,,,0.000,0.000,,
DisposalGroupNotDiscontinuedOperationGainLossOnDisposal,,,,,,,,,72000.000
EarningsPerShareBasic,0.023,-0.020,-0.039,0.028,0.035,0.010,-0.120,0.035,-0.030
EarningsPerShareBasicAndDiluted,,,,,,,,,-0.030
EarningsPerShareDiluted,0.023,-0.020,-0.039,0.028,0.035,0.010,-0.120,0.035,-0.030
