,2011-12-31,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentForAmortization,,,,,,,,,,,,,,241044.000,228057.000,310514.000,,,
AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,139901.000,,,,,,,,,,,,,649813.000,,,,,
AdjustmentsToAdditionalPaidInCapitalEquityComponentOfConvertibleDebt,,,,,,,,,,,,,,906874.000,,,,,
AdjustmentsToAdditionalPaidInCapitalOther,,,,,,,,,,0.000,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,31638.000,38190.000,,,,24783.000,,,,9161.000,,,,27136.000,,,,31314.000,
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,52159.000,,,,,,,,,555193.000,,,,5977.000,,,,,
AllocatedShareBasedCompensationExpense,,38190.000,29603.000,29603.000,29604.000,24783.000,21384.000,13951.000,11472.000,9161.000,,5444.000,,27136.000,13175.000,90399.000,,31314.000,29907.000
AmortizationOfDebtDiscountPremium,,,,,,,,,,,,,,,,,,27189.000,
AmortizationOfFinancingCosts,14284.000,0.000,,,,8321.000,,,,4676.000,,,,12024.000,,,,57935.000,
CapitalExpendituresIncurredButNotYetPaid,,,,,,19990.000,,,,582.000,,,,0.000,,,,,
CapitalizedComputerSoftwareAdditions,,,,,,,,,,,,,,47596.000,105359.000,47586.000,,,
CapitalizedComputerSoftwareAmortization,,-50538.000,0.000,-68314.000,392552.000,109488.000,,119807.000,,129985.000,152229.000,,,180412.000,180888.000,183427.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-50621.000,-1489297.000,,,,-388173.000,,,,2100808.000,,,,150647.000,,,,-211201.000,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,,,,66922.000,,,,0.000,,,,,,,,,
CommonStockDividendsShares,,245575.000,,,,,,,,,,,,,,,,,
ConstructionInProgressExpendituresIncurredButNotYetPaid,,,,,,,,,,,,,,141565.000,,,,,
ContributionOfProperty,,,,,,,,,,,,,,190000.000,,,,,
ConversionOfStockAmountConverted1,,,,,,,,,,255193.000,,,,,,,,,
ConversionOfStockSharesConverted1,,0.000,,,,,,,,,,,,,,,,,
