,2011-09-30,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2014-12-31,2015-03-31,2015-06-30
AccountsAndNotesReceivableNet,,,,,,,,,1704.000
AccountsPayableCurrent,370567.000,223286.000,791864.000,576618.000,622034.000,1494574.000,808080.000,834113.000,910365.000
AccountsPayableRelatedPartiesCurrent,,35349.000,,,,,,,
AccountsPayableRelatedPartiesCurrentAndNoncurrent,,,16178.000,16178.000,16178.000,75000.000,,,
AccountsReceivableFairValueDisclosure,,,,,,,,,1278.000
AccountsReceivableNetCurrent,,3597.000,30181.000,20608.000,52874.000,234444.000,1491.000,1704.000,
AccruedLiabilitiesCurrent,21684.000,128213.000,287751.000,229305.000,278117.000,262146.000,83728.000,162959.000,244612.000
AccruedLiabilitiesFairValueDisclosure,,,,,,,,,1500.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,-13233.000,14486.000,11280.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,,,,,,726.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,2590.000,8310.000,0.000,,,,,-713.000,-726.000
AdditionalPaidInCapitalCommonStock,12667350.000,28034931.000,22604931.000,24976260.000,28014232.000,32184197.000,65363618.000,65420511.000,65456547.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,0.000,
Assets,342408.000,3162812.000,799615.000,985155.000,1777301.000,2201301.000,730613.000,401014.000,143585.000
AssetsCurrent,207171.000,2530273.000,573979.000,739539.000,1522922.000,1922226.000,707891.000,368222.000,134111.000
AssetsDesignatedToClosedBlockFixedMaturityAvailableForSaleAtFairValue,,,,,,,,,24967.000
AssetsNoncurrent,135237.000,632539.000,225636.000,245616.000,254379.000,279075.000,22722.000,,
AvailableForSaleSecuritiesNoncurrent,8320.000,14040.000,0.000,,,,,,
BusinessCombinationAcquisitionOfLessThan100PercentNoncontrollingInterestFairValue,,,,,,,10413953.000,10413953.000,10000000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssets,,,,,,,74681.000,74681.000,74681.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesAccountsPayable,,,,,,,,,37382.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredGoodwillAndLiabilitiesAssumedNet,,,,,,,21633882.000,21633882.000,21633882.000
CapitalizedComputerSoftwareNet,,13062.000,,,,,,,
CashAndCashEquivalentsAtCarryingValue,147907.000,1064541.000,62050.000,306383.000,177561.000,380215.000,680002.000,347625.000,115729.000
CommitmentsAndContingencies,,0.000,,,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.000,0.001,0.000
CommonStockSharesAuthorized,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,80000000.000,80000000.000,80000000.000
CommonStockSharesIssued,93612039.000,119982297.000,164700150.000,182265845.000,230546152.000,262248447.000,74733298.000,80000000.000,80000000.000
CommonStockSharesOutstanding,93612039.000,119982297.000,93612039.000,182265845.000,230546152.000,262248447.000,74733298.000,80000000.000,80000000.000
CommonStockValue,93612.000,119892.000,164700.000,182266.000,230546.000,262248.000,7473.000,8000.000,8000.000
ContractualObligationDueInNextTwelveMonths,,,100000.000,100000.000,100000000.000,100000.000,,,
ConvertibleDebtCurrent,,,5000.000,,,,,,
ConvertibleLongTermNotesPayable,,,85757.000,11268.000,0.000,0.000,,,
ConvertibleNotesPayable,,,190757.000,366268.000,1180506.000,186000.000,,,
ConvertibleNotesPayableCurrent,,339434.000,105000.000,355000.000,1180506.000,183309.000,,,
DebtInstrumentCarryingAmount,,,185757.000,111268.000,1175506.000,181000.000,,,
DebtInstrumentConvertibleConversionPrice1,,,0.025,,,,,,
DebtInstrumentFaceAmount,,,3269359.000,3269359.000,2100000.000,181000.000,,,
DebtInstrumentInterestRateEffectivePercentage,,,0.090,,,,,,
DebtInstrumentUnamortizedDiscount,,,0.000,,,,,,
DeferredFinanceCostsCurrentNet,,778029.000,,,,,,,
DeferredFinanceCostsNoncurrentNet,,472413.000,,,,,,,
DeferredRevenueCurrent,,300.000,,,,,,,
DeferredTaxAssetsCapitalLossCarryforwards,,,121600.000,,,,,,
DeferredTaxAssetsGross,,,5594800.000,,,,,,
DeferredTaxAssetsInventory,,,632200.000,,,,,,
DeferredTaxAssetsInvestments,,,12700.000,,,,,,
DeferredTaxAssetsNet,,,0.000,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,4828300.000,,,,,,
DeferredTaxAssetsValuationAllowance,,,-5594800.000,,,,,,
DeferredTaxLiabilities,,,312200.000,,,,,,
DerivativeLiabilitiesNoncurrent,,,,,,,649625.000,145543.000,217552.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,2194904.000,10563905.000,,,,,,,
