,2011-01-31,2011-04-30,2011-10-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30
AllocatedShareBasedCompensationExpense,,,,,,,5680000.000,7392000.000,7081000.000,,6131000.000,9464000.000,8367000.000,7721000.000,11516000.000,8766000.000,9367000.000
AmortizationOfIntangibleAssets,,,,,,,,,,,4724000.000,4655000.000,5399000.000,6462000.000,6217000.000,6029000.000,5555000.000
AmountOfIneffectivenessOnNetInvestmentHedges,,,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,984000.000,829000.000,575000.000,-1703000.000,561000.000,1254000.000,742000.000,-1600000.000,529000.000,506000.000,496000.000,-1014000.000,482000.000,477000.000,445000.000
AvailableForSaleSecuritiesGrossRealizedGains,,,9363000.000,115000.000,176000.000,174000.000,192000.000,160000.000,18000.000,57000.000,0.000,84000.000,93000.000,68000.000,58000.000,515000.000,166000.000
AvailableForSaleSecuritiesGrossRealizedGainsLossesSaleProceeds,,,,5180000.000,5473000.000,,5597000.000,6689000.000,883000.000,,,,,,,,
AvailableForSaleSecuritiesGrossRealizedLosses,,,16000.000,0.000,12000.000,27000.000,2000.000,3000.000,0.000,0.000,1000.000,99000.000,6000.000,73000.000,5000.000,7000.000,27000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-70751000.000,,,,394311000.000,,,,19953000.000,,,,37371000.000,,
CommonStockDividendsPerShareDeclared,0.175,0.175,0.175,0.210,0.210,,0.250,0.250,0.250,,0.275,0.000,0.550,,0.305,0.305,0.305
ComprehensiveIncomeNetOfTax,,,43406000.000,46993000.000,88269000.000,,372867000.000,85546000.000,45477000.000,93160000.000,116519000.000,64491000.000,113955000.000,94862000.000,11480000.000,-26291000.000,101461000.000
CostOfGoodsAndServicesSold,,,,337696000.000,323550000.000,,300517000.000,320492000.000,307111000.000,347940000.000,304065000.000,332710000.000,334371000.000,391838000.000,335084000.000,332776000.000,325747000.000
CostOfRevenue,312747000.000,355947000.000,349385000.000,,,,,,,,,,,,,,
DefinedBenefitPlanAmortizationOfGainsLosses,,,4789000.000,-2843000.000,-2858000.000,-12323000.000,-3811000.000,-3823000.000,-3769000.000,-3764000.000,-2730000.000,-2770000.000,-2794000.000,-2806000.000,-2393000.000,-2318000.000,-2251000.000
DefinedBenefitPlanAmortizationOfPriorServiceCostCredit,,,624000.000,340000.000,343000.000,379000.000,376000.000,378000.000,380000.000,381000.000,384000.000,385000.000,385000.000,389000.000,366000.000,365000.000,365000.000
DefinedBenefitPlanExpectedReturnOnPlanAssets,,,6267000.000,6158000.000,6211000.000,6158000.000,6486000.000,6502000.000,6320000.000,6325000.000,5763000.000,5866000.000,5936000.000,5993000.000,6327000.000,6124000.000,6008000.000
DefinedBenefitPlanInterestCost,,,8231000.000,7532000.000,7579000.000,7480000.000,6635000.000,6666000.000,6516000.000,6499000.000,7232000.000,7348000.000,7426000.000,7481000.000,6884000.000,6667000.000,6510000.000
DefinedBenefitPlanNetPeriodicBenefitCost,,,10818000.000,7969000.000,7957000.000,8444000.000,8189000.000,8190000.000,8102000.000,10152000.000,7749000.000,7804000.000,7843000.000,7892000.000,6860000.000,6698000.000,6556000.000
DefinedBenefitPlanRecognizedNetGainLossDueToSettlementsAndCurtailments,,,0.000,0.000,0.000,589000.000,16000.000,,,,,,,,,,
DefinedBenefitPlanRecognizedNetGainLossDueToSettlementsAndCurtailments1,,,,,,,,-17000.000,-16000.000,,0.000,0.000,0.000,-32000.000,,,
DefinedBenefitPlanServiceCost,,,3441000.000,3412000.000,3388000.000,3409000.000,3837000.000,3808000.000,3741000.000,3708000.000,3166000.000,3167000.000,3174000.000,3177000.000,3544000.000,3472000.000,3438000.000
DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax,,,,,-3336000.000,,400283000.000,-2945000.000,-545000.000,,,,,,,,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,,,,,250307000.000,,,,,,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,,,,,,399984000.000,-5663000.000,-1896000.000,,,,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodBeforeIncomeTax,,,,,11782000.000,,,,,,,,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,,,,,7980000.000,,,,,,,,,,,,
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,,,,,,149677000.000,-2114000.000,-690000.000,,,,,,,,
DiscontinuedOperationTaxEffectOfIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriod,,,,,3802000.000,,,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationRevenue,,,,,57180000.000,,3027000.000,5496000.000,344000.000,,,,,,,,
EarningsPerShareBasic,0.650,0.610,0.600,0.730,0.680,0.740,2.960,0.680,0.650,0.810,0.640,0.760,0.800,1.090,0.820,0.790,0.900
EarningsPerShareDiluted,0.640,0.600,0.590,0.720,0.670,0.730,2.920,0.670,0.640,0.800,0.630,0.750,0.800,1.070,0.810,0.780,0.890
EffectOfExchangeRateOnCashAndCashEquivalents,,,-11621000.000,,,,15095000.000,,,,11137000.000,,,,-37172000.000,,
EffectiveIncomeTaxRateContinuingOperations,,,0.249,,,,0.149,,,,0.226,,,,0.252,,
EnvironmentalRemediationExpense,,,,,,,,,2715000.000,,,,,,,,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,532000.000,,,,4779000.000,,,,3122000.000,,,,1235000.000,,
FiniteLivedIntangibleAssetsAmortizationExpense,,,4192000.000,4598000.000,5956000.000,,,,,,,,,,,,
FutureAmortizationExpenseRemainderOfFiscalYear,,,13061000.000,,,,14017000.000,,,,,,,,,,
FutureAmortizationExpenseYearFive,,,6895000.000,,,,14185000.000,,,,,,,,,,
FutureAmortizationExpenseYearFour,,,6964000.000,,,,14304000.000,,,,,,,,,,
FutureAmortizationExpenseYearOne,,,11734000.000,,,,17499000.000,,,,,,,,,,
FutureAmortizationExpenseYearThree,,,8067000.000,,,,14384000.000,,,,,,,,,,
FutureAmortizationExpenseYearTwo,,,9769000.000,,,,15645000.000,,,,,,,,,,
GoodwillAcquiredDuringPeriod,,,,,,,,,,,,,,,2617000.000,,
GoodwillTranslationAdjustments,,,,,,,,,,,,,,,-8531000.000,,
GrossProfit,332485000.000,353861000.000,356256000.000,360285000.000,334426000.000,329131000.000,327083000.000,341963000.000,334079000.000,368878000.000,325714000.000,344259000.000,348074000.000,408116000.000,361408000.000,341018000.000,355398000.000
IncomeLossFromContinuingOperations,,,,,70938000.000,,89165000.000,80319000.000,74271000.000,86207000.000,71513000.000,83666000.000,88691000.000,120086000.000,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,92493000.000,112309000.000,89208000.000,72900000.000,104837000.000,102139000.000,93754000.000,110896000.000,92388000.000,108616000.000,104096000.000,146315000.000,118033000.000,106954000.000,118289000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,104009000.000,109429000.000,,,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsPerBasicShare,,,,,0.610,,0.780,0.710,0.660,0.780,0.640,0.760,0.800,1.090,,,
IncomeLossFromContinuingOperationsPerDilutedShare,,,,,0.600,,0.770,0.700,0.650,0.770,0.630,0.750,0.800,1.070,,,
IncomeLossFromDiscontinuedOperationsNetOfTax,,,,,7980000.000,,250307000.000,-3549000.000,-1206000.000,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,,,,,,,,,,0.000,0.000,0.000,0.000,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,,,,,0.070,,2.180,-0.030,-0.010,0.030,0.000,0.000,0.000,0.000,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,,,,,0.070,,2.150,-0.030,-0.010,0.030,0.000,0.000,0.000,0.000,,,
IncomeTaxExpenseBenefit,28345000.000,38360000.000,23038000.000,27580000.000,18270000.000,17075000.000,15672000.000,21820000.000,19483000.000,24689000.000,20875000.000,24950000.000,15405000.000,26229000.000,29760000.000,22555000.000,22112000.000
IncomeTaxesPaidNet,,,29379000.000,,,,49039000.000,,,,22826000.000,,,,18806000.000,,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,,1718000.000,1791000.000,,1508000.000,1389000.000,1347000.000,-2811000.000,1265000.000,1260000.000,1283000.000,-2635000.000,1138000.000,1368000.000,1395000.000
InterestIncomeExpenseNonoperatingNet,,,-5945000.000,-5386000.000,-6351000.000,-2495000.000,568000.000,-6017000.000,-5298000.000,-4874000.000,-5977000.000,-5195000.000,-4747000.000,-1613000.000,-6702000.000,-6238000.000,-1270000.000
InterestPaid,,,1304000.000,,,,11004000.000,,,,1175000.000,,,,1729000.000,,
NetCashProvidedByUsedInFinancingActivities,,,-79931000.000,,,,-155706000.000,,,,-48689000.000,,,,-29719000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-79931000.000,,,,-155706000.000,,,,-48689000.000,,,,-29719000.000,,
NetCashProvidedByUsedInInvestingActivities,,,-69176000.000,,,,511059000.000,,,,-17255000.000,,,,-10275000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-69176000.000,,,,511059000.000,,,,-17255000.000,,,,-10275000.000,,
NetCashProvidedByUsedInOperatingActivities,,,78356000.000,,,,38958000.000,,,,85897000.000,,,,114537000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,78356000.000,,,,38958000.000,,,,85897000.000,,,,114537000.000,,
NetIncomeLoss,75664000.000,71069000.000,69455000.000,84729000.000,78918000.000,86207000.000,339472000.000,76770000.000,73065000.000,85628000.000,71513000.000,83666000.000,88691000.000,120086000.000,88273000.000,84399000.000,96177000.000
NetRealizedOrUnrealizedGainLossOnTradingSecurities,,,,,,,,,,,16000.000,7000.000,-1000.000,7000.000,-27000.000,-4000.000,46000.000
OperatingIncomeLoss,,,137123000.000,141186000.000,114817000.000,60819000.000,108543000.000,112555000.000,111876000.000,,,,,,,,
OtherComprehensiveIncomeAvailableForSaleSecuritiesAdjustmentBeforeTaxPeriodIncreaseDecrease,,,-9606000.000,,,,,,,,,,,,,,
OtherComprehensiveIncomeAvailableForSaleSecuritiesAdjustmentNetOfTaxPeriodIncreaseDecrease,,,-6148000.000,558000.000,-548000.000,242000.000,407000.000,,,,,,,,,,
OtherComprehensiveIncomeAvailableForSaleSecuritiesTax,,,-3458000.000,,,,,,,,,,,,,,
OtherComprehensiveIncomeAvailableforsaleSecuritiesAdjustmentBeforeTaxPortionAttributableToParent,,,,812000.000,-763000.000,,588000.000,-481000.000,-327000.000,-2088000.000,,,,,,,
OtherComprehensiveIncomeAvailableforsaleSecuritiesAdjustmentNetOfTaxPortionAttributableToParent,,,,558000.000,-548000.000,,407000.000,-344000.000,-208000.000,-1336000.000,-82000.000,-292000.000,-224000.000,1355000.000,-632000.000,61000.000,156000.000
OtherComprehensiveIncomeAvailableforsaleSecuritiesTaxPortionAttributableToParent,,,,254000.000,-215000.000,,181000.000,-137000.000,-119000.000,-752000.000,,,,,,,
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentBeforeTaxPeriodIncreaseDecrease,,,6254000.000,,,,,,,,,,,,,,
