,2011-06-30,2011-12-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,-7090.000
CostOfGoodsSold,506315.000,
CostOfServices,20792.000,
DepreciationAndAmortization,,33939.000
DiscontinuedOperationAmountOfOtherIncomeLossFromDispositionOfDiscontinuedOperationNetOfTax,,-187826.000
EarningsPerShareBasicAndDiluted,-0.020,-0.020
GeneralAndAdministrativeExpense,31101.000,1680.000
GrossProfit,-164115.000,
IncomeLossFromContinuingOperations,,-140788.000
IncomeLossFromContinuingOperationsPerBasicShare,,-0.010
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,,-0.010
IncreaseDecreaseInAccountsPayable,,185621.000
IncreaseDecreaseInAccruedLiabilities,,741.000
IncreaseDecreaseInDeposits,,77975.000
IncreaseDecreaseInDueToRelatedPartiesCurrent,,5591.000
IncreaseDecreaseInInventories,,18774.000
IncreaseDecreaseInOtherDeferredLiability,,592.000
IncreaseDecreaseInOtherNoncurrentLiabilities,,-4468.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,8153.000
InterestExpense,41619.000,
InterestPaidNet,,7072.000
LaborAndRelatedExpense,115169.000,
MarketingAndAdvertisingExpense,20071.000,
NetCashProvidedByUsedInFinancingActivities,,-5394.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-5394.000
NetCashProvidedByUsedInOperatingActivities,,-1696.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-1696.000
NetIncomeLoss,-415110.000,-328614.000
NonoperatingIncomeExpense,-41619.000,
OccupancyNet,,121379.000
OperatingExpenses,209376.000,140788.000
OperatingIncomeLoss,-373491.000,-140788.000
ProceedsFromRelatedPartyDebt,,6000.000
ProfessionalFees,43035.000,17729.000
RepaymentsOfNotesPayable,,11394.000
Revenues,362992.000,
SalesDiscountsServices,2661.000,
SalesRevenueGoodsNet,107294.000,
SalesRevenueNet,137300.000,
SalesRevenueServicesNet,121059.000,
WeightedAverageNumberOfSharesOutstandingBasic,18000000.000,19565104.000
