,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30
AccountsAndOtherReceivablesNetCurrent,1577.000,1086.000,313.000,,49.000,49.000,551.000,1038.000,551.000,551.000,2551.000,,,,,
AccountsPayableCurrent,662421.000,694025.000,697279.000,710417.000,703563.000,699026.000,687685.000,701798.000,642093.000,640330.000,640849.000,,,,,
AccountsPayableTradeCurrent,,,,,,,,,,,,643090.000,638514.000,661424.000,660472.000,612888.000
AccountsReceivableNetCurrent,2458.000,2459.000,2459.000,,,,,,,,,,,,,
AccruedLiabilitiesCurrent,405712.000,443658.000,469758.000,668499.000,677205.000,722743.000,756937.000,805528.000,847214.000,878746.000,909092.000,935966.000,969376.000,998324.000,685267.000,765292.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,784355.000,,,,785285.000,,,,786055.000,,,,785609.000
Assets,23431.000,23363.000,20195.000,11218.000,17382.000,12914.000,50088.000,13899.000,40543.000,43790.000,44383.000,108535.000,9904.000,53414.000,49062.000,23498.000
AssetsCurrent,13664.000,13826.000,10891.000,2123.000,8520.000,4602.000,42010.000,6053.000,32929.000,36544.000,37503.000,101459.000,1851.000,45446.000,41094.000,15529.000
AssetsNoncurrent,,,,319.000,319.000,0.000,8078.000,0.000,7614.000,,,,,,,
CapitalizedComputerSoftwareGross,,,,,,,,,,,,,,,,401106.000
CashAndCashEquivalentsAtCarryingValue,3111.000,6080.000,6018.000,2123.000,2411.000,513.000,39439.000,5015.000,25861.000,29476.000,31694.000,97846.000,0.000,16345.000,13344.000,10047.000
ClassOfWarrantOrRightOutstanding,,,,,,,,,,,,477760.000,,,,457760.000
CommonStockNoParValue,,,,,,,,,,0.000,,0.000,0.000,0.000,0.000,0.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,
CommonStockSharesAuthorized,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000
CommonStockSharesIssued,48597031.000,48695395.000,48872659.000,48990896.000,49063408.000,49076716.000,49076716.000,49094675.000,49616919.000,52208529.000,52352108.000,54876990.000,56262767.000,65155058.000,86693061.000,99620472.000
CommonStockSharesOutstanding,48597031.000,48695395.000,48872659.000,48990896.000,49063408.000,49076716.000,49076716.000,49094675.000,49616919.000,52208529.000,52352108.000,54876990.000,56262767.000,65155058.000,86693061.000,99620472.000
