,2011-09-28,2011-10-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31
AccountsPayableAndAccruedLiabilitiesCurrent,,213480.000,6614.000,16253.000,19161.000,52508.000,98996.000,140111.000,151428.000,208051.000,255886.000,350995.000,313471.000,366779.000
AccountsPayableRelatedParties,,271667.000,,,,,,,,,,,,
AccountsPayableRelatedPartiesCurrent,,,227373.000,258416.000,260193.000,284936.000,88303.000,88876.000,,,88657.000,98349.000,98349.000,107350.000
AdditionalPaidInCapital,,18604669.000,18604669.000,20752593.000,20800593.000,20932925.000,20988642.000,21066608.000,21213750.000,21268908.000,21268482.000,21281064.000,21367162.000,21369193.000
Assets,,,,1764722.000,1589176.000,1733239.000,1595736.000,1511601.000,1476871.000,1567480.000,1519373.000,1483786.000,1450896.000,36507.000
AssetsCurrent,,162971.000,110209.000,314606.000,189176.000,333239.000,195736.000,111601.000,76871.000,167480.000,119373.000,83786.000,50896.000,36507.000
BridgeLoan,,,,,,,343073.000,,,,,515156.000,550028.000,584900.000
Cash,,6332.000,315.000,137179.000,46205.000,80632.000,21323.000,6502.000,22563.000,8603.000,2582.000,995.000,3251.000,323.000
CashAndCashEquivalentsAtCarryingValue,,6332.000,315.000,137179.000,46205.000,80632.000,21323.000,,,,,,,
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights,,,,,,,,,0.090,0.080,0.080,0.080,,
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,,,,,,,,,,,,,0.070,0.070
ClassOfWarrantOrRightOutstanding,,,,,,,8814000.000,9689000.000,12814000.000,18064000.000,18064000.000,18064000.000,28064000.000,28064000.000
CommonStockParOrStatedValuePerShare,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,600000000.000,600000000.000,600000000.000,600000000.000,600000000.000,600000000.000,600000000.000
CommonStockSharesIssued,,87062125.000,87062125.000,139062125.000,141062125.000,141062125.000,141062125.000,142812125.000,149062125.000,149562125.000,149562125.000,149562125.000,159562125.000,159562125.000
CommonStockSharesOutstanding,,87062125.000,87062125.000,139062125.000,87062125.000,87062125.000,141062125.000,142812125.000,149062125.000,149562125.000,149562125.000,149562125.000,159562125.000,159562125.000
CommonStockSharesSubscriptions,,12750.000,,,,,,-25000.000,,,,,,
CommonStockValue,,87061.000,87061.000,139061.000,141061.000,141061.000,141061.000,142812.000,149061.000,149561.000,149561.000,149561.000,159561.000,159561.000
DebtDefaultLongtermDebtAmount,,,,,,,,300000.000,,,,,,
DebtInstrumentInterestRateEffectivePercentage,,,,,0.100,0.100,,,,,,,,
DebtInstrumentInterestRateStatedPercentage,,,,,,,0.150,,,,,,,
DeferredTaxAssetsNet,,,,,,,,,,,152000.000,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,1900000.000,,,,2050000.000,,,
DeferredTaxAssetsValuationAllowanceCurrent,,,,,,,,,,,206000.000,,,
DeferredTaxAssetsValuationAllowanceNoncurrent,,,,,,,,,,,358000.000,,,
DepositsAssetsCurrent,,50000.000,35000.000,35000.000,35000.000,35000.000,35000.000,35000.000,35106.000,35106.000,35184.000,35184.000,35184.000,35184.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,,4013541.000,4074060.000,4556153.000,4741384.000,5087743.000,5359307.000,5555890.000,5780612.000,5934559.000,6085718.000,6257434.000,,
DueToOfficersOrStockholdersCurrent,,,,,12995.000,,,,,,,,,
FairValueAssumptionsExercisePrice,,,,,,,,,0.030,0.016,0.012,,,
FinancialLiabilitiesFairValueDisclosure,,,,,,,,,66896.000,,,,,
InterestPayableCurrentAndNoncurrent,,,,,,,360.000,1640.000,2963.000,4286.000,,,,
LiabilitiesAndStockholdersEquity,,162971.000,110209.000,1764722.000,1589176.000,1733239.000,1595736.000,1511601.000,1476871.000,1567480.000,1519373.000,1483786.000,1450896.000,36507.000
LiabilitiesCurrent,,825147.000,845654.000,782336.000,742021.000,1100111.000,1178455.000,1236186.000,1247787.000,1436685.000,1540163.000,1663710.000,1645563.000,1524359.000
MineralPropertiesAccumulatedImpairment,,,,,309500.000,309500.000,309500.000,,,,,,,
MineralRights,,,,,1400000.000,1400000.000,1400000.000,1400000.000,1400000.000,1400000.000,1400000.000,1400000.000,1400000.000,
MinorityInterestOwnershipPercentageByParent,,,,,,,,,,,1.000,,,
NotesPayableCurrent,,,,,,300000.000,300000.000,300000.000,300000.000,300000.000,300000.000,300000.000,300000.000,300000.000
NotesPayableRelatedPartiesClassifiedCurrent,,,340000.000,191000.000,191000.000,191000.000,195000.000,195000.000,195000.000,311713.000,345000.000,345000.000,345000.000,195000.000
NotesPayableRelatedPartiesCurrent,,340000.000,,,,,,,,,,,,
OperatingLossCarryforwardsValuationAllowance,,,,,,,385000.000,,,,,,,
OtherAccountsPayableAndAccruedLiabilities,,,271667.000,271667.000,271667.000,271667.000,496156.000,512199.000,521432.000,536648.000,550620.000,569366.000,588743.000,555230.000
OtherAssetsNoncurrent,,,,,1400000.000,1400000.000,1400000.000,1400000.000,1400000.000,1400000.000,1400000.000,1400000.000,1400000.000,
PreferredStockParOrStatedValuePerShare,,2.000,,,,,,,,,,,,
PreferredStockSharesAuthorized,,250000.000,,,,,,,,,,,,
PreferredStockSharesOutstanding,,0.000,,,,,,,,,,,,
PrepaidExpenseAndOtherAssetsCurrent,,106639.000,74894.000,142427.000,107971.000,217607.000,139413.000,70099.000,19202.000,123771.000,81607.000,47607.000,12461.000,1000.000
RetainedEarningsAccumulatedDeficit,,,,,,,20679811.000,-20909005.000,21133727.000,21287674.000,21438833.000,-21610549.000,-21721390.000,-23016606.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,,,,14250000.000,14250000.000,10250000.000,12500000.000,12500000.000,12500000.000,12500000.000,13750000.000,13750000.000,13750000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,,,,0.230,0.230,0.170,0.140,0.140,0.140,0.140,0.130,0.130,0.130
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,,,,,0.000,0.000,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,,14250000.000,14250000.000,10250000.000,14750000.000,14750000.000,14750000.000,14750000.000,14750000.000,14750000.000,14750000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,,0.230,0.230,0.170,0.120,0.120,0.120,0.120,0.120,0.120,0.120
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfOutstandingOptions,,,,,,,,,,,14750000.000,,,
SharePrice,,,,,0.050,0.050,0.050,,,0.020,,0.019,0.010,0.010
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,,,,,0.000,0.000,,,,,,,,
ShortTermNonBankLoansAndNotesPayable,,,,45000.000,,,,,,,,,,
StockholdersEquity,,-662176.000,-735445.000,982386.000,847155.000,633128.000,417281.000,275415.000,229084.000,130795.000,-20790.000,-179924.000,-194667.000,-1487852.000
TaxCreditCarryforwardAmount,,,,,,,,,,,5270000.000,,,
WarrantsAndRightsOutstanding,,,,,,,25417.000,,,,,,,
