,2011-09-30,2012-03-31,2012-06-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AmortizationOfFinancingCosts,,,,25257.000,,,,,,,,,,
AmortizationOfIntangibleAssets,,,,,,,,10000.000,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,-21992.000,,79717.000,,,,279982.000,,,,,,
CashPeriodIncreaseDecrease,,,,,,,,,,,,403703.000,,
CashProvidedByUsedInDiscontinuedOperationsFinancingActivities,,,,234838.000,,,,,,,,,,
CashProvidedByUsedInDiscontinuedOperationsInvestingActivities,,,,-23311.000,,,,,,,,,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,,-255639.000,,,,,,,,,,
CommonStockShareSubscriptionsButUnissuedValue,,,519200.000,,,,,,,,,,,
ComprehensiveIncomeNetOfTax,-119959.000,-20094.000,-43483.000,-306259.000,66060.000,-579743.000,-112742.000,-99985.000,30617.000,-5954.000,,,,
CostOfGoodsSold,976552.000,1019301.000,806815.000,168269.000,418204.000,338243.000,637536.000,161482.000,336655.000,400988.000,1517874.000,330535.000,3099200.000,1551391.000
CostOfGoodsSoldSubscription,,,,53844.000,,,,,,,,,,
DebtConversionConvertedInstrumentAmount1,,,,68965.000,,,,,,,,,,
DebtConversionConvertedInstrumentSharesIssued1,,,12810000.000,,,,,,,,,,,
DebtInstrumentIncreaseAccruedInterest,,,,6989.000,,,,,,,,,,
Depreciation,,,,,,,,0.000,,,,,,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,,,697649.000,,,,,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,,,-173948.000,-328017.000,,,,,,,,,
EarningsPerShareBasic,,,,,,,,,-0.000,,,0.000,0.000,0.000
EarningsPerShareBasicAndDiluted,-0.000,-0.000,-0.000,,,,,,,,,,,
EarningsPerShareDiluted,,,,,,,,,-0.000,,,0.000,0.000,0.000
EffectOfExchangeRateOnCash,,,,,,,,,,,,-584.000,,
EffectOfExchangeRateOnCashAndCashEquivalents,,-10.000,,,,,,,,,,,,
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,,-10.000,,,,,,,,,,,,
ForeignCurrencyTransactionGainBeforeTax,,,,,,,,,,,,-584.000,536.000,-91.000
GeneralAndAdministrativeExpense,501523.000,455766.000,421243.000,299249.000,460432.000,612276.000,276059.000,204552.000,178787.000,182549.000,273896.000,190662.000,401099.000,550743.000
GrossProfit,375826.000,434855.000,385627.000,203122.000,195185.000,132036.000,217734.000,126328.000,195165.000,170282.000,61407.000,222490.000,593090.000,396887.000
ImpairmentOfIntangibleAssetsFinitelived,,,,,,,,10000.000,,,,,,
IncomeLossAttributableToNoncontrollingInterest,,,,,,,,,,,,9844.000,-127586.000,-50783.000
IncomeLossFromContinuingOperations,-121456.000,-20094.000,-43483.000,-132311.000,-303572.000,-579743.000,-112741.000,-99985.000,30617.000,-5954.000,-675903.000,7120.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,,,,,,,,,,,3434.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,-132311.000,-303572.000,-579743.000,-112741.000,-99985.000,30617.000,-5954.000,-675903.000,7120.000,145811.000,-8907.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-121456.000,-20094.000,-43483.000,,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeInterestExpenseInterestIncomeIncomeTaxesExtraordinaryItemsNoncontrollingInterestsNet,,,,-96127.000,-265247.000,-480240.000,,-89235.000,5138.000,-23015.000,,,,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,,,-0.000,-0.000,-0.010,,-0.000,,0.000,,,,
IncomeLossFromDiscontinuedOperationsNetOfTax,,,,-306259.000,369632.000,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,,,-173948.000,,,,,,,,,,
IncreaseDecreaseDueFromAffiliates,,-2051.000,,,,,,,,,,,,
IncreaseDecreaseInAccountsPayable,,240727.000,,37090.000,,,,-26892.000,,,,103427.000,,
IncreaseDecreaseInAccountsReceivable,,18925.000,,32818.000,,,,-174628.000,,,,-6642.000,,
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,,-46791.000,,,,,,,,,,,,
IncreaseDecreaseInDeferredRevenue,,10365.000,,-12107.000,,,,290073.000,,,,,,
IncreaseDecreaseInInventories,,10327.000,,,,,,,,,,,,
IncreaseDecreaseInNotesPayableCurrent,,-242339.000,,,,,,,,,,,,
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,,,,62976.000,,,,-164736.000,,,,501648.000,,
IncreaseDecreaseInOtherReceivables,,,,,,,,,,,,-225037.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,4589.000,,,,,,-10252.000,,,,,,
IncreaseDecreaseInPrepaidExpense,,,,10606.000,,,,,,,,,,
InterestAndFeeIncomeLoansAndLeases,,,,2107.000,,,,,,,,,,
InterestAndFeeIncomeOtherLoans,,,4729.000,,,,,,,,,,,
InterestExpense,,,327.000,32246.000,33476.000,32795.000,4047.000,,,,,,-59355.000,-20032.000
InterestExpenseDebtExcludingAmortization,,,,6989.000,,,,,,,,,,
InterestIncomeExpenseNet,,,,-32246.000,,,,,,,,,,
InterestIncomeOperating,,,,,,,,561.000,,,,,,
InvestmentIncomeInterest,,,3179.000,,,,,561.000,,,,,,
NetCashProvidedByUsedInFinancingActivities,,-237989.000,,327349.000,,,,732.000,,,,25983.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-237989.000,,92511.000,,,,732.000,,,,25983.000,,
NetCashProvidedByUsedInInvestingActivities,,,,-23311.000,,,,76471.000,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,-23311.000,,,,76471.000,,,,,,
NetCashProvidedByUsedInOperatingActivities,,215997.000,,-224321.000,,,,202779.000,,,,377720.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,215997.000,,31318.000,,,,202779.000,,,,377720.000,,
NetIncomeLoss,-121456.000,-20094.000,-43483.000,,66060.000,-579743.000,,,,,,,,
NonoperatingIncomeExpense,4241.000,,,,,,,,,,,,,
OperatingExpenses,501523.000,455766.000,427511.000,299249.000,460432.000,612276.000,342389.000,215563.000,190027.000,193297.000,737576.000,219056.000,451158.000,638915.000
OperatingIncomeLoss,-125697.000,-20911.000,-41884.000,,,,,,,,,,141932.000,
OtherComprehensiveIncomeOtherNetOfTax,1497.000,,,,,,,,,,,,,
OtherDepreciationAndAmortization,,,6268.000,,,,,,,,,,,
OtherExpenses,,-9212.000,6017.000,6152.000,7828.000,70296.000,504.000,11337.000,900.000,2131.000,17688.000,3686.000,-2559.000,-13430.000
OtherGeneralExpense,,,,,,,,,,,,-1084.000,3879.000,233121.000
OtherIncome,4241.000,10029.000,1566.000,2214.000,2979.000,3588.000,13457.000,587.000,26379.000,19192.000,5681.000,4770.000,65793.000,266583.000
OtherNonoperatingIncome,,817.000,,,,,,,,,,,,
OtherOperatingIncomeExpenseNet,,,-1599.000,-36184.000,-38325.000,-99503.000,,-10750.000,25479.000,17061.000,,,,-242028.000
OtherSellingAndMarketingExpense,,,,,,,,,,,,28394.000,50059.000,88172.000
PaymentsForRent,,,,19230.000,,,,,,,,,,
ProceedsFromIssuanceOfCommonStock,,,,,,,,732.000,,,,,,
ProceedsFromNotesPayable,,,,50000.000,,,,,,,,,,
ProceedsFromSecuredLinesOfCredit,,,,,,,,,,,,25983.000,,
ProceedsFromShortTermDebt,,17382.000,,,,,,,,,,,,
ProfitLoss,,,,-306259.000,,,,-99985.000,30617.000,-5954.000,,7120.000,145811.000,-8907.000
RepaymentsOfConvertibleDebt,,-13032.000,,,,,,,,,,,,
RepaymentsOfOtherShortTermDebt,,,,,,,,-76471.000,,,,,,
Revenues,1352378.000,1454156.000,1192442.000,371391.000,613389.000,470279.000,855270.000,287810.000,531820.000,571270.000,1579281.000,553025.000,3692290.000,1948278.000
SalesRevenueNet,1348137.000,1444127.000,1190876.000,369177.000,610410.000,466691.000,841813.000,287223.000,505441.000,552078.000,1573600.000,548255.000,3626497.000,1681695.000
SellingAndMarketingExpense,,,,,,,,11011.000,11240.000,10748.000,,,,
ShareBasedCompensation,,,,,,,,,,,,40000.000,,
StockIssued1,,,,,,,,200000.000,,,,,,
StockIssuedDuringPeriodSharesIssuedForServices,,,,,,,,,,,,1000000.000,,
StockIssuedDuringPeriodValueIssuedForServices,,,,,,,,,,,,20000.000,,
SubscriptionRevenue,,,22406.000,,,,,,,,,,,
WeightedAverageNumberDilutedSharesOutstandingAdjustment,,,,,,,,,,,,2760406.000,,
WeightedAverageNumberOfDilutedSharesOutstanding,,,,,,,,,26111068.000,,,29371278.000,30886788.000,32069458.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,80341537.000,83158681.000,91445011.000,-250382869.000,22105301.000,,25878660.000,,,,
WeightedAverageNumberOfSharesOutstandingBasic,24676000.000,58501824.000,69676000.000,,,,,,25660390.000,,,26610872.000,28433094.000,28433094.000
