,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,605000.000,1069000.000,875000.000,948000.000,216000.000,791000.000,1654000.000,1943000.000,1408000.000,2983000.000,2520000.000,2493000.000,2987000.000,4156000.000,3352000.000,4218000.000,2466000.000,2770000.000,2183000.000,2384000.000
AccruedLiabilitiesAndOtherLiabilities,,,,,,,,,,,,4116000.000,4611000.000,5707000.000,,7589000.000,8274000.000,8496000.000,,8207000.000
AccruedLiabilitiesCurrent,1205000.000,845000.000,1211000.000,1146000.000,1596000.000,1365000.000,4120000.000,4344000.000,5646000.000,5820000.000,7654000.000,,,,7891000.000,,,,11026000.000,8000.000
AccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,,,,,,,,7566000.000,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,22000.000,51000.000,93000.000,141000.000,,,688000.000,,,950000.000,1138000.000,1343000.000,1556000.000,1883000.000,2420000.000,2924000.000,3454000.000,4027000.000,3620000.000,4272000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,-6000.000,1000.000,-26000.000,3000.000,10000.000,-3000.000,-8000.000,-24000.000,-26000.000,-1000.000,-94000.000,-72000.000,-170000.000,-7000.000,9000.000,-22000.000,-60000.000,-59000.000
AdditionalPaidInCapital,804000.000,46340000.000,46847000.000,80334000.000,81709000.000,83162000.000,86851000.000,139374000.000,141566000.000,144433000.000,150025000.000,280972000.000,286168000.000,289947000.000,294910000.000,298499000.000,354755000.000,357397000.000,358419000.000,360145000.000
Assets,34985000.000,36326000.000,32814000.000,61167000.000,56240000.000,51225000.000,47545000.000,92763000.000,85829000.000,77499000.000,65572000.000,175777000.000,164454000.000,152807000.000,138613000.000,122060000.000,158722000.000,142398000.000,122543000.000,106319000.000
AssetsCurrent,34276000.000,35579000.000,31965000.000,60184000.000,55262000.000,50407000.000,45077000.000,90070000.000,82615000.000,73614000.000,61878000.000,171334000.000,159162000.000,145322000.000,129861000.000,112739000.000,150111000.000,133454000.000,116444000.000,101150000.000
AvailableForSaleSecurities,,,,,,,44427000.000,89462000.000,81368000.000,72166000.000,60231000.000,169339000.000,155619000.000,141672000.000,126662000.000,110088000.000,147653000.000,130995000.000,114388000.000,99102000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,7000.000,14000.000,0.000,30000.000,19000.000,9000.000,3000.000,3000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,100000.000,86000.000,170000.000,37000.000,10000.000,31000.000,63000.000,62000.000
AvailableForSaleSecuritiesAmortizedCost,,,31397000.000,59702000.000,54371000.000,49563000.000,44417000.000,89465000.000,81376000.000,72190000.000,60257000.000,169340000.000,155712000.000,141744000.000,126832000.000,110095000.000,147644000.000,131017000.000,114448000.000,99161000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,,,,20200000.000,14700000.000,9500000.000,13900000.000,38600000.000,35300000.000,44200000.000,13200000.000,60200000.000,54800000.000,81400000.000,36100000.000,10800000.000,44900000.000,46600000.000,41500000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,,,,,,,,,,,,2200000.000,,,,6600000.000,2600000.000,1300000.000,1700000.000
AvailableForSaleSecuritiesFairValueDisclosure,,,31391000.000,59703000.000,54345000.000,49566000.000,,,,,,,,,,,,,,
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,,11000.000,3000.000,27000.000,6000.000,,,,,,,,,,,,,,
AvailableforsaleSecuritiesGrossUnrealizedGain,,,5000.000,4000.000,1000.000,9000.000,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,34067000.000,35119000.000,14776000.000,43188000.000,28193000.000,21077000.000,18078000.000,56134000.000,16553000.000,12125000.000,6414000.000,134698000.000,70238000.000,50842000.000,43224000.000,20478000.000,95894000.000,50480000.000,43930000.000,25433000.000
CashAndCashEquivalentsFairValueDisclosure,,,14776000.000,43188000.000,28193000.000,21077000.000,18078000.000,56134000.000,16553000.000,,6414000.000,,,,,,,,,
CashCashEquivalentsAndShortTermInvestments,,,,,,,44400000.000,,,,60200000.000,,,,126700000.000,110100000.000,147700000.000,131000000.000,114400000.000,99100000.000
CashEquivalentsAtCarryingValue,,,13300000.000,8900000.000,,,,,,,,,,,,,,,,
CommonStockCapitalSharesReservedForFutureIssuance,10521858.000,,,,,,,,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,23000.000,100000000.000,100000000.000,23000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,3529.000,14262276.000,14268068.000,18191159.000,18203156.000,18224173.000,18528215.000,24167656.000,24253540.000,24280765.000,24413666.000,27194884.000,27263100.000,27276410.000,27296747.000,27307759.000,35560346.000,35607059.000,35641505.000,35662124.000
CommonStockSharesOutstanding,1555.000,12452612.000,12622919.000,16710525.000,16887037.000,17072569.000,17541126.000,23345082.000,23595481.000,23787221.000,24084637.000,27030370.000,27263100.000,27276410.000,27296747.000,27307759.000,35560346.000,35607059.000,35641505.000,35662124.000
CommonStockValue,3000.000,14000.000,14000.000,18000.000,17000.000,17000.000,18000.000,23000.000,24000.000,24000.000,24000.000,27000.000,27000.000,27000.000,27000.000,27000.000,36000.000,36000.000,36000.000,36000.000
DeferredOfferingCosts,,,,,,,,,,,100000.000,,,,,,,,,
DeferredRentCreditNoncurrent,,,,,,,,,,,,,,,,1409000.000,1425000.000,1255000.000,,
DeferredTaxAssetsGoodwillAndIntangibleAssets,,,,,,,1954000.000,,,,2536000.000,,,,3109000.000,,,,3366000.000,
DeferredTaxAssetsGross,,,5928000.000,,,,17668000.000,,,,36909000.000,,,,49211000.000,,,,70722000.000,
DeferredTaxAssetsLiabilitiesNet,,,,,,,,,,,,,,,0.000,,,,0.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,5527000.000,,,,12939000.000,,,,26133000.000,,,,36127000.000,,,,53654000.000,
DeferredTaxAssetsOther,,,106000.000,,,,350000.000,,,,305000.000,,,,553000.000,,,,1181000.000,
DeferredTaxAssetsTaxCreditCarryforwards,,,,,,,,,,,1689000.000,,,,2296000.000,,,,3034000.000,
DeferredTaxAssetsTaxCreditCarryforwardsResearch,,,153000.000,,,,823000.000,,,,,,,,,,,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,142000.000,,,,1602000.000,,,,5591000.000,,,,6472000.000,,,,7750000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,,,,,,,,655000.000,,,,654000.000,,,,1737000.000,
