,2015-01-31,2015-04-30,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-11-30,2017-02-28,2017-05-31
AdvertisingExpense,,,,,,,6038.000,,
BusinessCombinationBargainPurchaseGainRecognizedAmount,,,,,,,0.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-400.000,,,,-4771.000,,
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,,,-66377.000,230135.000,161329.000
CostOfGoodsAndServicesSold,,,,628.000,,,,,
CostOfRevenue,,,,,,,573242.000,,
Depreciation,,,,,,,30784.000,,
DepreciationAndAmortization,,,,,,,32503.000,42784.000,51070.000
DepreciationDepletionAndAmortization,,,,,,,32503.000,,
DirectOperatingCosts,,,,,,,573242.000,715781.000,903293.000
DisposalGroupIncludingDiscontinuedOperationForeignCurrencyTranslationGainsLosses,,,,,,,7557.000,-15853.000,-30348.000
EarningsPerShareBasic,0.000,-0.000,0.000,0.000,0.000,,,,
GeneralAndAdministrativeExpense,481.000,3114.000,11031.000,2592.000,1981.000,,,,
GrossProfit,,,,934.000,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,-58846.000,-213881.000,-130729.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,,,,,,,0.000,-0.000,-0.000
IncomeTaxesPaid,,,,,,,606.000,,
IncreaseDecreaseInAccountsPayable,,,,,,,244065.000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,658.000,,,,,,
IncreaseDecreaseInAccountsReceivable,,,,,,,349647.000,,
IncreaseDecreaseInAccruedLiabilities,,,,,,,12090.000,,
IncreaseDecreaseInAccruedTaxesPayable,,,,,,,-5416.000,,
IncreaseDecreaseInDeferredRevenue,,,,,,,9745.000,,
IncreaseDecreaseInDepositOtherAssets,,,,,,,30183.000,,
IncreaseDecreaseInDueFromRelatedPartiesCurrent,,,,,,,-26151.000,,
IncreaseDecreaseInInventories,,,,,,,-1264.000,,
IncreaseDecreaseInOtherNoncurrentLiabilities,,,,,,,-5114.000,,
IncreaseDecreaseInOtherReceivables,,,,,,,-107986.000,,
IncreaseDecreaseInPrepaidExpense,,,,,,,-63051.000,,
InterestExpense,,,,,,,2448.000,4617.000,5241.000
InterestPaid,,,,,,,2448.000,,
LeaseAndRentalExpense,,,,,,,94243.000,99120.000,124253.000
NetCashProvidedByUsedInFinancingActivities,,,15873.000,,,,75811.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,15873.000,,,,75811.000,,
NetCashProvidedByUsedInInvestingActivities,,,,,,,-167292.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,,,-167292.000,,
NetCashProvidedByUsedInOperatingActivities,,,-16273.000,,,,86710.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-16273.000,,,,86710.000,,
NetIncomeLoss,-4981.000,-7114.000,-16931.000,-5158.000,-4481.000,1536.000,-58820.000,-214282.000,-130981.000
NetIncomeLossAttributableToNoncontrollingInterest,,,,,,,-26.000,401.000,252.000
OperatingExpenses,4981.000,7114.000,16931.000,6092.000,-4481.000,,,,
OperatingIncomeLoss,,,,-5158.000,-4481.000,,-9832.000,-209264.000,-125488.000
OtherExpenses,,,,,,,36363.000,,
OtherGeneralAndAdministrativeExpense,,,,,,,135844.000,220112.000,190821.000
ProceedsFromNotesPayable,,,,,,,290908.000,,
ProceedsFromRelatedPartyDebt,,,15873.000,,,,,,
ProfessionalFees,4500.000,4000.000,5900.000,3500.000,2500.000,,43620.000,52314.000,19253.000
RealEstateTaxExpense,,,,,,,47005.000,,
RelatedPartiesAmountInCostOfSales,,,,,,,0.000,,
RelatedPartyTransactionPurchasesFromRelatedParty,,,,,,,43553.000,,
RepaymentsOfNotesPayable,,,,,,,177641.000,,
RestrictedStockValueSharesIssuedNetOfTaxWithholdings,,,10.000,,,,,,
Revenues,,,,1562.000,,,916625.000,920847.000,1163202.000
SalesRevenueNet,,,,1562.000,,,101227.000,920847.000,1163202.000
UtilitiesOperatingExpenseImpairments,,,,,,,46566.000,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,,,146800000.000,146800000.000,147991502.000
WeightedAverageNumberOfSharesOutstandingBasic,10000000.000,130712360.000,151800000.000,151800000.000,151800000.000,,,,
