,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,,,,,,,,,137772.000,201130.000,402272.000,337995.000
AccountsPayableCurrent,477.000,13034.000,19766.000,24857.000,38618.000,38452.000,42407.000,43511.000,43087.000,48115.000,51629.000,52206.000,52718.000,,,137772.000,201130.000,,
AccountsPayableRelatedPartiesCurrent,,,,2700.000,,,,11199.000,14116.000,17627.000,21512.000,25894.000,,,,,,,
AccountsPayableRelatedPartiesCurrentAndNoncurrent,,,,,,,,,15000.000,,,,,,,,,,
AccruedLiabilitiesCurrent,99.000,564.000,1456.000,,4262.000,6215.000,8533.000,,,,,,29973.000,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,,,,,,,,,3020.000,6155.000,9348.000,12540.000
AdditionalPaidInCapital,16874642.000,16874642.000,16874642.000,16874642.000,16874642.000,16874642.000,16874642.000,16874642.000,16874642.000,16874642.000,16874642.000,16874642.000,16874642.000,19322998.000,20275808.000,20855381.000,22249420.000,,
AdditionalPaidInCapitalCommonStock,,,,,,,,,,,,,,,,,,27334103.000,28429983.000
Assets,100.000,,5.000,25.000,25.000,25.000,25.000,25.000,25.000,25.000,,,,1978862.000,2452462.000,1797042.000,1596998.000,1093266.000,323171.000
AssetsCurrent,100.000,,5.000,25.000,25.000,25.000,25.000,25.000,25.000,25.000,,,,1978862.000,2440123.000,1649341.000,1425354.000,999814.000,232912.000
BusinessAcquisitionPercentageOfVotingInterestsAcquired,,,,,,,,,,,,1.000,,,,,,,
CapitalLeaseObligations,,,,,,,,,,,,,,,,0.000,,,
CashAndCashEquivalentsAtCarryingValue,100.000,,5.000,25.000,25.000,25.000,25.000,25.000,25.000,25.000,,,,1978862.000,2440123.000,1605239.000,1385003.000,938397.000,201025.000
ClassOfWarrantOrRightOutstanding,,,,,,,,0.000,0.000,0.000,,0.000,0.000,,,0.000,,,
CommonStockCapitalSharesReservedForFutureIssuance,,,,,,,,,,,,,,,,,9750000.000,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
