,2011-12-31,2012-12-31,2013-12-31,2014-12-31
AccretionOfDiscount,,16957000.000,15760000.000,15180000.000
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,1744000.000,2325000.000,2853000.000,2495000.000
AllocatedShareBasedCompensationExpense,,2325000.000,2853000.000,2495000.000
AmortizationOfDeferredLoanOriginationFeesNet,-554000.000,-504000.000,-1182000.000,-494000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,1930398.000,2551928.000,3209680.000
AssetRetirementObligationAccretionExpense,68000.000,63000.000,90000.000,96000.000
AssetRetirementObligationCashPaidToSettle,50000.000,43000.000,50000.000,0.000
AssetRetirementObligationForeignCurrencyTranslation,,86000.000,24000.000,-126000.000
AssetRetirementObligationLiabilitiesSettled,,43000.000,25000.000,0.000
AssetRetirementObligationPeriodIncreaseDecrease,,0.000,164000.000,127000.000
AssetRetirementObligationRevisionOfEstimate,,408000.000,-64000.000,272000.000
CapitalizedExploratoryWellCostAdditionsPendingDeterminationOfProvedReserves,,6984000.000,13022000.000,6335000.000
CapitalizedExploratoryWellCostChargedToExpense,,5789000.000,4941000.000,9210000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,31119000.000,-16869000.000,-22837000.000,79000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,-13573000.000,-6819000.000,-14802000.000,-44240000.000
CostOfServicesOilAndGas,4458000.000,1610000.000,1179000.000,2486000.000
CostsAndExpenses,38535000.000,46643000.000,48132000.000,68319000.000
CostsIncurredAcquisitionOfUnprovedOilAndGasProperties,,135000.000,1043000.000,163000.000
CostsIncurredAssetRetirementObligationIncurred,-52000.000,0.000,0.000,
CostsIncurredDevelopmentCosts,,3203000.000,9766000.000,2002000.000
CumulativeTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,,5352000.000,1984000.000,-11102000.000
DebtInstrumentInterestRateDuringPeriod,,0.042,,
DebtRelatedCommitmentFeesAndDebtIssuanceCosts,,454000.000,270000.000,409000.000
DefinedContributionPlanEmployerDiscretionaryContributionAmount,,,700000.000,
DepreciationAndAmortization,,4239000.000,4573000.000,5531000.000
DepreciationDepletionAndAmortization,3397000.000,4239000.000,4573000.000,5531000.000
DiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReserves10PercentAnnualDiscountForEstimatedTimingOfCashFlows,,74625000.000,86052000.000,
DiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReservesEntitysShareOfEquityMethodInvesteesStandardizedDiscountedFutureNetCashFlows,,157603000.000,151802000.000,133628000.000
DiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReservesFutureCashInflows,,337609000.000,322757000.000,
DiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReservesFutureDevelopmentCosts,,25620000.000,,
DiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReservesFutureDevelopmentCosts1,,,17830000.000,
DiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReservesFutureIncomeTaxExpense,,30570000.000,,
DiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReservesFutureIncomeTaxExpense1,,,11300000.000,
DiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReservesFutureNetCashFlows,,232228000.000,237854000.000,
DiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReservesFutureProductionCosts,,49191000.000,,
DiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReservesFutureProductionCosts1,,,55773000.000,
DividendsPreferredStock,,,,848000.000
DividendsPreferredStockCash,,,,848000.000
EarningsPerShareBasic,,,,-1.120
EarningsPerShareBasicAndDiluted,-0.570,0.080,-0.220,
EffectOfExchangeRateOnCashAndCashEquivalents,-1117000.000,714000.000,-164000.000,
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,,,,-797000.000
EffectiveIncomeTaxRateContinuingOperations,,,0.350,0.350
ExplorationAndProductionCosts,16618000.000,23795000.000,20792000.000,21173000.000
ExplorationExpense,,32381000.000,38000000.000,32122000.000
ExtensionsDiscoveriesAdditionsAndImprovedRecoveryLessRelatedCosts,,4570000.000,6020000.000,62580000.000
ForeignCurrencyTransactionGainLossBeforeTax,-23448000.000,16292000.000,4967000.000,-26178000.000
ForeignCurrencyTransactionGainLossUnrealized,-23397000.000,16289000.000,4986000.000,-26149000.000
ForeignCurrencyTransactionLossBeforeTax,,16300000.000,5000000.000,26200000.000
GainLossOnDispositionOfAssets,,-49000.000,0.000,0.000
GainLossOnDispositionOfProperty,-44000.000,-49000.000,,
GainLossOnSaleOfProperties,,,0.000,0.000
GeneralAndAdministrativeExpense,8396000.000,8369000.000,8836000.000,8500000.000
ImpairmentOfOilAndGasProperties,72000.000,2562000.000,6129000.000,23293000.000
IncomeTaxExpenseBenefit,,,0.000,0.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,-5160000.000,21645000.000
IncomeTaxReconciliationForeignIncomeTaxRateDifferential,,,-2200000.000,6787000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,,-4130000.000,-20727000.000
IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost,,,240000.000,34000.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,,,-278000.000,-353000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,3950000.000,-1320000.000,1089000.000,-2221000.000
IncreaseDecreaseInAssetRetirementObligations,,408000.000,-6000.000,0.000
IncreaseDecreaseInEstimatedFutureDevelopmentCosts,,-7358000.000,-773000.000,-17651000.000
IncreaseDecreaseInFutureIncomeTaxExpenseEstimatesOnFutureCashFlowsRelatedToProvedOilAndGasReserves,,5769000.000,13495000.000,3580000.000
IncreaseDecreaseInInventories,3000.000,2000.000,-98000.000,-4000.000
IncreaseDecreaseInOtherCurrentAssets,253000.000,50000.000,-370000.000,185000.000
IncreaseDecreaseInOtherNoncurrentAssets,,,25000.000,0.000
IncreaseDecreaseInOtherOperatingAssets,0.000,-25000.000,,
IncreaseDecreaseInReceivables,5241000.000,2905000.000,-2097000.000,-5066000.000
IncreaseDueToPurchasesOfMineralsInPlace,,0.000,0.000,0.000
InterestAndOtherIncome,188000.000,356000.000,105000.000,75000.000
InterestExpense,2167000.000,2485000.000,3269000.000,2824000.000
InterestPaid,,1983000.000,2111000.000,2435000.000
LeaseOperatingExpense,3834000.000,3631000.000,3680000.000,4745000.000
LineOfCreditFacilityAnnualPrincipalPayment,,40000000.000,45000000.000,50000000.000
LineOfCreditFacilityCommitmentFeePercentage,,,,0.400
NetCashProvidedByUsedInFinancingActivities,50842000.000,0.000,2964000.000,23587000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,50842000.000,0.000,2964000.000,23587000.000
NetCashProvidedByUsedInInvestingActivities,-18486000.000,-16350000.000,-27945000.000,-24831000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-18486000.000,-16350000.000,-27945000.000,-24831000.000
NetCashProvidedByUsedInOperatingActivities,-120000.000,-1233000.000,2308000.000,2120000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-120000.000,-1233000.000,2308000.000,2120000.000
NetIncomeLoss,-28524000.000,4118000.000,-11800000.000,-59220000.000
NetIncomeLossAvailableToCommonStockholdersBasic,,,,-60068000.000
NetIncreaseDecreaseInSalesAndTransferPricesAndProductionCosts,,4385000.000,-2456000.000,2019000.000
NonoperatingIncomeExpense,-25427000.000,14163000.000,1803000.000,-28927000.000
OilAndGasSalesRevenue,29807000.000,34461000.000,33311000.000,34265000.000
OperatingIncomeLoss,-3097000.000,-10045000.000,-13603000.000,-30293000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,14951000.000,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossBeforeReclassificationAndTax,,-16289000.000,-4986000.000,26149000.000
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentBeforeTax,,,,-67000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,-10937000.000,-3002000.000,15047000.000
OtherComprehensiveIncomeLossNetOfTax,,-10937000.000,-3002000.000,14980000.000
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,14951000.000,,,
PaymentsOfDividendsPreferredStockAndPreferenceStock,,,,385000.000
PaymentsToAcquireMarketableSecurities,0.000,,,7379000.000
PaymentsToAcquireOilAndGasProperty,17300000.000,15836000.000,26792000.000,16555000.000
PaymentsToAcquireOtherPropertyPlantAndEquipment,1221000.000,735000.000,1153000.000,897000.000
PreviouslyEstimatedDevelopmentCostsIncurredDuringPeriod,,2277000.000,8902000.000,-1399000.000
ProceedsFromIssuanceOfCommonStock,45041000.000,0.000,0.000,615000.000
ProceedsFromIssuanceOfPreferredStockAndPreferenceStock,,,,18357000.000
