,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,583170.000,641526.000,723478.000,,
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,165844.000,197182.000,313636.000,340221.000,362437.000,433492.000,585835.000,,,,1098678.000,1148870.000
AccruedIncomeTaxes,,,,,,,,70414.000,93250.000,116493.000,,
AccruedLiabilitiesAndOtherLiabilities,,,,,76440.000,76440.000,110000.000,322355.000,264655.000,264655.000,110000.000,110000.000
AccruedLiabilitiesCurrentAndNoncurrent,,,,,,,8535.000,,,,59562.000,178639.000
AccruedUtilitiesCurrent,,,,,6780026.000,6403315.000,1711610.000,1556773.000,1282371.000,1035705.000,1035705.000,1035705.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,2315.000,9259.000,,,,,,
AdditionalPaidInCapitalCommonStock,2057951.000,2428961.000,2428961.000,2428961.000,2463894.000,2478296.000,7090917.000,7090917.000,7126766.000,7126766.000,7174736.000,7288367.000
Assets,19357.000,11284.000,4008.000,101806.000,7005565.000,6998289.000,7255315.000,7497395.000,7487731.000,7702836.000,530550.000,491818.000
AssetsCurrent,16539.000,8466.000,1190.000,98988.000,5147.000,9815.000,23785.000,3293.000,3312.000,226560.000,119172.000,98185.000
AssetsFairValueDisclosureRecurring,0.000,0.000,,,,,,,,,,
AssetsSoldUnderAgreementsToRepurchaseCarryingAmounts,,,,,,596685.000,,,,,,
BuildingsAndImprovementsGross,,,,,,,10000.000,10000.000,10000.000,10000.000,10000.000,
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,60178.000,60178.000,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationAssetsAcquired,110.000,110.000,110.000,110.000,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationAssetsAcquiredLiabilitiesAssumedNet,-31834.000,-31834.000,-31834.000,-31834.000,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationLiabilitiesAssumed,-31944.000,-31944.000,-31944.000,-31944.000,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssets,,,,,-7000000.000,-7000000.000,-7000000.000,-7000000.000,-7000000.000,-7000000.000,-7000000.000,-7000000.000
Cash,16539.000,8466.000,1190.000,38988.000,2923.000,9815.000,8785.000,3293.000,3312.000,226560.000,119172.000,98185.000
