,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31
AmortizationOfFinancingCosts,,,20000.000,,,,20000.000,,,,21000.000,,,,0.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-263000.000,,,,2218000.000,,,,-728000.000,,,,15887000.000
ConcentrationRiskPercentage1,,,,,,,,,,,0.103,,,,
CostOfRealEstateRevenue,1494000.000,1898000.000,1475000.000,1451000.000,1943000.000,1533000.000,1291000.000,1393000.000,1717000.000,1292000.000,1277000.000,1367000.000,1798000.000,1366000.000,1250000.000
DepreciationAndAmortization,1179000.000,1247000.000,1108000.000,1106000.000,1064000.000,1093000.000,948000.000,985000.000,927000.000,891000.000,841000.000,823000.000,826000.000,1000.000,0.000
DepreciationAndAmortizationDiscontinuedOperations,,,,,,,,,0.000,,0.000,0.000,,,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,,,,,-20000.000,,0.000,,0.000,0.000,,,
DisposalGroupIncludingDiscontinuedOperationOperatingExpense,,,,,,,107000.000,22000.000,-13000.000,-1000.000,0.000,0.000,,,
DisposalGroupIncludingDiscontinuedOperationOtherIncome,,,,,,,,,,,,0.000,,,
DisposalGroupIncludingDiscontinuedOperationRentalIncome,,,,,,,189000.000,,0.000,,0.000,0.000,,,
DisposalGroupIncludingDiscontinuedOperationRevenue,,,,,,,196000.000,-3000.000,0.000,-1000.000,0.000,0.000,,,
GainLossOnDispositionOfAssets,,,,,,,,,0.000,,0.000,,,,
GainLossOnDispositionOfAssets1,,,,,,,,,,,,,,,-1260000.000
GainLossOnDispositionOfProperty,,,,,486000.000,,,,,,,,,,
GainLossOnDispositionOfRealEstateDiscontinuedOperations,,,,,,,,,,,,,,,26665000.000
GainLossOnSaleOfProperty,,,,,,,,,,,,,0.000,,26665000.000
GainsLossesOnExtinguishmentOfDebt,,,,,,,,,,,,,,,-2549000.000
GeneralAndAdministrativeExpense,235000.000,225000.000,251000.000,243000.000,198000.000,222000.000,236000.000,216000.000,217000.000,208000.000,425000.000,236000.000,204000.000,293000.000,299000.000
IncomeLossFromContinuingOperations,,,,,,,-571000.000,-690000.000,-840000.000,-732000.000,-1096000.000,-759000.000,-1038000.000,-35000.000,59000.000
IncomeLossFromDiscontinuedOperationsNetOfTax,,,,,,,69000.000,-25000.000,13000.000,0.000,0.000,0.000,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-31000.000,,,,-77000.000,,,,32000.000,,,,-47000.000
IncreaseDecreaseInAccountsReceivable,,,26000.000,,,,-92000.000,,,,21000.000,,,,1417000.000
IncreaseDecreaseInDeferredCharges,,,69000.000,,,,,,,,28000.000,,,,496000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,370000.000,,,,203000.000,,,,219000.000,,,,-217000.000
IncreaseDecreaseInPrepaidRent,,,-140000.000,,,,98000.000,,,,-38000.000,,,,164000.000
InterestAndOtherIncome,,,,,23000.000,,18000.000,33000.000,0.000,0.000,0.000,0.000,0.000,0.000,
InterestExpense,746000.000,742000.000,735000.000,732000.000,728000.000,724000.000,721000.000,717000.000,713000.000,709000.000,705000.000,702000.000,697000.000,693000.000,552000.000
InterestPaid,,,715000.000,,,,701000.000,,,,684000.000,,,,552000.000
NetCashProvidedByUsedInFinancingActivities,,,-257000.000,,,,-271000.000,,,,-286000.000,,,,-50856000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-257000.000,,,,-271000.000,,,,-286000.000,,,,-50856000.000
NetCashProvidedByUsedInInvestingActivities,,,-54000.000,,,,2289000.000,,,,-10000.000,,,,67331000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-54000.000,,,,2289000.000,,,,-10000.000,,,,67331000.000
NetCashProvidedByUsedInOperatingActivities,,,48000.000,,,,200000.000,,,,-432000.000,,,,-588000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,48000.000,,,,200000.000,,,,-432000.000,,,,-588000.000
NetIncomeLoss,-662000.000,-1031000.000,-724000.000,-686000.000,-456000.000,-1894000.000,-502000.000,-715000.000,-827000.000,-732000.000,-1096000.000,-759000.000,-1038000.000,-35000.000,24175000.000
NetIncomeLossAllocatedToGeneralPartners,,,,-69000.000,-70000.000,,,,,,,,,,
NetIncomeLossAllocatedToLimitedPartners,,,,-617000.000,-386000.000,,,,,,,,,,
NoncashOrPartNoncashDivestitureAmountOfConsiderationReceived1,,,,,,,4800000.000,,,,,,,,
OperatingExpenses,2908000.000,3370000.000,2834000.000,2800000.000,3205000.000,4021000.000,2475000.000,2594000.000,2861000.000,2391000.000,2543000.000,2426000.000,2828000.000,1660000.000,1549000.000
OperatingIncomeLoss,76000.000,-289000.000,11000.000,46000.000,-237000.000,-1170000.000,132000.000,-6000.000,-127000.000,-23000.000,-391000.000,-57000.000,-341000.000,658000.000,611000.000
OperatingLeasesIncomeStatementLeaseRevenue,2923000.000,2876000.000,2666000.000,2703000.000,2733000.000,2760000.000,2469000.000,2482000.000,2577000.000,2229000.000,2047000.000,2219000.000,2331000.000,2157000.000,2035000.000
OtherDepreciationAndAmortization,,,,,,,948000.000,,,,841000.000,,,,0.000
OtherIncome,8000.000,,,,,,,,,,,,,,
PaymentsForCapitalImprovements,,,54000.000,,,,531000.000,,,,10000.000,,,,1219000.000
ProceedsFromDivestitureOfBusinesses,,,,,,,3200000.000,,,,,,,,
ProceedsFromSaleOfRealEstate,,,,,,,2820000.000,,,,0.000,,,,68550000.000
PropertyManagementFeePercentFee,,,,,,,0.025,,,,0.025,,,,0.025
RealEstateRevenueNet,2984000.000,3081000.000,2845000.000,2846000.000,2968000.000,2851000.000,2607000.000,2588000.000,2734000.000,2368000.000,2152000.000,2369000.000,2487000.000,2318000.000,2160000.000
RepaymentsOfNotesPayable,,,257000.000,,,,271000.000,,,,286000.000,,,,48395000.000
SalesOfRealEstate,,,,,,,8000000.000,,,,,,,,
TenantReimbursements,61000.000,205000.000,179000.000,143000.000,235000.000,91000.000,138000.000,106000.000,157000.000,139000.000,105000.000,150000.000,156000.000,161000.000,125000.000
WeightedAverageLimitedPartnershipUnitsOutstanding,83898.000,83898.000,83898.000,83898.000,83898.000,,83898.000,83898.000,83898000.000,-83981898.000,83898.000,83898.000,83898.000,-167796.000,83898.000
