,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsAndNotesReceivableNet,,6664.000,141.000,5725.000,2136.000,6152.000,1000.000,,,,8000.000,,4000.000,3000.000,2000.000,39000.000,27000.000,7000.000,
AccountsPayableRelatedPartiesCurrentAndNoncurrent,,3315.000,6892.000,11200.000,14619.000,17571.000,22000.000,24000.000,27000.000,28000.000,28000.000,28000.000,30000.000,28000.000,27000.000,27000.000,26000.000,39000.000,28000.000
Assets,480.000,1598954.000,3859802.000,5364340.000,5991366.000,8121401.000,9317000.000,10926000.000,11979000.000,11608000.000,11046000.000,10689000.000,10444000.000,10036000.000,9585000.000,8431000.000,8084000.000,7303000.000,6850000.000
CashAndCashEquivalentsAtCarryingValue,480.000,254739.000,2422256.000,3414467.000,3989932.000,3107170.000,3963000.000,3082000.000,4721000.000,4924000.000,4539000.000,4106000.000,3613000.000,3018000.000,3274000.000,3287000.000,3211000.000,1860000.000,2152000.000
CashAndCashEquivalentsFairValueDisclosure,,254739.000,2422256.000,3414467.000,3989932.000,3107170.000,3963000.000,3082000.000,4721000.000,4924000.000,4539000.000,4106000.000,3613000.000,3018000.000,,,,1860000.000,
CommonUnitAuthorized,,,,,,,,,,,,,7500000.000,7500000.000,7500000.000,7500000.000,7500000.000,7500000.000,7500000.000
CommonUnitIssued,,,,,,,,,,,,,1618296.000,1618296.000,1618296.000,1618296.000,1618296.000,1618296.000,1615596.000
CommonUnitOutstanding,,,,,,,,,,,,,1618296.000,1618296.000,1618296.000,1618296.000,1618296.000,1618296.000,1615596.000
DeferredRevenue,,344268.000,320941.000,407699.000,406682.000,961750.000,964000.000,1405000.000,1183000.000,959000.000,919000.000,879000.000,904000.000,948000.000,797000.000,719000.000,852000.000,1119000.000,823000.000
DerivativeFairValueOfDerivativeNet,,,,,,606933.000,473000.000,550000.000,503000.000,566000.000,578000.000,669000.000,825000.000,722000.000,736000.000,703000.000,736000.000,481000.000,510000.000
DueFromRelatedParties,,,,,,,,,,35000.000,29000.000,68000.000,,134000.000,43000.000,7000.000,,,
DueToAffiliateCurrentAndNoncurrent,1600.000,679188.000,674362.000,852480.000,887549.000,889621.000,809000.000,22000.000,7000.000,,,,39000.000,,,,73000.000,,26000.000
FinancingReceivableAllowanceForCreditLosses,,,,,,,,,,,51000.000,,,,,,,,
FinancingReceivableAllowanceForCreditLossesIndividuallyEvaluatedForImpairment1,,,,,,,,,,,51000.000,,,,,,,,
FinancingReceivableIndividuallyEvaluatedForImpairment,,,,,,,,,,,5688000.000,,,,,,,,
FinancingReceivableRecordedInvestmentCurrent,,,,,,,,,,,5688000.000,5581000.000,5791000.000,5819000.000,4976000.000,4380000.000,3640000.000,5147000.000,3769000.000
FinancingReceivableRecordedInvestmentPastDue,,,,,,,,,,,,,,,,,693000.000,,
HeldToMaturitySecuritiesSoldSecurityAtCarryingValue,,,,,,,,,,,,,,,,,,137000.000,
ImpairedFinancingReceivableRecordedInvestment,,,,,,,,,,,168000.000,163000.000,155000.000,151000.000,147000.000,859000.000,831000.000,801000.000,107000.000
ImpairedFinancingReceivableRelatedAllowance,,,,,,,,,,,51000.000,51000.000,97000.000,97000.000,106000.000,717000.000,717000.000,717000.000,106000.000
ImpairedFinancingReceivableUnpaidPrincipalBalance,,,,,,,,,,,171000.000,166000.000,157000.000,152000.000,147000.000,872000.000,841000.000,809000.000,107000.000
ImpairedFinancingReceivableWithRelatedAllowanceRecordedInvestment,,,,,,,,,,,168000.000,163000.000,155000.000,151000.000,147000.000,859000.000,831000.000,801000.000,107000.000
ImpairedFinancingReceivableWithRelatedAllowanceUnpaidPrincipalBalance,,,,,,,,,,,171000.000,166000.000,157000.000,152000.000,147000.000,872000.000,841000.000,809000.000,107000.000
Investments,,,,,,,25000.000,229000.000,229000.000,229000.000,229000.000,289000.000,289000.000,433000.000,591000.000,625000.000,487000.000,521000.000,521000.000
