,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,78460000.000,97613000.000,93747000.000,105370000.000,87041000.000,118879000.000,101896000.000,102307000.000,100279000.000,124336000.000,113307000.000,124981000.000,122307000.000,147255000.000,157232000.000,134438000.000,128532000.000,131532000.000,133353000.000,140991000.000,140864000.000,143193000.000,137813000.000,120086000.000,116754000.000
AccountsReceivableRelatedParties,29973000.000,30401000.000,31395000.000,31035000.000,29742000.000,29940000.000,28874000.000,33625000.000,26948000.000,27274000.000,27474000.000,27724000.000,26145000.000,26501000.000,25954000.000,25977000.000,25652000.000,25855000.000,25053000.000,25100000.000,24011000.000,24008000.000,23998000.000,24028000.000,23634000.000,23592000.000
AccrualForTaxesOtherThanIncomeTaxesCurrentAndNoncurrent,16585000.000,27424000.000,37721000.000,21883000.000,17991000.000,31607000.000,43757000.000,28452000.000,20683000.000,36863000.000,50247000.000,35648000.000,21922000.000,40232000.000,54369000.000,39149000.000,23269000.000,43905000.000,57642000.000,45223000.000,25499000.000,46801000.000,66079000.000,49041000.000,24682000.000,48559000.000
AccumulatedDistributionsInExcessOfNetIncome,623740000.000,676367000.000,700897000.000,690466000.000,648074000.000,674221000.000,692235000.000,598951000.000,590831000.000,574286000.000,571935000.000,494167000.000,523321000.000,550050000.000,568142000.000,453777000.000,403518000.000,426614000.000,452257000.000,458577000.000,491275000.000,104004000.000,261324000.000,289180000.000,317642000.000,351910000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-31504000.000,93000.000,201000.000,-683000.000,-675000.000,-667000.000,-660000.000,-1062000.000,-1048000.000,-1035000.000,-1021000.000,-1106000.000,-1091000.000,-1077000.000,-1474000.000,-2419000.000,-2382000.000,-2345000.000,-2307000.000,-1913000.000,-1881000.000,-1848000.000,-1816000.000,-1863000.000,-1829000.000,-1795000.000
AdditionalPaidInCapitalCommonStock,2783621000.000,2823690000.000,2861139000.000,2901024000.000,3327961000.000,3501354000.000,3580528000.000,3587505000.000,3590261000.000,3625283000.000,3595536000.000,3596069000.000,3593633000.000,3595315000.000,3649750000.000,3667448000.000,3656105000.000,3657537000.000,3660482000.000,3662864000.000,3658372000.000,3673237000.000,3675806000.000,3678277000.000,3675737000.000,3678660000.000
Assets,4583293000.000,4559059000.000,4594574000.000,4622075000.000,5004015000.000,5112574000.000,5217960000.000,5385172000.000,5382856000.000,5486282000.000,5691211000.000,5632141000.000,5679849000.000,5790088000.000,5911976000.000,6056907000.000,6077059000.000,6000768000.000,6033888000.000,6037612000.000,6040455000.000,6199474000.000,6088279000.000,6028152000.000,5935346000.000,5798600000.000
AssetsFairValueDisclosureNonrecurring,,,,,,,,,,,,,,700000.000,,,,,,,,,,,,
AssetsNeededForImmediateSettlementAggregateFairValue,,29600000.000,23800000.000,18200000.000,13300000.000,7500000.000,,,,,,,,,,,,,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,,,,,,,,,,,,,,,,,,0.000,,
