,2011-08-31,2012-03-31,2012-09-30,2013-03-31,2014-03-31,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,,,,,,,,3048.000,,,,
AmortizationOfDebtDiscountPremium,,,,,,139420.000,426800.000,-584248.000,-716078.000,3093641.000,422668.000,480533.000,291000.000,335018.000,27048.000
AmortizationOfFinancingCosts,,,,,,,,,,,,,,,14000.000
AmortizationOfFinancingCostsAndDiscounts,,,,,,,,,,,25576.000,,,,7663.000
AmortizationOfIntangibleAssets,,,,,,,1025.000,1025.000,1025.000,1025.000,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,26707771.000,,,,22411792.000,,,,
BusinessAcquisitionProFormaIncomeLossFromContinuingOperationsBeforeChangesInAccountingAndExtraordinaryItemsNetOfTaxPerShareBasic,,,,,,,-0.010,,,,,,,,
BusinessAcquisitionsProFormaIncomeLossFromContinuingOperationsBeforeChangesInAccountingAndExtraordinaryItemsNetOfTax,,,,,,,-1414918.000,,,,,,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,,,,,,-1414918.000,,,,,,,,
BusinessAcquisitionsProFormaRevenue,,,,,,,870895.000,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,6.000,38615.000,,-324719.000,,,,810266.000,,,,1649599.000
CashPeriodIncreaseDecrease,,-812.000,,,,,,,,,,,,,
ComprehensiveIncomeNetOfTax,,,,,-53607.000,1479202.000,-1399200.000,-976610.000,-1335422.000,-1584790.000,-746214.000,-703700.000,-668506.000,-1154193.000,-1000829.000
CostOfRevenue,3472.000,,,,,377786.000,682736.000,1326769.000,2954670.000,1960227.000,1409944.000,1576920.000,753624.000,1535480.000,1164756.000
DebtConversionConvertedInstrumentAmount1,,,,,,,,,,,504756.000,,,,639155.000
DebtConversionOriginalDebtAmount1,,,,,,,,,,,,,,,510000.000
Depreciation,,,,3333.000,3333.000,8976.000,14811.000,14811.000,15013.000,,11837.000,,,,
DepreciationDepletionAndAmortization,,,,,,,14811.000,,,,13579.000,,,,11752.000
DepreciationExpense,,3333.000,,3333.000,,,,,,,,,,,
DerivativeGainLossOnDerivativeNet,,,,,,,48163.000,-426710.000,,,-421717.000,135420.000,-62000.000,-190408.000,55000.000
DevelopmentCosts,,17433.000,10348.000,,,140394.000,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationRevenue,,-55.000,,,,,,,,,,,,,
EarningsPerShareBasic,0.000,,,,,,,,,,-0.010,,,,
EarningsPerShareBasicAndDiluted,,0.000,0.000,0.000,-0.000,0.010,-0.010,-0.010,-0.010,,,-0.000,-0.000,,-0.010
EffectOfExchangeRateOnCashAndCashEquivalents,,-50.000,,-3133.000,0.000,,,,,,,,,,
EmployeeBenefitsAndShareBasedCompensation,,,,,,,,,,,3048.000,,,,
FairValueAdjustmentOfWarrants,,,,,,,135258.000,,,,,,,,59000.000
ForeignCurrencyTransactionGainLossRealized,,-50.000,,,,,,,,,,,,,
GainsLossesOnExtinguishmentOfDebt,,,,,,,,,,,,,,,-415000.000
GeneralAndAdministrativeExpense,3054.000,48986.000,33805.000,88858.000,50279.000,791570.000,803742.000,821020.000,846806.000,,,,,,
GrossProfit,-3249.000,,,22.000,5.000,481702.000,188159.000,351181.000,679421.000,-277920.000,1088660.000,314552.000,417136.000,483547.000,428336.000
IncomeLossFromContinuingOperations,,-161919.000,-84983.000,-92168.000,-53607.000,1479202.000,-1418443.000,-976610.000,-1335422.000,-1565547.000,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,-84983.000,-92168.000,-53607.000,1479202.000,-1418443.000,-976610.000,-1335422.000,-1565547.000,-746214.000,-703700.000,-668506.000,-1154193.000,-1000829.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,,0.000,0.000,-0.000,0.010,-0.010,-0.010,-0.010,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTax,,11607.000,,,,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,,,0.000,0.000,0.000,,0.000,,,,,,,,
IncreaseDecreaseInAccountsAndNotesReceivable,,,,,,,203670.000,,,,44284.000,,,,-3856.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,,,,21302.000,,,,-314778.000,,,,-266065.000
IncreaseDecreaseInAccountsReceivable,,-47906.000,,-22.000,-20005.000,,,,,,,,,,
IncreaseDecreaseInAccruedLiabilities,,4237.000,,-2616.000,8430.000,,,,,,,,,,
IncreaseDecreaseInDeferredCompensation,,,,,,,,,,,-8250.000,,,,
IncreaseDecreaseInDeferredRevenue,,,,,,,378788.000,,,,409373.000,,,,-496483.000
IncreaseDecreaseInDerivativeLiabilities,,,,,,,-48163.000,-474873.000,,,-421717.000,,,,
IncreaseDecreaseInDueToRelatedParties,,200981.000,,94363.000,3231.000,,,,,,,,,,
IncreaseDecreaseInInterestPayableNet,,,,,,,,,,,105955.000,,,,-22060.000
IncreaseDecreaseInInventories,,,,,,,,,,,-188229.000,,,,26139.000
IncreaseDecreaseInOtherOperatingCapitalNet,,,,,,,,,,,1294.000,,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,,,-2050.000,,301716.000,,,,,,,,
IncreaseDecreaseInPrepaidExpense,,565.000,,250.000,,,,,,,-113700.000,,,,60088.000
InterestExpense,,,,,,32725.000,160260.000,-128299.000,-78938.000,920184.000,272972.000,61709.000,89203.000,-50196.000,27114.000
InterestPaid,,,,,,,1387.000,,,,,,,,
LaborAndRelatedExpense,7255.000,,,,,,,,,,,,,,
LitigationSettlementAmount,,,,,0.000,,,,,,,,,,
MarketingAndAdvertisingExpense,,,,,,,82974.000,92480.000,148656.000,-14490.000,13503.000,29031.000,14319.000,93005.000,106205.000
NetCashProvidedByUsedInContinuingOperations,,-709.000,,,,,,,,,,,,,
NetCashProvidedByUsedInDiscontinuedOperations,,2.000,,,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,,,109283.000,,849865.000,,,,-33757.000,,,,2915000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,,109283.000,,849865.000,,,,-33757.000,,,,2915000.000
NetCashProvidedByUsedInInvestingActivities,,,,,-10000.000,,-162600.000,,,,69643.000,,,,72742.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,-10000.000,,-162600.000,,,,69643.000,,,,72742.000
NetCashProvidedByUsedInOperatingActivities,,-707.000,,3139.000,-60668.000,,-1011984.000,,,,774380.000,,,,-1338143.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-707.000,,3139.000,-60668.000,,-1011984.000,,,,774380.000,,,,-1338143.000
NetIncomeLoss,-34720.000,-161919.000,-84983.000,-92168.000,-53607.000,1479202.000,-1418443.000,-976610.000,-1335422.000,-1565547.000,-746214.000,-703700.000,-668506.000,-1154193.000,-1000829.000
NoninterestExpenseTransferAgentAndCustodianFees,1950.000,,,,,,,,,,,,,,
NonoperatingIncomeExpense,,,,,,,48163.000,,,,-1111193.000,-404503.000,-431627.000,-792373.000,-411211.000
OccupancyNet,3205.000,,,,,,,,,,,,,,
OperatingCostsAndExpenses,31471.000,,,,,,,,,,,,,,
OperatingExpenses,,,196013.000,92191.000,53612.000,940941.000,1067705.000,1041954.000,1219827.000,725198.000,723681.000,613749.000,654015.000,845367.000,1017954.000
OperatingIncomeLoss,-34720.000,,-84983.000,-92168.000,-53607.000,-459238.000,-879546.000,-690773.000,-540406.000,-1003118.000,364979.000,-299197.000,-236879.000,-361820.000,-589618.000
OperatingLeasesRentExpenseNet,,,,,,,47049.000,48882.000,72487.000,69199.000,54882.000,,,,
OtherComprehensiveIncomeLossNetOfTax,,-150362.000,,,,,,,,,,,,,
OtherCostAndExpenseOperating,1050.000,,,,,,,,,,,,,,
OtherExpenses,10.000,,,,,,,-285837.000,-795016.000,,,,,,
OtherGeneralExpense,181.000,,,,,,,,,,,,,,
OtherNonoperatingIncomeExpense,,,,,,,,,,,6164.000,2319.000,10576.000,21098.000,2951.000
PaymentsToAcquireIntangibleAssets,,,,,,,,,,,3006.000,,,,4476.000
PaymentsToAcquireMachineryAndEquipment,,,,,,,2600.000,,,,,,,,
PaymentsToAcquirePropertyPlantAndEquipment,,,,,,,,,,,8351.000,,,,
PaymentsToFundLongtermLoansToRelatedParties,,,,,,,-160000.000,,,,,,,,
ProceedsFromCollectionOfNotesReceivable,,,,,,,,,,,50000.000,,,,
ProceedsFromConvertibleDebt,,,,,,,911250.000,,,,,,,,500000.000
ProceedsFromIssuanceOfCommonStock,,,,,,,911250.000,,,,,,,,
ProceedsFromIssuanceOfPrivatePlacement,,,,,5000000.000,,,,,,,,,,
ProceedsFromNotesPayable,,,,,,,,,,,,,,,500000.000
ProceedsFromSaleAndCollectionOfNotesReceivable,,,,,,,,,,,,,,,77218.000
ProceedsFromSaleOfPropertyPlantAndEquipment,,,,,,,,,,,31000.000,,,,
ProceedsFromStockOptionsExercised,,,,,,,,,,,358.000,,,,
ProfessionalFees,14650.000,,,,,,,,,,,,,,
ProfitLoss,,-150312.000,-87293.000,-95302.000,,,,,,,,,,,
ProvisionForDoubtfulAccounts,,,,,,,,,,,44127.000,,,,
RepaymentsOfConvertibleDebt,,,,,,,,,,,,,,,270000.000
RepaymentsOfLongTermDebt,,,,,,,,,,,34115.000,,,,
RepaymentsOfRelatedPartyDebt,,,,,,,59919.000,,,,,,,,
ResearchAndDevelopmentExpense,,,,,,,180989.000,128454.000,224365.000,173709.000,106279.000,93947.000,72184.000,76652.000,93789.000
Revenues,223.000,47831.000,111030.000,22.000,5.000,859488.000,870895.000,1677950.000,3634091.000,1682307.000,2498604.000,1891472.000,1170760.000,2019027.000,1593092.000
SalariesAndWages,,143331.000,151860.000,,,,,,,,,,,,
SaleOfStockConsiderationReceivedPerTransaction,,,,,,,1.000,,,,,,,,
SalesRevenueNet,223.000,47831.000,111030.000,22.000,5.000,859488.000,870895.000,1677950.000,3634091.000,1682307.000,2498604.000,1891472.000,1170760.000,2019027.000,1593092.000
SellingGeneralAndAdministrativeExpense,,,,,,,,,,,603899.000,490771.000,567512.000,675710.000,817960.000
ShareBasedCompensation,,,,,,,,,,,,,,,130069.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,,,,,,,10000.000,,,,,,,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,,,,,,,0.000,0.000,0.000,0.000,,,,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,,,,,,,0.000,,,,,,,,0.000
SharebasedCompensationArrangementBySharebasedPaymentAwardEquityInstrumentsOtherThanOptionsAggregateIntrinsicValueVested,,,,,,,1647360.000,514800.000,1235520.000,,,,,,
StockIssuedDuringPeriodSharesConversionOfConvertibleSecurities,,,,,,,6306250.000,,,,,,,,5001554.000
StockIssuedDuringPeriodSharesStockOptionsExercised,,,,,,,,,,,,,,,3000000.000
StockIssuedDuringPeriodValueAcquisitions,,,,,772.000,,,,,,,,,,
StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,,,,,,,427858.000,,,,504756.000,,,,995155.000
StockIssuedDuringPeriodValueIssuedForServices,,,,,,,,,,,,,,,130069.000
StockIssuedDuringPeriodValueNewIssues,,,,,,,,,,,,,,,2685000.000
StockIssuedDuringPeriodValueOther,,,,,,,,,,,,,,,0.000
StockIssuedDuringPeriodValueShareBasedCompensation,,,,,,,,,,,358.000,,,,
StockRepurchasedDuringPeriodValue,,,,,-772.000,,,,,,,,,,
TranslationAdjustmentFunctionalToReportingCurrencyLossGainOnReclassifiedOfEarningsNetOfTax,,,-2130.000,-3134.000,,,,,,,,,,,
TravelAndEntertainmentExpense,116.000,,,,,,,,,,,,,,
WeightedAverageNumberOfDilutedSharesOutstanding,79331552.000,,,,,112988948.000,,,146816336.000,,,,,,
