,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,523000.000,1487000.000,2040000.000,2807000.000,3157000.000
AdvertisingExpense,,,,200000.000,200000.000
AllocatedShareBasedCompensationExpense,,,2040000.000,2806000.000,3157000.000
AllocatedShareBasedCompensationExpenseNetOfTax,,1487000.000,,,
AmortizationOfIntangibleAssets,,7500000.000,8709000.000,9582000.000,8211000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,20000.000,15000.000
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,,2608000.000,3765000.000,5247000.000
AvailableForSaleSecuritiesGrossRealizedGains,,600000.000,6984000.000,8065000.000,12053000.000
AvailableForSaleSecuritiesGrossRealizedLosses,,300000.000,4376000.000,4300000.000,6806000.000
BusinessAcquisitionsProFormaIncomeLossFromContinuingOperationsBeforeChangesInAccountingAndExtraordinaryItemsNetOfTax,,24997000.000,27963000.000,,
BusinessAcquisitionsProFormaNetIncomeLoss,,23511000.000,22423000.000,,
BusinessAcquisitionsProFormaRevenue,,123876000.000,182591000.000,,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability,,-743000.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-29789000.000,63069000.000,2109000.000,-21712000.000,
CashAndCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,,,,,-20195000.000
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,0.000,0.000,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,6933000.000,-847000.000,-2116000.000,0.000,0.000
ComprehensiveIncomeNetOfTax,4579000.000,20447000.000,19765000.000,-49053000.000,-87747000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,-449000.000,-3344000.000,44000.000,-376000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,20896000.000,16421000.000,-49009000.000,-88123000.000
CostMethodInvestmentsRealizedGainLoss,,,,,9268000.000
CostMethodInvestmentsRealizedGains,,,,,9326000.000
CostOfGoodsSold,141000.000,,,,
CostOfRevenue,1477000.000,66064000.000,85385000.000,150979000.000,106005000.000
CostOfServices,1336000.000,,,,
CurrentFederalTaxExpenseBenefit,,-34000.000,-14000.000,191000.000,152000.000
CurrentForeignTaxExpenseBenefit,,-1373000.000,-7281000.000,-1719000.000,-59000.000
CurrentStateAndLocalTaxExpenseBenefit,,979000.000,-509000.000,403000.000,131000.000
DebtInstrumentConvertibleEffectiveInterestRate,,0.040,,,
DeferredFederalIncomeTaxExpenseBenefit,,-15066000.000,-3402000.000,-105000.000,-5283000.000
DeferredForeignIncomeTaxExpenseBenefit,,,1696000.000,0.000,0.000
DeferredIncomeTaxExpenseBenefit,1395000.000,-15105000.000,-1536000.000,-198000.000,-6547000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,-218000.000,168000.000,-93000.000,-1264000.000
Depreciation,,7800000.000,10500000.000,14600000.000,15400000.000
DepreciationAndAmortization,2809000.000,16728000.000,19185000.000,24156000.000,23613000.000
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,5005000.000,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodBeforeIncomeTax,,-1935000.000,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,1910000.000,-1935000.000,-5540000.000,506000.000,0.000
DisposalGroupIncludingDiscontinuedOperationRevenue,,451000.000,,,
EarningsPerShareBasic,0.620,1.710,1.130,-2.040,-8.500
EarningsPerShareDiluted,0.620,1.710,1.130,-2.040,-8.500
EffectOfExchangeRateOnCashAndCashEquivalents,305000.000,96000.000,-63000.000,20000.000,-8000.000
EffectiveIncomeTaxRateContinuingOperations,,-2.286,-1.325,0.052,0.061
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.350,0.350,0.350,0.350
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,-2.978,-0.787,0.303,-0.248
EffectiveIncomeTaxRateReconciliationNondeductibleExpense,,0.246,-0.018,0.646,0.047
EffectiveIncomeTaxRateReconciliationOtherAdjustments,,,,-0.017,-0.001
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,0.151,-0.081,-0.005,0.010
EffectiveIncomeTaxRateReconciliationTaxContingencies,,0.000,-0.786,0.002,-0.003
EffectiveIncomeTaxRateReconciliationTaxCreditsForeign,,,,-0.065,0.000
EquityMethodInvestmentSummarizedFinancialInformationGrossProfitLoss,,,,29841000.000,129419000.000
EquityMethodInvestmentSummarizedFinancialInformationIncomeLossFromContinuingOperationsBeforeExtraordinaryItems,,,,,-44640000.000
EquityMethodInvestmentSummarizedFinancialInformationNetIncomeLoss,,,,-8046000.000,-43040000.000
EquityMethodInvestmentSummarizedFinancialInformationRevenue,,,,131290000.000,546765000.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetGainLossIncludedInEarnings1,,,1556000.000,-129000.000,8000.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetPeriodIncreaseDecrease,,,-2500000.000,2048000.000,-8679000.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetPurchases,,,45383000.000,13294000.000,5183000.000
