,2011-07-02,2012-06-30,2013-06-29,2014-06-28
AdjustmentForAmortization,84000000.000,46000000.000,18000000.000,24000000.000
AdvertisingExpense,199000000.000,87000000.000,113000000.000,104000000.000
AllocatedShareBasedCompensationExpense,,35000000.000,13000000.000,22000000.000
AmortizationOfIntangibleAssets,,21000000.000,17000000.000,19000000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,8400000.000,384000.000,2200000.000,
AssetImpairmentCharges,21000000.000,14000000.000,1000000.000,0.000
AvailableForSaleSecuritiesGrossUnrealizedGains,,,,0.000
BusinessExitCosts,105000000.000,81000000.000,9000000.000,
BusinessExitCosts1,,,,14000000.000
CapitalLeasesIncomeStatementAmortizationExpense,1000000.000,1000000.000,2000000.000,0.000
CashAndCashEquivalentsPeriodIncreaseDecrease,1111000000.000,-1831000000.000,165000000.000,-164000000.000
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,-2667000000.000,-1524000000.000,-95000000.000,-1000000.000
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,2446000000.000,-364000000.000,86000000.000,0.000
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,221000000.000,112000000.000,10000000.000,1000000.000
CommonStockDividendsPerShareDeclared,0.460,1.150,0.500,0.700
ComprehensiveIncomeNetOfTax,,,249000000.000,205000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,0.000,0.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,1952000000.000,806000000.000,249000000.000,205000000.000
ConsolidationLessThanWhollyOwnedSubsidiaryParentOwnershipInterestChangesSaleOfInterestByParent,-3000000.000,,,
CostOfGoodsAndServicesSold,5868000000.000,2961000000.000,2758000000.000,2920000000.000
CurrentFederalTaxExpenseBenefit,13000000.000,-16000000.000,27000000.000,104000000.000
CurrentForeignTaxExpenseBenefit,92000000.000,-1000000.000,0.000,0.000
CurrentIncomeTaxExpenseBenefit,110000000.000,-14000000.000,30000000.000,110000000.000
CurrentStateAndLocalTaxExpenseBenefit,5000000.000,3000000.000,3000000.000,6000000.000
DebtInstrumentInterestRateDuringPeriod,0.024,0.003,0.000,
DeferredFederalIncomeTaxExpenseBenefit,-23000000.000,2000000.000,38000000.000,8000000.000
