,2011-04-01,2011-07-01,2011-09-30,2011-12-30,2012-03-30,2012-06-29,2012-09-28,2012-12-28,2013-03-29,2013-06-28,2014-03-28,2014-06-27,2014-09-26,2014-12-26
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,,,,,2013000.000,,,,,,,,,
AllocatedShareBasedCompensationExpenseNetOfTax,,443000.000,224000.000,,,,,,,,,,,
AmortizationOfDebtDiscountPremium,,,,,,,,,1154000.000,,1309000.000,,,
AmortizationOfIntangibleAssets,,,,,,,,,100000.000,,,,,
CapitalExpendituresIncurredButNotYetPaid,,,,,,,,,973000.000,,390000.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-6704000.000,,,,3540000.000,,,,-6037000.000,,-6347000.000,,,
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,-4469000.000,,,,,,,,,,,,,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,0.000,,,,,,,,,,,,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,0.000,,,,-7522000.000,,,,,,,,,
ComprehensiveIncomeNetOfTax,,,,,-4705000.000,-5948000.000,-9463000.000,-13253000.000,-7643000.000,-4595000.000,-8983000.000,-8430000.000,-5945000.000,-9988000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,-197000.000,-97000.000,35000.000,150000.000,-14000.000,9000.000,14000.000,-30000.000,47000.000,-33000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,0.000,,,,-4508000.000,-5851000.000,-9498000.000,-13403000.000,-7629000.000,-4604000.000,-8997000.000,-8400000.000,-5992000.000,-9955000.000
CostOfGoodsAndServicesSold,69615000.000,72385000.000,73913000.000,73235000.000,75737000.000,81179000.000,71281000.000,70701000.000,64625000.000,67508000.000,64126000.000,73830000.000,67029000.000,61638000.000
DebtConversionConvertedInstrumentAmount1,,,,,,,,,,,3477000.000,,,
DebtInstrumentConvertibleConversionRatio,,,,,,,,,0.679,,,,,
DebtIssuanceCostsIncurredDuringNoncashOrPartialNoncashTransaction,,,,,,,,,1113000.000,,1683000.000,,,
DeferredIncomeTaxExpenseBenefit,,,,,,,,,,,100000.000,,,
DefinedBenefitPlanNetPeriodicBenefitCost,,,,,200000.000,,,,100000.000,,100000.000,,,
DepreciationDepletionAndAmortization,2597000.000,,,,1942000.000,,,,1749000.000,,1802000.000,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodBeforeIncomeTax,,,,,400000.000,,,,,,,,,
Dividends,-1040000.000,,,,,,,,,,,,,
EarningsPerShareBasic,-0.110,-0.110,-0.030,-1.050,-0.100,-0.150,-0.210,-0.230,-0.090,-0.650,-0.720,-0.450,-0.370,-0.480
EarningsPerShareBasicAndDiluted,,,,,,,-0.210,,,,,,,
EarningsPerShareDiluted,-0.110,-0.110,-0.030,-1.050,-0.100,-0.150,-0.210,-0.230,-0.090,-0.650,-0.720,-0.450,-0.370,
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,-30000.000,,,,46000.000,,,,19000.000,,-4000.000,,,
EffectOfExchangeRateOnCashAndCashEquivalentsDiscontinuedOperations,0.000,,,,,,,,,,,,,
EffectOnFutureCashFlowsAmount,,,,,,,,,,,9000000.000,,,
EffectiveIncomeTaxRateContinuingOperations,,,,,-0.180,-0.298,,,0.060,,0.055,,,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.382,,,,,,,,,,,,
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,,-238000.000,-120000.000,,,,,,,,,,,
ExtinguishmentOfDebtGainLossNetOfTax,,,,,,,,,,,-700000.000,,,
FiniteLivedIntangibleAssetsAmortizationExpense,,,,,100000.000,,,,,,,,,
FiniteLivedIntangibleAssetsWeightedAverageUsefulLife,,,,,1.700,,,,,,,,,
ForeignCurrencyTransactionGainLossBeforeTax,,-200000.000,200000.000,,,,,,,,,,,
GrossProfit,18424000.000,22373000.000,22101000.000,17238000.000,18398000.000,19204000.000,16952000.000,19717000.000,20181000.000,20750000.000,17526000.000,19737000.000,21176000.000,18472000.000
IncomeLossFromContinuingOperations,-5037000.000,-4505000.000,-870000.000,-42946000.000,-4106000.000,-6397000.000,-8959000.000,-12179000.000,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,-1097000.000,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-10054000.000,-5226000.000,-3670000.000,-5705000.000,-3646000.000,-5003000.000,-8568000.000,-7554000.000,-6696000.000,-5570000.000,-8559000.000,-4319000.000,-8619000.000,-6609000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,-4989000.000,-4461000.000,-988000.000,-43008000.000,-4303000.000,-6494000.000,-8924000.000,-12029000.000,,,,,,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,-0.110,-0.020,,-0.100,-0.150,-0.210,,,,,,,
IncomeLossFromContinuingOperationsPerBasicShare,-0.120,-0.110,-0.020,-1.050,-0.100,-0.150,-0.210,-0.220,,,,,,
