,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31
AdjustmentForAmortization,,,,,,,312000.000,,,,242000.000,,,
AmortizationOfFinancingCosts,,,,,,,140000.000,,,,607000.000,,,
CapitalLeaseObligationsIncurred,,,,,,,0.000,,,,126000.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,,,556000.000,,,,-127000.000,,,
CashPeriodIncreaseDecrease,,,-168029.000,,,,,,,,,,,
CostOfGoodsAndServicesSold,,,,,,,30164000.000,17344000.000,10450000.000,16707000.000,14081000.000,13137000.000,12810000.000,19658000.000
CostOfGoodsSold,,,,,,,,,,,,9143000.000,8396000.000,
CostOfServices,,,,,,,,,,,,3994000.000,4414000.000,
CurrentIncomeTaxExpenseBenefit,,,,,,,86000.000,106000.000,82000.000,-204000.000,67000.000,21000.000,20000.000,-43000.000
DebtIssuanceCosts,,,,,,,,,,,15800000.000,,,
DeferredIncomeTaxExpenseBenefit,,,,,,,279000.000,-528000.000,4122000.000,0.000,0.000,0.000,0.000,0.000
Depreciation,,,,,,,282000.000,,,,185000.000,,,
DepreciationAndAmortization,,,,,,,605000.000,523000.000,516000.000,518000.000,443000.000,443000.000,441000.000,790000.000
DepreciationDepletionAndAmortization,,,,,,,605000.000,523000.000,516000.000,518000.000,443000.000,443000.000,441000.000,790000.000
EarningsPerShareBasic,,,,,,,0.040,-0.160,-0.690,-0.070,0.020,-0.300,-0.100,0.280
EarningsPerShareBasicAndDiluted,-0.010,-0.020,-0.020,-0.020,-0.030,-0.150,,,,,,,,
EarningsPerShareDiluted,,,,,,,0.040,-0.160,-0.680,,0.020,-0.300,-0.100,0.280
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,,,0.505,,,,0.240,,,
GeneralAndAdministrativeExpense,20840.000,164746.000,161915.000,195347.000,272554.000,34384184.000,7510000.000,6670000.000,5521000.000,5338000.000,4760000.000,6960000.000,4464000.000,4770000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,723000.000,-1802000.000,-1785000.000,-853000.000,279000.000,-2584000.000,-836000.000,2340000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,,,,,,723000.000,-1802000.000,-1785000.000,-853000.000,279000.000,-2584000.000,-836000.000,2340000.000
IncomeTaxExpenseBenefit,,,,,,,365000.000,-422000.000,4204000.000,-204000.000,67000.000,21000.000,20000.000,-43000.000
IncomeTaxReconciliationNondeductibleExpense,,,,,,,135000.000,,,,,,,
IncreaseDecreaseInAccountsPayable,,,,,,,1233000.000,,,,726000.000,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-29864.000,,,,,,,,,,,
IncreaseDecreaseInAccountsReceivable,,,,,,,1844000.000,,,,2693000.000,,,
IncreaseDecreaseInAccruedLiabilities,,,,,,,236000.000,,,,18000.000,,,
IncreaseDecreaseInCustomerAdvances,,,,,,,-6131000.000,,,,-2000000.000,,,
IncreaseDecreaseInInventories,,,,,,,-1488000.000,,,,-763000.000,,,
IncreaseDecreaseInOtherCurrentAssets,,,,,,,-274000.000,,,,-193000.000,,,
IncreaseDecreaseInPrepaidExpense,,,-23750.000,,,,,,,,,,,
IncreaseDecreaseInRestrictedCash,,,,,,,-48000.000,,,,-76000.000,,,
InterestExpense,,,,,,,1149000.000,1143000.000,1553000.000,1716000.000,1699000.000,1399000.000,1396000.000,1428000.000
InterestPaid,,,,,,,100000.000,,,,,,,
InvestmentIncomeInterest,,,,,,,,,0.000,,,,,
InvestmentIncomeInterestAndDividend,,708.000,7675.000,11606.000,13933.000,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,,,,,4194000.000,,,,1262000.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,,,,4194000.000,,,,1262000.000,,,
NetCashProvidedByUsedInInvestingActivities,,,-7675.000,,,,-146000.000,,,,76000.000,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-7675.000,,,,-146000.000,,,,76000.000,,,
NetCashProvidedByUsedInOperatingActivities,,,-160354.000,,,,-3492000.000,,,,-1465000.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-160354.000,,,,-3492000.000,,,,-1465000.000,,,
NetIncomeLoss,-20840.000,-164038.000,-154240.000,-183741.000,-258621.000,-671398.000,358000.000,-1380000.000,-5989000.000,-649000.000,212000.000,-2605000.000,-856000.000,2383000.000
NonoperatingIncomeExpense,,,,,,,260000.000,199000.000,579000.000,,,,,
OperatingIncomeLoss,-20840.000,-164746.000,-161915.000,-195347.000,-272554.000,1171816.000,1612000.000,-858000.000,-811000.000,1081000.000,2038000.000,-1410000.000,261000.000,3648000.000
OtherNoninterestExpense,,,,,,,260000.000,199000.000,579000.000,-1858000.000,60000.000,-225000.000,-299000.000,
OtherNonoperatingExpense,,,,,,,,,,,60000.000,-225000.000,-299000.000,
PaidInKindInterest,,,,,,,100000.000,,,,258000.000,,,
PaymentsToAcquireIntangibleAssets,,,,,,,0.000,,,,,,,
PaymentsToAcquireProductiveAssets,,,,,,,194000.000,,,,,,,
PaymentsToAcquireRestrictedInvestments,,,7675.000,,,,,,,,,,,
ProceedsFromIssuanceOfLongTermDebt,,,,,,,35950000.000,,,,18209000.000,,,
ProceedsFromSaleOfOtherPropertyPlantAndEquipment,,,,,,,,,,,0.000,,,
ProfitLoss,,,,,,,2217000.000,-335000.000,-295000.000,2457000.000,2481000.000,2863000.000,2130000.000,
ProvisionForDoubtfulAccounts,,,,,,,,,,,-56000.000,,,
RepaymentsOfLongTermCapitalLeaseObligations,,,,,,,12000.000,,,,17000.000,,,
RepaymentsOfLongTermDebt,,,,,,,31744000.000,,,,16930000.000,,,
Revenues,,,,0.000,0.000,,39891000.000,23679000.000,15676000.000,24502000.000,21322000.000,19130000.000,17976000.000,28866000.000
SalesRevenueGoodsNet,,,,,,,,,,,,11872000.000,9759000.000,
SalesRevenueNet,,,,0.000,0.000,,39891000.000,23679000.000,15676000.000,24502000.000,21322000.000,19130000.000,17976000.000,28866000.000
SalesRevenueServicesNet,,,,,,,,,,,,7258000.000,8217000.000,
StockIssuedDuringPeriodValueNewIssues,,,,,,,0.000,,,,,,,
WeightedAverageNumberDilutedSharesOutstandingAdjustment,,,,,,,142325.000,142294.000,142149.000,,142168.000,142059.000,141724.000,-284218.000
WeightedAverageNumberOfDilutedSharesOutstanding,,,,,,,8804192.000,8827994.000,8827849.000,,8952085.000,8951976.000,8951641.000,-17904052.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,8520000.000,8520000.000,,,,,,,,,
WeightedAverageNumberOfSharesOutstandingBasic,,,,,,,8661867.000,8685700.000,8685700.000,-17329281.000,8809917.000,8809917.000,8809917.000,-17619834.000
