,2012-06-30,2012-12-31,2013-12-31,2014-12-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,0.000,0.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,9873000.000,,50395000.000,54631000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,,30033000.000,34877000.000
AdvertisingExpense,,,258000.000,
AllocatedShareBasedCompensationExpense,9873000.000,,50210000.000,53741000.000
AmortizationOfIntangibleAssets,,,,520000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,441000.000,,848000.000,1243000.000
AvailableforsaleSecuritiesGrossRealizedGainLossExcludingOtherThanTemporaryImpairments,,,0.000,
CapitalExpendituresIncurredButNotYetPaid,,,4039000.000,1016000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,110139000.000,,316523000.000,221079000.000
ComprehensiveIncomeNetOfTax,11998000.000,,67006000.000,86124000.000
ContractsRevenue,4385000.000,,,
CostOfGoodsSold,,,3501000.000,40410000.000
CostsAndExpenses,,,162245000.000,607348000.000
CurrentFederalTaxExpenseBenefit,-26000.000,,30879000.000,31938000.000
CurrentForeignTaxExpenseBenefit,-13000.000,,45000.000,91000.000
CurrentIncomeTaxExpenseBenefit,-39000.000,,,
CurrentStateAndLocalTaxExpenseBenefit,,,202000.000,4294000.000
DeferredIncomeTaxExpenseBenefit,5769000.000,,28376000.000,7151000.000
DefinedContributionPlanCostRecognized,,,976000.000,1900000.000
DepreciationAndAmortization,563000.000,,2219000.000,4411000.000
DepreciationDepletionAndAmortization,,,2219000.000,3900000.000
EarningsPerShareBasic,0.170,,0.920,1.140
EarningsPerShareDiluted,0.170,,0.870,1.100
EffectiveIncomeTaxRateContinuingOperations,0.003,,0.317,0.297
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,0.350,0.350
EmployeeServiceShareBasedCompensationAllocationOfRecognizedPeriodCostsCapitalizedAmount,,,185000.000,900000.000
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,30033000.000,34877000.000
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,,,30033000.000,34877000.000
GainLossOnDispositionOfAssets,,,-188000.000,0.000
GainLossOnDispositionOfProperty,25000.000,,,
GeneralAndAdministrativeExpense,15575000.000,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,12025000.000,,98136000.000,122447000.000
IncomeTaxExpenseBenefit,39000.000,,31126000.000,36323000.000
IncomeTaxReconciliationForeignIncomeTaxRateDifferential,-13000.000,,-16030000.000,-7667000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,-4761000.000,,34347000.000,42857000.000
IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost,-2009000.000,,5261000.000,4532000.000
IncomeTaxReconciliationOtherReconcilingItems,-38000.000,,744000.000,3238000.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,,,202000.000,3156000.000
IncomeTaxReconciliationTaxCreditsResearch,-1039000.000,,21774000.000,16944000.000
IncomeTaxesPaid,310000.000,,820000.000,10368000.000
IncreaseDecreaseInAccountsPayable,3917000.000,,-37000.000,3289000.000
IncreaseDecreaseInAccountsReceivable,-5959000.000,,11044000.000,53267000.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,,,59000.000,-1378000.000
IncreaseDecreaseInAccruedLiabilities,163000.000,,55753000.000,20114000.000
IncreaseDecreaseInDeferredRevenue,68378000.000,,-11095000.000,-5948000.000
IncreaseDecreaseInInventories,,,12419000.000,20953000.000
IncreaseDecreaseInOtherDeferredLiability,277000.000,,688000.000,349000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-3225000.000,,7184000.000,12155000.000
InterestAndOtherIncome,,,341000.000,440000.000
InvestmentIncomeInterest,178000.000,,,
