,2015-12-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,1450360.000
AmortizationOfFinancingCosts,51000.000
AmortizationOfIntangibleAssets,2053000.000
BusinessAcquisitionsProFormaNetIncomeLoss,-23716000.000
BusinessAcquisitionsProFormaRevenue,126897000.000
BusinessCombinationBargainPurchaseGainRecognizedAmount,1538000.000
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,6049652.000
CashAndCashEquivalentsPeriodIncreaseDecrease,2373823.000
ComprehensiveIncomeNetOfTax,-30288316.000
CostOfRevenue,53559082.000
CurrentFederalTaxExpenseBenefit,1639000.000
CurrentForeignTaxExpenseBenefit,0.000
CurrentIncomeTaxExpenseBenefit,1639000.000
DeferredFederalIncomeTaxExpenseBenefit,-8203000.000
DeferredForeignIncomeTaxExpenseBenefit,-459000.000
DeferredIncomeTaxExpenseBenefit,-8662000.000
DeferredIncomeTaxesAndTaxCredits,-8661579.000
DeferredTaxesBusinessCombinationValuationAllowanceAvailableToReduceIncomeTaxExpense,278000.000
DefinedContributionPlanEmployerDiscretionaryContributionAmount,593000.000
Depreciation,1518000.000
DepreciationAndAmortization,2743235.000
DepreciationDepletionAndAmortization,3571454.000
EarningsPerShareBasicAndDiluted,-1.860
EffectOfExchangeRateOnCashAndCashEquivalents,-63675.000
EffectiveIncomeTaxRateContinuingOperations,0.212
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.340
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,-0.018
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,-0.013
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseShareBasedCompensationCost,-0.028
EffectiveIncomeTaxRateReconciliationOtherAdjustments,-0.002
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,0.015
EffectiveIncomeTaxRateReconciliationTaxContingencies,-0.045
GoodwillAcquiredDuringPeriod,80023000.000
GoodwillImpairmentLoss,0.000
GoodwillTranslationAdjustments,-3211000.000
GrossProfit,15386877.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,-28236000.000
