,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2015-03-31,2015-06-30,2015-09-30
AccountsPayable,,33436.000,35492.000,,,,,,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrent,54831.000,,,,,,,,,,,,,,
AccountsPayableCurrent,,,,29960.000,44988.000,62606.000,52678.000,55029.000,62007.000,63189.000,66056.000,66054.000,59096.000,77111.000,39539.000
AccountsPayableRelatedParties,,135000.000,150632.000,,,,,,,,,,,,
AccountsPayableRelatedPartiesCurrent,105632.000,,,165000.000,180506.000,180506.000,180506.000,180506.000,180506.000,180506.000,180506.000,180506.000,180506.000,180506.000,506.000
AccruedLiabilitiesCurrent,,,,2401.000,5211.000,10834.000,10577.000,5331.000,17603.000,13876.000,19827.000,21576.000,7588.000,6073.000,0.000
AccruedLiabilitiesForCommissionsExpenseAndTaxes,,7719.000,8215.000,,,,,,,,,,,,
AccruedSalariesCurrent,492004.000,,,,,,,,,,,,,,
AccruedSalariesCurrentAndNoncurrent,,,,,360000.000,,,450000.000,480000.000,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,34031.000,,,,-33133.000,,,,33507.000,,,,,,
AdditionalPaidInCapital,9168858.000,9295356.000,9371563.000,9710015.000,9710504.000,9710504.000,9710504.000,9710504.000,9710504.000,9710504.000,9710504.000,9710504.000,9710504.000,9710504.000,10565997.000
Assets,161680.000,73750.000,48001.000,52094.000,38312.000,30386.000,26581.000,13232.000,10162.000,17040.000,4787.000,1306.000,5810.000,17343.000,4553.000
AssetsCurrent,129771.000,68819.000,44139.000,49914.000,37286.000,29453.000,25742.000,12486.000,9510.000,16482.000,4322.000,935.000,5558.000,17121.000,4362.000
Cash,106209.000,48534.000,359.000,2531.000,1316.000,164.000,4692.000,130.000,1388.000,12655.000,582.000,935.000,5558.000,15831.000,3072.000
CashAndCashEquivalentsAtCarryingValue,,48534.000,359.000,2531.000,1316.000,164.000,,,1388.000,,,,,,
ClassOfWarrantOrRightOutstanding,,,16407060.000,,,,,,,,,,,,
CommonStockCapitalSharesReservedForFutureIssuance,,,,,,,,,,1500000.000,1500000.000,1500000.000,1500000.000,1500000.000,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,37548453.000,39717911.000,41009560.000,42027060.000,42027060.000,42027060.000,42027060.000,42027060.000,42027060.000,42027060.000,42027060.000,42027060.000,42027060.000,42027060.000,42867060.000
CommonStockSharesOutstanding,37548453.000,39717911.000,41009560.000,42027060.000,42027060.000,42027060.000,42027060.000,42027060.000,42027060.000,42027060.000,42027060.000,42027060.000,42027060.000,42027060.000,42867060.000
CommonStockSharesSubscribedButUnissued,985293.000,17500.000,17500.000,,0.000,,,,,,,,,,
CommonStockSharesSubscriptions,59118.000,1050.000,1050.000,,,,,,,,,,,,
CommonStockValue,37548.000,39718.000,41010.000,42027.000,42027.000,42027.000,42027.000,42027.000,42027.000,42027.000,42027.000,42027.000,42027.000,42027.000,42867.000
