,2011-01-31,2011-04-30,2011-07-31,2011-10-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30
AccumulatedDepreciationDepletionAndAmortizationSaleOfPropertyPlantAndEquipment,,,,,,,,,542000000.000,,,,560000000.000,,,,900000000.000,,,,,,,,,
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,-104000000.000,,,,,,,,,,,,,,,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,,,,,,,,,,,,,,,,,,2000000.000,,,,,
AllocatedShareBasedCompensationExpense,,,,,,,,,,,,,170000000.000,130000000.000,132000000.000,128000000.000,187000000.000,129000000.000,160000000.000,233000000.000,61000000.000,40000000.000,39000000.000,42000000.000,75000000.000,48000000.000
AllocatedShareBasedCompensationExpenseNetOfTax,,,,,,,,,,75000000.000,71000000.000,,117000000.000,87000000.000,90000000.000,87000000.000,127000000.000,87000000.000,108000000.000,179000000.000,39000000.000,27000000.000,26000000.000,27000000.000,51000000.000,33000000.000
AmortizationOfAcquiredIntangibleAssets,,,,,,,,,350000000.000,350000000.000,356000000.000,,,,,,,,,,,,,,,
AmortizationOfIntangibleAssets,,,,,,,,,,,,,283000000.000,264000000.000,227000000.000,226000000.000,222000000.000,221000000.000,242000000.000,246000000.000,8000000.000,6000000.000,2000000.000,0.000,0.000,1000000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,,,,,,,,,17000000.000,9000000.000,10000000.000,-13000000.000,25000000.000,27000000.000,13000000.000,-52000000.000,9000000.000,3000000.000
BusinessCombinationAcquisitionRelatedCosts,,,,,,,,,,,,,,,,,4000000.000,19000000.000,47000000.000,20000000.000,,,0.000,,16000000.000,20000000.000
CapitalLeaseObligationsIncurred,5000000.000,,,,12000000.000,,,,2000000.000,,,,,,,,,,,,,,,,,
CapitalLeasesIncomeStatementLeaseRevenue,,,,,116000000.000,117000000.000,113000000.000,116000000.000,118000000.000,114000000.000,110000000.000,105000000.000,103000000.000,103000000.000,100000000.000,95000000.000,95000000.000,89000000.000,89000000.000,88000000.000,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-995000000.000,,,,,,,,,,,,,,,,,,,,-13745000000.000,,,,43000000.000,
CashFlowHedgeGainLossReclassifiedToEarningsNet,14000000.000,-336000000.000,-339000000.000,,,,,,,,,,,,,,,,,,,,,,,
CashFlowHedgeGainLossToBeReclassifiedWithinTwelveMonths,168000000.000,,,,,,,,,,,,,,,,,,,,,,,,-32000000.000,
CommonStockDividendsPerShareDeclared,0.160,,0.240,,0.240,,0.260,,0.260,,0.290,,0.290,,0.320,,0.320,,0.350,,0.250,,0.250,,0.270,0.000
ComprehensiveIncomeNetOfTax,2744000000.000,2410000000.000,2244000000.000,,,,,,1119000000.000,1227000000.000,1479000000.000,3069000000.000,1536000000.000,1111000000.000,1204000000.000,-941000000.000,1572000000.000,684000000.000,1008000000.000,869000000.000,691000000.000,485000000.000,1102000000.000,1000000.000,380000000.000,514000000.000
