,2012-02-25,2012-05-26,2012-08-31,2012-12-01,2013-03-02,2013-06-01,2013-08-31,2013-11-30,2014-04-10,2014-07-09,2014-08-31,2014-11-29,2015-02-28,2015-05-30,2015-08-31,2016-02-27,2016-05-28,2016-08-31,2016-11-26,2017-02-28,2017-05-31
AccountsPayableCurrent,7040000.000,6263000.000,7758000.000,6518000.000,6399000.000,6868000.000,9294000.000,7815000.000,,,12001000.000,7038000.000,7573000.000,6692000.000,8306000.000,7953000.000,8210000.000,10376000.000,7440000.000,7691000.000,8525000.000
AccountsReceivableGross,,,,,,,,,,,,,,,1800000.000,,,1800000.000,,,
AccountsReceivableNetCurrent,27367000.000,31593000.000,38087000.000,35465000.000,31712000.000,37117000.000,52684000.000,46705000.000,,,61490000.000,53611000.000,47987000.000,50017000.000,65182000.000,48547000.000,46473000.000,65960000.000,54717000.000,46504000.000,48538000.000
AccountsReceivableRelatedParties,,,,7600000.000,4600000.000,7100000.000,,6500000.000,,,,,,,,,,,,,
AccruedIncomeTaxesCurrent,380000.000,251000.000,869000.000,597000.000,704000.000,667000.000,1365000.000,,,,,,,,221000.000,,,4000.000,,,
AccruedLiabilitiesCurrent,19133000.000,18899000.000,24530000.000,17705000.000,17977000.000,22801000.000,31140000.000,19491000.000,,,29586000.000,20020000.000,19525000.000,20222000.000,29634000.000,22294000.000,24089000.000,17418000.000,13516000.000,14293000.000,16165000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,48094000.000,,,,46450000.000,,,,48063000.000,,,,48336000.000,,,47553000.000,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,3285000.000,3260000.000,3410000.000,3152000.000,2471000.000,2113000.000,1686000.000,1608000.000,,,1451000.000,799000.000,711000.000,508000.000,192000.000,318000.000,639000.000,1222000.000,587000.000,603000.000,751000.000
AdditionalPaidInCapital,181056000.000,182023000.000,182534000.000,176642000.000,207924000.000,207747000.000,210227000.000,204639000.000,,,207148000.000,207445000.000,207050000.000,207533000.000,208635000.000,210034000.000,211081000.000,211203000.000,212368000.000,212225000.000,212894000.000
AllowanceForDoubtfulAccountsReceivableCurrent,733000.000,697000.000,851000.000,667000.000,644000.000,677000.000,982000.000,811000.000,,,918000.000,912000.000,1010000.000,964000.000,1333000.000,1534000.000,1415000.000,1579000.000,2231000.000,2117000.000,2376000.000
Assets,150232000.000,151662000.000,164080000.000,157395000.000,158302000.000,169436000.000,189405000.000,174444000.000,,,205186000.000,192410000.000,191455000.000,185840000.000,200645000.000,170951000.000,173727000.000,190871000.000,181289000.000,173884000.000,178353000.000
AssetsCurrent,52223000.000,55121000.000,64195000.000,58050000.000,59873000.000,61079000.000,81108000.000,64535000.000,,,93016000.000,82335000.000,84138000.000,81389000.000,95425000.000,69546000.000,73159000.000,89741000.000,80473000.000,72248000.000,71477000.000
BusinessCombinationContingentConsiderationLiability,,,,,,,,,,,2530000.000,,,,2565000.000,,,1936000.000,,,
CapitalLeaseObligations,,,29507000.000,,,,28515000.000,,,,27376000.000,,,,26078000.000,,,24605000.000,,,
CapitalLeaseObligationsCurrent,,,992000.000,,,,1139000.000,,,,1298000.000,,,,1473000.000,,,1662000.000,,,
CapitalLeaseObligationsNoncurrent,,,28515000.000,,,,27376000.000,,,,26078000.000,,,,24605000.000,,,22943000.000,,,
CapitalLeasesContingentRentalPaymentsDue,,,269000.000,,,,275000.000,,,,280000.000,,,,286000.000,,,291000.000,,,
CapitalLeasesFutureMinimumPaymentsDue,,,46780000.000,,,,43538000.000,,,,40231000.000,,,,36859000.000,,,33418000.000,,,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,3242000.000,,,,3307000.000,,,,3373000.000,,,,3440000.000,,,3509000.000,,,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,3509000.000,,,,3579000.000,,,,3651000.000,,,,3724000.000,,,3798000.000,,,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,3440000.000,,,,3509000.000,,,,3579000.000,,,,3651000.000,,,3724000.000,,,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,3373000.000,,,,3440000.000,,,,3509000.000,,,,3579000.000,,,3651000.000,,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,3307000.000,,,,3373000.000,,,,3440000.000,,,,3509000.000,,,3579000.000,,,
