,2011-03-31,2011-06-30,2011-09-30
AccountsAndOtherReceivablesNetCurrent,,502885000.000,505007000.000
AccountsPayableCurrent,38467000.000,32722000.000,37726000.000
AccruedIncomeTaxesCurrent,13153000.000,12599000.000,6064000.000
AccruedIncomeTaxesNoncurrent,33643000.000,35245000.000,34924000.000
AccruedLiabilitiesCurrent,,191161000.000,204936000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,411377000.000,421741000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,-7869000.000,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,2752000.000,-2901000.000
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,11705000.000,11705000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,23543000.000,-2987000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-1661000.000,6721000.000,-17593000.000
AdditionalPaidInCapitalCommonStock,592502000.000,606219000.000,619756000.000
AllowanceForDoubtfulAccountsReceivable,,6422000.000,5241000.000
Assets,1863011000.000,1910180000.000,1950942000.000
AssetsCurrent,963116000.000,996429000.000,1103110000.000
AssetsFairValueDisclosure,,224974000.000,343127000.000
AvailableForSaleSecuritiesDebtSecuritiesCurrent,,,63580000.000
AvailableForSaleSecuritiesDebtSecuritiesNoncurrent,,69259000.000,
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,12193000.000,
AvailableforsaleSecuritiesGrossUnrealizedGain,,44000.000,
BilledContractReceivables,,326959000.000,320167000.000
BuildingsAndImprovementsGross,,279279000.000,294944000.000
CashAndCashEquivalentsAtCarryingValue,349778000.000,370864000.000,416746000.000
CashAndCashEquivalentsFairValueDisclosure,,97659000.000,219669000.000
CommonStockValue,5655000.000,5677000.000,5680000.000
ConstructionInProgressGross,,34338000.000,10163000.000
DeferredRentCreditNoncurrent,16086000.000,15763000.000,15285000.000
DeferredRevenueCurrent,,335454000.000,337086000.000
DeferredTaxAssetsNetCurrent,32969000.000,31983000.000,41334000.000
DeferredTaxAssetsNetNoncurrent,973000.000,,
DeferredTaxLiabilitiesNoncurrent,16440000.000,18570000.000,28782000.000
DefinedBenefitPlanEstimatedFutureEmployerContributionsInCurrentFiscalYear,,3000000.000,3000000.000
EscrowDeposit,,2288000.000,2288000.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,,7853000.000,8799000.000
FiniteLivedIntangibleAssetsGross,,26763000.000,26786000.000
FiniteLivedIntangibleAssetsNet,,18910000.000,17987000.000
ForeignCurrencyDerivativeAssetsAtFairValue,,5900000.000,1300000.000
ForeignCurrencyDerivativeLiabilitiesAtFairValue,,1500000.000,5400000.000
FurnitureAndFixturesGross,,246884000.000,257312000.000
Goodwill,295495000.000,298048000.000,292914000.000
IncomeTaxesReceivable,6570000.000,19824000.000,17469000.000
IndefiniteLivedIntangibleAssets,,10200000.000,10200000.000
IntangibleAssetsNetExcludingGoodwill,29939000.000,29130000.000,28207000.000
Land,,8307000.000,8201000.000
LettersOfCreditOutstandingAmount,,1800000.000,1800000.000
Liabilities,722048000.000,719485000.000,750247000.000
LiabilitiesAndStockholdersEquity,1863011000.000,1910180000.000,1950942000.000
LiabilitiesCurrent,634387000.000,632815000.000,651280000.000
LiabilitiesFairValueDisclosure,,1546000.000,5376000.000
MalpracticeInsuranceDeductible,,5000000.000,5000000.000
MinorityInterest,7914000.000,7759000.000,7316000.000
NotesReceivableGross,,15500000.000,
NumberOfForeignCurrencyDerivativesHeld,,,2.000
OtherAssetsCurrent,27129000.000,24205000.000,17979000.000
OtherAssetsNoncurrent,31260000.000,40757000.000,44765000.000
OtherLiabilitiesNoncurrent,,5162000.000,8118000.000
OtherLongTermInvestments,59228000.000,70413000.000,77577000.000
OtherNoncurrentLiabilities,9906000.000,,
PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesNoncurrent,11586000.000,11930000.000,11858000.000
PrepaidExpenseCurrent,28424000.000,30409000.000,25699000.000
PropertyPlantAndEquipmentGross,,817521000.000,826110000.000
PropertyPlantAndEquipmentNet,405447000.000,406144000.000,404369000.000
RedeemableNoncontrollingInterestEquityCommonCarryingAmount,,675000.000,2125000.000
RetainedEarningsAccumulatedDeficit,535808000.000,563644000.000,583411000.000
StockholdersEquity,1132304000.000,1182261000.000,1191254000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,1140218000.000,1190020000.000,1198570000.000
TemporaryEquityRedemptionValue,745000.000,,
UnbilledContractsReceivable,,182348000.000,190081000.000
UnrecognizedTaxBenefits,,28200000.000,29400000.000
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAccrued,,900000.000,900000.000
UnrecognizedTaxBenefitsInterestOnIncomeTaxesAccrued,,5000000.000,4100000.000
UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate,,16100000.000,16900000.000
