,2011-12-31,2012-12-31
AdvertisingExpense,242000.000,235000.000
AllowanceForLoanAndLeaseLossesPeriodIncreaseDecrease,,220000.000
AmortizationOfDebtDiscountPremium,853000.000,1323000.000
BankOwnedLifeInsuranceIncome,-435000.000,-374000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-20095000.000,1345000.000
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,0.000,
ComprehensiveIncomeNetOfTax,-18788000.000,1141000.000
CurrentFederalTaxExpenseBenefit,,0.000
CurrentIncomeTaxExpenseBenefit,,0.000
CurrentStateAndLocalTaxExpenseBenefit,,0.000
DeferredFederalIncomeTaxExpenseBenefit,,0.000
DeferredIncomeTaxExpenseBenefit,9493000.000,0.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,0.000
Depreciation,1011000.000,938000.000
DepreciationDepletionAndAmortization,,938000.000
DividendsPreferredStock,818000.000,818000.000
DividendsPreferredStockCash,0.000,
EarningsPerShareBasic,-4.180,0.050
EarningsPerShareDiluted,-4.180,0.050
EquipmentExpense,934000.000,898000.000
FederalDepositInsuranceCorporationPremiumExpense,2191000.000,2477000.000
FeesAndCommissionsDepositorAccounts,1484000.000,1419000.000
FeesAndCommissionsMortgageBanking,1980000.000,2538000.000
FeesAndCommissionsOther,614000.000,574000.000
FinancingReceivableAllowanceForCreditLossesRecovery,,591000.000
FinancingReceivableAllowanceForCreditLossesWriteOffs,,-5827000.000
ForeclosedRealEstateExpense,4497000.000,4002000.000
GainLossOnSaleOfProperties,353000.000,-66000.000
GainLossOnSaleOfSecuritiesNet,2458000.000,2965000.000
GainLossOnSalesOfLoansNet,-1854000.000,-2383000.000
GainOnSaleOfInvestments,-2458000.000,-2965000.000
GainsLossesOnExtinguishmentOfDebt,0.000,
GainsLossesOnSalesOfAssets,,3000000.000
GeneralInsuranceExpense,198000.000,387000.000
ImpairedFinancingReceivableAverageRecordedInvestment,,51850000.000
ImpairedFinancingReceivableInterestIncomeAccrualMethod,,2266000.000
ImpairedFinancingReceivableWithNoRelatedAllowanceAverageRecordedInvestment,,33662000.000
ImpairedFinancingReceivableWithNoRelatedAllowanceInterestIncomeAccrualMethod,,1437000.000
ImpairedFinancingReceivableWithRelatedAllowanceAverageRecordedInvestment,,18188000.000
ImpairedFinancingReceivableWithRelatedAllowanceInterestIncomeAccrualMethod,,829000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-11091000.000,1270000.000
IncomeTaxExpenseBenefit,9388000.000,0.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,-337000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,432000.000
IncomeTaxReconciliationNondeductibleExpenseLifeInsurance,,-127000.000
IncomeTaxReconciliationNondeductibleExpenseOther,,-4000.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,,36000.000
IncreaseDecreaseInAccruedInterestReceivableNet,-365000.000,378000.000
IncreaseDecreaseInDeposits,-1693000.000,11196000.000
IncreaseDecreaseInFederalFundsSold,-99000.000,-169000.000
IncreaseDecreaseInInsuranceAssets,435000.000,374000.000
IncreaseDecreaseInInterestPayableNet,-813000.000,-230000.000
IncreaseDecreaseInOtherCurrentAssets,862000.000,-324000.000
IncreaseDecreaseInOtherCurrentLiabilities,-246000.000,2495000.000
IncreaseDecreaseInOtherLoans,-33418000.000,-19347000.000
InformationTechnologyAndDataProcessing,2112000.000,1910000.000
InterestAndDividendIncomeOperating,28028000.000,25710000.000
InterestAndFeeIncomeLoansAndLeases,23368000.000,20332000.000
InterestExpense,7511000.000,5705000.000
InterestExpenseDeposits,7487000.000,5704000.000
InterestExpenseFederalFundsPurchasedAndSecuritiesSoldUnderAgreementsToRepurchase,6000.000,1000.000
InterestExpenseFederalHomeLoanBankAndFederalReserveBankAdvancesLongTerm,18000.000,0.000
InterestExpenseTimeDeposits100000OrMore,,2100000.000
InterestIncomeDepositsWithFinancialInstitutions,76000.000,41000.000
InterestIncomeExpenseAfterProvisionForLoanLoss,4702000.000,14729000.000
InterestIncomeExpenseNet,20517000.000,20005000.000
InterestIncomeSecuritiesTaxable,4500000.000,5260000.000
InterestPaid,8324000.000,5935000.000
LaborAndRelatedExpense,9124000.000,9958000.000
LeaseAndRentalExpense,,676000.000
LoanProcessingFee,334000.000,
LoansAndLeasesReceivableRelatedPartiesPeriodIncreaseDecrease,,-981000.000
NetCashProvidedByUsedInFinancingActivities,-5411000.000,7075000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-5411000.000,7075000.000
NetCashProvidedByUsedInInvestingActivities,-23153000.000,-17897000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-23153000.000,-17897000.000
NetCashProvidedByUsedInOperatingActivities,8469000.000,12167000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,8469000.000,12167000.000
NetIncomeLoss,-20479000.000,1270000.000
NetIncomeLossAvailableToCommonStockholdersBasic,-21500000.000,249000.000
NoninterestExpense,24455000.000,23541000.000
NoninterestIncome,8662000.000,10082000.000
OccupancyCosts,1280000.000,1370000.000
OtherComprehensiveIncomeAvailableForSaleSecuritiesAdjustmentNetOfTaxPeriodIncreaseDecrease,3201000.000,
OtherComprehensiveIncomeLossBeforeTax,,-339000.000
