,2012-05-31,2013-05-31,2014-05-31,2015-05-31,2016-05-31
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,,,,90000.000,
CashPeriodIncreaseDecrease,,-60971.000,2420.000,9259.000,124175.000
CostOfGoodsSold,,,,28574.000,
CostsOfMetalsSold,,,207723.000,,
DebtInstrumentDecreaseForgiveness,,,,,15994.000
DebtInstrumentIncreaseAccruedInterest,,,,13835.000,
Depreciation,,94446.000,109414.000,53198.000,101728.000
EarningsPerShareBasicAndDiluted,,-0.030,,0.000,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.340,0.150,0.000,0.000
GainLossOnSaleOfOtherAssets,,,5000.000,-206500.000,
GainLossOnSaleOfProject,,,,,744391.000
GrossProfit,,,20986.000,,
ImpairmentOfInvestments,,300000.000,,,
IncomeLossAttributableToNoncontrollingInterest,,,,,5648.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,,-196637.000,-569460.000,232677.000
IncomeTaxExpenseBenefit,,,49760.000,4890.000,
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,,,15.000,15.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,10258.000,35437.000,53621.000,-50672.000
IncreaseDecreaseInAccruedTaxesPayable,,,70103.000,2924.000,-12250.000
IncreaseDecreaseInInventories,,,-31228.000,31228.000,
IncreaseDecreaseInNotesPayableCurrent,,10000.000,,,
IncreaseDecreaseInOtherReceivables,,,-22911.000,163.000,14375.000
InterestExpense,,-26212.000,-52257.000,-51858.000,-7144.000
InterestExpenseRelatedParty,,,,,15994.000
InterestPaid,,12600.000,61460.000,30707.000,5842.000
InvestmentIncomeInterest,,6.000,,2903.000,27.000
LeaseAndRentalExpense,,,9800.000,9800.000,
NetCashProvidedByUsedInFinancingActivities,,913260.000,292765.000,83440.000,-186755.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,913260.000,292765.000,83440.000,-186755.000
NetCashProvidedByUsedInInvestingActivities,,-86870.000,-25994.000,,-52422.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-86870.000,-25994.000,,-52422.000
NetCashProvidedByUsedInOperatingActivities,,-887361.000,-264351.000,-74181.000,363352.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-887361.000,-264351.000,-74181.000,363352.000
NetIncomeLoss,,-5412524.000,-246397.000,-574350.000,232677.000
NetIncomeLossAttributableToNoncontrollingInterest,,,17807.000,10370.000,
NoncashOrPartNoncashAcquisitionInvestmentsAcquired1,,21500.000,,,
OperatingExpenses,,5897868.000,632621.000,508898.000,504597.000
OperatingIncomeLoss,,-5897868.000,-611635.000,-482585.000,504597.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,,,,238325.000
OtherIncome,,485344.000,414998.000,-86875.000,737274.000
OtherNoncashIncome,,,,108600.000,
OtherNonoperatingIncome,,,,59980.000,
PaymentsForRent,,9800.000,,,
PaymentsOfDebtIssuanceCosts,,,,,-11616.000
PaymentsOfFinancingCosts,,,,-11985.000,
PaymentsToAcquireMachineryAndEquipment,,,,,-2422.000
PaymentsToAcquireMineralRights,,,,,-50000.000
PaymentsToAcquireMiningAssets,,-13800.000,,,
PaymentsToAcquirePropertyPlantAndEquipment,,-73070.000,-25994.000,,
ProceedsFromContributionsFromAffiliates,,,,,15000.000
ProceedsFromIssuanceOfCommonStock,,913750.000,150000.000,,105000.000
ProceedsFromNotesPayable,,10000.000,95000.000,,
ProceedsFromOtherDebt,,,,113825.000,
ProceedsFromPaymentsForOtherFinancingActivities,,-10490.000,-10235.000,,
ProceedsFromRelatedPartyDebt,,,76000.000,,
ProfitLoss,,-5412524.000,-246397.000,-574350.000,232677.000
RepaymentsOfDebt,,,,,-76814.000
RepaymentsOfOtherDebt,,,,-18500.000,
RepaymentsOfRelatedPartyDebt,,,-18000.000,,-193325.000
RevenueMineralSales,,,228709.000,54887.000,
Revenues,,485344.000,,-60562.000,
SalesRevenueNet,,0.000,,26313.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,,0.015,,0.008,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsWeightedAverageVolatilityRate,,1.785,,0.020,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,,,,1500000.000,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,,,,0.070,
StockIssuedDuringPeriodValueIssuedForCash,,913750.000,,,
StockIssuedDuringPeriodValueIssuedForServices,,2731250.000,,157300.000,61500.000
StockIssuedDuringPeriodValueOther,,,,53995.000,
ValuationAllowancesAndReservesAdjustments,,,,92638.000,31800.000
ValuationAllowancesAndReservesPeriodIncreaseDecrease,,240806.000,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,198335498.000,205106071.000,213226603.000,212016475.000
