,2012-01-28,2013-01-26,2014-01-25,2015-01-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,341000.000,718000.000,623000.000,536000.000
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,0.000,,,
AdvertisingExpense,,10100000.000,11100000.000,11100000.000
AllocatedShareBasedCompensationExpense,,,623000.000,536000.000
AmortizationOfDebtDiscountPremium,2331000.000,3136000.000,379000.000,
AmortizationOfFinancingCosts,246000.000,466000.000,720000.000,722000.000
AmortizationOfIntangibleAssets,,1000000.000,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,12096000.000,12766490.000,11548000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,276000.000,1414000.000,-2256000.000,1080000.000
ComprehensiveIncomeNetOfTax,,-12095000.000,3000.000,-21164000.000
CostOfGoodsSold,159268000.000,165852000.000,157275000.000,162141000.000
DebtorReorganizationItemsLegalAndAdvisoryProfessionalFees,0.000,,,
DefinedBenefitPlanActuarialGainLoss,,82000.000,329000.000,219000.000
DefinedBenefitPlanAmortizationOfNetGainsLosses,,223000.000,,
DefinedBenefitPlanAmortizationOfPriorServiceCostCredit,,710000.000,-722000.000,-680000.000
DefinedBenefitPlanAmountsRecognizedInOtherComprehensiveIncomeLossNetGainLossBeforeTax,,1015000.000,1343000.000,1034000.000
DefinedBenefitPlanContributionsByEmployer,,5000000.000,5400000.000,3500000.000
DefinedBenefitPlanEffectOfOnePercentagePointDecreaseOnAccumulatedPostretirementBenefitObligation1,,-86000.000,-115000.000,-130000.000
DefinedBenefitPlanEffectOfOnePercentagePointDecreaseOnServiceAndInterestCostComponents1,,-8000.000,-9000.000,-11000.000
DefinedBenefitPlanEffectOfOnePercentagePointIncreaseOnAccumulatedPostretirementBenefitObligation,,96000.000,129000.000,141000.000
DefinedBenefitPlanEffectOfOnePercentagePointIncreaseOnServiceAndInterestCostComponents,,9000.000,10000.000,12000.000
DefinedBenefitPlanFutureAmortizationOfGainLoss,,,190000.000,135000.000
DefinedBenefitPlanHealthCareCostTrendRateAssumedForNextFiscalYear,,0.085,0.080,0.075
DefinedBenefitPlanPlanAmendments,,,102000.000,
DefinedBenefitPlanTargetPlanAssetAllocations,,1.000,1.000,1.000
DefinedBenefitPlanUltimateHealthCareCostTrendRate,,0.050,0.050,0.050
DefinedBenefitPlansEstimatedFutureEmployerContributionsInCurrentFiscalYear,,,4900000.000,4800000.000
Depreciation,6068000.000,3700000.000,3600000.000,4100000.000
DepreciationAndAmortization,4140000.000,3717000.000,3623000.000,4095000.000
DepreciationDepletionAndAmortization,,5352000.000,4693000.000,4951000.000
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,0.000,,
EarningsPerShareBasic,-0.570,,,
EarningsPerShareBasicAndDiluted,,-0.420,-0.090,-0.150
EarningsPerShareDiluted,-0.570,,,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.350,0.350,0.350
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,-0.376,-0.367,-0.369
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseOther,,-0.005,-0.014,-0.012
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,0.031,0.031,0.031
GainLossOnSaleOfPropertyPlantEquipment,-333000.000,-144000.000,-159000.000,-137000.000
GoodwillImpairmentLoss,,,,0.000
GrossProfit,112725000.000,112137000.000,118755000.000,121003000.000
ImpairmentOfLongLivedAssetsHeldForUse,,,0.000,0.000
IncomeLossFromContinuingOperations,-11298000.000,-8510000.000,-1942000.000,-3153000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-11298000.000,-8510000.000,,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,-0.420,,
IncomeLossFromContinuingOperationsPerBasicShare,-0.570,,,
IncomeLossFromContinuingOperationsPerDilutedShare,-0.570,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,0.000,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,0.000,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,0.000,,,
IncomeTaxExpenseBenefit,0.000,,0.000,0.000
IncomeTaxesPaidNet,42000.000,,,
IncreaseDecreaseInAccountsPayable,1508000.000,-648000.000,1764000.000,2379000.000
IncreaseDecreaseInAccruedLiabilities,1230000.000,-2353000.000,-339000.000,784000.000
IncreaseDecreaseInInventories,3584000.000,5039000.000,6569000.000,1617000.000
