,2011-07-31,2011-10-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31
AllocatedShareBasedCompensationExpense,,,,,785000.000,1041000.000,1279000.000,1309000.000,1342000.000,1353000.000,1141000.000
AmortizationOfIntangibleAssets,,,,,1757000.000,1761000.000,1618000.000,1606000.000,1658000.000,1651000.000,1651000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,0.000,,90000.000,0.000,0.000
CashAndCashEquivalentsPeriodIncreaseDecrease,15693000.000,,,,4702000.000,,,,7673000.000,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,0.000,,,,,,,,,,
ComprehensiveIncomeNetOfTax,,,,,,,,,4550000.000,1187000.000,8351000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,,6004000.000,8924000.000,5940000.000,,,,
CostOfGoodsAndServicesSold,22975000.000,23479000.000,24889000.000,29461000.000,26722000.000,27948000.000,31452000.000,31182000.000,25076000.000,27291000.000,27962000.000
Depreciation,,,,,929000.000,1007000.000,1013000.000,1125000.000,1136000.000,1163000.000,1143000.000
EarningsPerShareBasic,1.080,1.080,0.830,0.760,0.460,0.670,0.440,-0.350,0.340,0.090,0.600
EarningsPerShareDiluted,1.050,1.040,0.790,0.710,0.440,0.660,0.430,-0.340,0.330,0.080,0.590
EffectiveIncomeTaxRateContinuingOperations,,,,,,,,,0.340,,
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,,,,,,,,,0.000,,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,207000.000,,,,625000.000,,,,103000.000,,
FairValueInputsDiscountRate,,,,,0.052,,,,0.052,,
GainLossOnDispositionOfAssets,,,,,0.000,0.000,,,,,
GrossProfit,33236000.000,33396000.000,30736000.000,31831000.000,25321000.000,29589000.000,32879000.000,27291000.000,25425000.000,31310000.000,31940000.000
IncomeLossFromContinuingOperations,13773000.000,13783000.000,10806000.000,9989000.000,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,20868000.000,20150000.000,15744000.000,14047000.000,8986000.000,13111000.000,9049000.000,-8273000.000,6890000.000,1775000.000,12311000.000
IncomeLossFromContinuingOperationsPerBasicShare,1.080,1.080,0.830,0.760,,,,,,,
IncomeLossFromContinuingOperationsPerDilutedShare,1.050,1.040,0.790,0.710,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,0.000,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,0.000,0.000,0.000,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,0.000,0.000,0.000,,,,,,,,
IncomeTaxExpenseBenefit,7095000.000,6367000.000,4938000.000,4058000.000,2982000.000,4187000.000,3109000.000,-3656000.000,2340000.000,588000.000,3960000.000
IncomeTaxesPaid,2153000.000,,,,,,,,2000000.000,,
InterestAndOtherIncome,24000.000,282000.000,390000.000,191000.000,46000.000,77000.000,60000.000,108000.000,38000.000,52000.000,509000.000
InterestExpense,15000.000,31000.000,201000.000,163000.000,156000.000,147000.000,138000.000,100000.000,107000.000,69000.000,69000.000
InterestPaid,15000.000,,,,46000.000,,,,107000.000,,
LossContingencyAccrualCarryingValuePayments,,,,,,,,,718000.000,,
NetCashProvidedByUsedInFinancingActivities,725000.000,,,,1969000.000,,,,316000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,725000.000,,,,1969000.000,,,,316000.000,,
NetCashProvidedByUsedInInvestingActivities,-4213000.000,,,,-1310000.000,,,,-6667000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-4213000.000,,,,-1310000.000,,,,-6667000.000,,
NetCashProvidedByUsedInOperatingActivities,19181000.000,,,,4043000.000,,,,14024000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,19181000.000,,,,4043000.000,,,,14024000.000,,
NetIncomeLoss,13773000.000,13783000.000,10806000.000,9989000.000,6004000.000,8924000.000,5940000.000,-4617000.000,4550000.000,1187000.000,8351000.000
NoncashOrPartNoncashAcquisitionIntangibleAssetsAcquired1,2355000.000,,,,,,,,,,
NonoperatingIncomeExpense,-12368000.000,-13246000.000,-14992000.000,-17784000.000,-16335000.000,16478000.000,-23830000.000,-68520000.000,-18535000.000,-29535000.000,-19629000.000
OtherDepreciationAndAmortization,,,,,1757000.000,1761000.000,1618000.000,1606000.000,1658000.000,1651000.000,
PaymentsForProceedsFromOtherInvestingActivities,,,,,,,,,618000.000,,
PaymentsToAcquireIntangibleAssets,2973000.000,,,,100000.000,,,,2375000.000,,
PaymentsToAcquireOtherProductiveAssets,498000.000,,,,,,,,,,
PaymentsToAcquirePropertyPlantAndEquipment,2427000.000,,,,1210000.000,,,,3674000.000,,
ProceedsFromIssuanceOfCommonStock,555000.000,,,,2017000.000,,,,302000.000,,
ProceedsFromIssuanceOfLongTermDebt,0.000,,,,,,,,,,
ProceedsFromRepaymentsOfDebt,,,,,-673000.000,,,,,,
ProceedsFromRoyaltiesReceived,,,,,54000.000,,,,0.000,,
ProceedsFromSaleOfIntangibleAssets,1685000.000,,,,,,,,,,
RepaymentsOfLongTermCapitalLeaseObligations,37000.000,,,,,,,,,,
RepaymentsOfLongTermDebtAndCapitalSecurities,,,,,,,,,89000.000,,
ResearchAndDevelopmentArrangementContractToPerformForOthersCompensationEarned,27000.000,1000.000,198000.000,202000.000,,2000.000,,,499000.000,55000.000,
ResearchAndDevelopmentExpense,3399000.000,2468000.000,3017000.000,3372000.000,4472000.000,3343000.000,5964000.000,3552000.000,3959000.000,5091000.000,4449000.000
