,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30
AccountsPayableAndAccruedLiabilitiesCurrent,2807784.000,2318208.000,2210229.000,2209246.000,2297042.000,2292055.000,2278398.000,1656449.000,1726506.000,1682693.000,1055738.000,1041117.000,1103472.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,32091.000,,,,33277.000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,-31367.000,-25486.000,-38424.000,-324554.000,-309204.000,-82946.000,-32935.000,-34503.000,6650.000,-14340.000,-49490.000
AdditionalPaidInCapitalCommonStock,151663800.000,151683602.000,166170855.000,166165619.000,166160384.000,166155091.000,171975520.000,171970342.000,171965164.000,171959871.000,188662248.000,188656954.000,188651804.000
Assets,343893.000,381414.000,170729.000,209295.000,129531.000,1020178.000,965707.000,354242.000,147886.000,136873.000,385471.000,364432.000,279025.000
AssetsCurrent,208010.000,262981.000,168254.000,207355.000,127949.000,953358.000,900007.000,290650.000,85215.000,75124.000,324644.000,304527.000,220041.000
AssetsFairValueDisclosure,,,,,,,,,,,196650.000,,
AvailableForSaleSecurities,,,,,,,,,58814.000,24310.000,196650.000,175660.000,140510.000
AvailableForSaleSecuritiesFairValueDisclosure,,,,,,,,166867.000,,,,,
CapitalLeaseObligationsCurrent,0.000,0.000,0.000,,,,,,,,,,
CapitalLeaseObligationsNoncurrent,0.000,0.000,0.000,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,73662.000,86129.000,135843.000,122199.000,63552.000,24781.000,16528.000,92861.000,27982.000,27192.000,113958.000,93508.000,46444.000
CommonStockCapitalSharesReservedForFutureIssuance,,,,,,,3820152.000,,,,3811652.000,,
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,79730000.000,79730000.000,80000000.000,80000000.000,80000000.000,80000000.000,80000000.000,80000000.000,80000000.000,80000000.000,80000000.000,80000000.000,80000000.000
CommonStockSharesIssued,31385645.000,31744145.000,30635720.000,30635720.000,30635720.000,30635720.000,30635720.000,30635720.000,30635720.000,30635720.000,30635720.000,30635720.000,30635720.000
CommonStockSharesOutstanding,31385645.000,31744145.000,30635720.000,30635720.000,30635720.000,30635720.000,30635720.000,30635720.000,30635720.000,30635720.000,30635720.000,30635720.000,30635720.000
CommonStockValue,313856.000,317441.000,306357.000,306357.000,306357.000,306357.000,306357.000,306357.000,306357.000,306357.000,306357.000,306357.000,306357.000
ConvertibleLongTermNotesPayable,,,,,,,,16000000.000,16000000.000,16000000.000,,,
ConvertibleNotesPayableCurrent,29000000.000,29000000.000,21827588.000,21827588.000,21827588.000,5827588.000,,,,,,,
DebtInstrumentConvertibleConversionPrice1,,,,,2.500,2.500,,,,,,,
DebtInstrumentFaceAmount,,,,,1000000.000,,,,,,7135000.000,7135000.000,7135000.000
DebtInstrumentInterestRateStatedPercentage,,,,,0.070,,,,,,0.070,0.070,0.070
DeferredCompensationSharebasedArrangementsLiabilityClassifiedNoncurrent,,,,,,,,167400.000,167400.000,167400.000,167400.000,167400.000,167400.000
DeferredCosts,,,,,,65436.000,64514.000,63592.000,62671.000,61749.000,60827.000,59905.000,58984.000
DeferredRevenue,,,,,,1308712.000,1290277.000,,,,,,
DeferredRevenueCurrent,,,,250000.000,,73730.000,73730.000,73730.000,73730.000,73730.000,73731.000,73731.000,73731.000
DeferredRevenueNoncurrent,,,,,,1234982.000,1216547.000,1198115.000,1179683.000,1161251.000,1142816.000,1124387.000,1105952.000
DeferredTaxAssetsGoodwillAndIntangibleAssets,,,,,,,349000.000,,,,277000.000,,
DeferredTaxAssetsGross,,,,,,,38826000.000,,,,32095000.000,,
DeferredTaxAssetsInProcessResearchAndDevelopment,,,,,,,8115000.000,,,,6055000.000,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,27181000.000,,,,22952000.000,,
DeferredTaxAssetsOther,,,,,,,917000.000,,,,547000.000,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefits,,,,,,,2264000.000,,,,2264000.000,,
DeferredTaxAssetsValuationAllowance,,,,,,,38826000.000,,,,32095000.000,,
