,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-21,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsPayableAndOtherAccruedLiabilities,,,172950000.000,,,,,,,,,,,,,,,,,,,
AccountsPayableCurrentAndNoncurrent,184669000.000,153705000.000,172950000.000,180262000.000,,168862000.000,191441000.000,192552000.000,145920000.000,165619000.000,170175000.000,141352000.000,203493000.000,182426000.000,145777000.000,164783000.000,126183000.000,110367000.000,105770000.000,95340000.000,99249000.000,89065000.000
AccruedIncomeTaxes,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,89027000.000,,,,97118000.000,98546000.000,100510000.000,102246000.000,103547000.000,105809000.000,101972000.000,102640000.000,104961000.000,106206000.000,107810000.000,109278000.000,84073000.000,85672000.000,86502000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-208000.000,-574000.000,-682000.000,207000.000,,707000.000,1363000.000,1709000.000,1622000.000,1961000.000,353000.000,-918000.000,-1485000.000,-168000.000,-1084000.000,-901000.000,-28000.000,-682000.000,-1000.000,-681000.000,743000.000,1523000.000
AdditionalPaidInCapitalCommonStock,36832000.000,37667000.000,39177000.000,39231000.000,,41739000.000,41111000.000,42407000.000,41353000.000,42749000.000,43950000.000,45118000.000,41123000.000,42388000.000,43116000.000,44438000.000,38385000.000,39608000.000,40525000.000,41765000.000,37447000.000,38774000.000
AllowanceForDoubtfulAccountsReceivable,2548000.000,2726000.000,2240000.000,2256000.000,,2109000.000,2434000.000,2423000.000,2441000.000,2436000.000,2451000.000,2427000.000,2439000.000,2491000.000,2504000.000,2545000.000,2573000.000,2543000.000,2503000.000,794000.000,761000.000,790000.000
Assets,3527439000.000,2749470000.000,2825670000.000,2678020000.000,,2753872000.000,2996648000.000,2952720000.000,3083114000.000,3044958000.000,2875743000.000,2787455000.000,2784386000.000,2929543000.000,2854252000.000,2692964000.000,2620864000.000,2575729000.000,2583681000.000,2236930000.000,2525427000.000,2607519000.000
AssetsFairValueDisclosure,,,1157000000.000,902988000.000,,1003568000.000,1216436000.000,1267309000.000,1376214000.000,1326368000.000,1192229000.000,1240626000.000,1185927000.000,1286128000.000,1141379000.000,1070454000.000,1110280000.000,1015160000.000,1102398000.000,779174000.000,1058044000.000,1096526000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,,,,,,,,,,,,21764000.000,11748000.000,5188000.000,1330000.000,
BankLoans,27500000.000,92600000.000,94600000.000,128300000.000,,219800000.000,94800000.000,118200000.000,197000000.000,147200000.000,135500000.000,59400000.000,101400000.000,177500000.000,147700000.000,100200000.000,148300000.000,151900000.000,132000000.000,145800000.000,195700000.000,230400000.000
CashAndCashEquivalentsAtCarryingValue,70329000.000,86810000.000,93184000.000,135366000.000,,106098000.000,105357000.000,98294000.000,123042000.000,65174000.000,77942000.000,63807000.000,66918000.000,50313000.000,47311000.000,63364000.000,62479000.000,107537000.000,99044000.000,64913000.000,62421000.000,116582000.000
CashAndCashEquivalentsFairValueDisclosure,,,40702000.000,58945000.000,,56495000.000,48476000.000,60268000.000,86242000.000,28364000.000,33364000.000,31175000.000,28075000.000,566000.000,328000.000,13000000.000,13449000.000,22156000.000,47897000.000,16242000.000,21831000.000,75462000.000
CashAndSecuritiesSegregatedUnderFederalAndOtherRegulations,30086000.000,32369000.000,29142000.000,33000000.000,,40055000.000,36569000.000,36323000.000,36281000.000,19117000.000,19106000.000,18594000.000,1517000.000,855000.000,855000.000,0.000,,,,,,
CashReserveDepositRequiredAndMade,,,,32000000.000,,,,35500000.000,,,,17700000.000,,,,0.000,,,,,,
CashUninsuredAmount,,,,,,201200000.000,176800000.000,139100000.000,157000000.000,154000000.000,167700000.000,165000000.000,257000000.000,227100000.000,186100000.000,301300000.000,138000000.000,15700000.000,1600000.000,0.000,,
CommonStockValue,62726000.000,61399000.000,62282000.000,62181000.000,,61973000.000,61444000.000,60198000.000,62116000.000,62157000.000,62397000.000,62397000.000,65286000.000,65536000.000,59152000.000,57520000.000,59349000.000,59306000.000,59464000.000,59361000.000,58861000.000,58059000.000
CustomerSecuritiesForWhichEntityHasRightToSellOrRepledgeFairValue,,,1100000000.000,1500000000.000,,1300000000.000,1300000000.000,1400000000.000,1400000000.000,1400000000.000,1300000000.000,1300000000.000,1300000000.000,1300000000.000,1400000000.000,1400000000.000,1100000000.000,1100000000.000,1100000000.000,1200000000.000,1200000000.000,1200000000.000
CustomerSecuritiesForWhichEntityHasRightToSellOrRepledgeFairValueOfSecuritiesSoldOrRepledged,,,198200000.000,171200000.000,,201900000.000,206000000.000,189800000.000,187800000.000,169500000.000,134200000.000,125600000.000,133100000.000,156400000.000,150000000.000,88500000.000,114700000.000,96300000.000,104300000.000,136200000.000,108100000.000,114800000.000
DebtInstrumentCarryingAmount,,,,,,,,,,,,,,,,,,150000000.000,150000000.000,150000000.000,150000000.000,
DebtInstrumentInterestRateStatedPercentage,,,,,,,,,,,,,,,,,0.087,0.087,0.087,,,
DebtInstrumentRepurchaseAmount,,,4700000.000,,,,,,,,,,,,,,,,,,,
DebtInstrumentRepurchasedFaceAmount,,,5000000.000,,,,,,,,,,,,,,,,,,,
DeferredIncomeTaxLiabilities,10302000.000,3636000.000,1985000.000,,,,,7096000.000,12546000.000,14395000.000,13519000.000,13097000.000,19186000.000,18182000.000,14200000.000,80028000.000,,,,70919000.000,,
DeferredTaxAssetsDeferredIncome,,,,16340000.000,,,,,,,,,,,,,,,,,,
DeferredTaxAssetsGross,,,,,,,,,,,,68622000.000,62254000.000,64085000.000,63130000.000,63481000.000,61346000.000,61198000.000,62014000.000,59062000.000,60200000.000,61296000.000
DeferredTaxAssetsLiabilitiesNet,,,,16340000.000,,1941000.000,2478000.000,-7096000.000,,,,-13097000.000,0.000,0.000,0.000,,0.000,0.000,0.000,,,0.000
