,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccretionExpense,,,,,,,,,,1200.000,,,,
AllocatedShareBasedCompensationExpense,,,,,,,,,,29600.000,42900.000,10900.000,8100.000,17000.000
AmortizationOfIntangibleAssets,21300.000,21300.000,22000.000,39600.000,5200.000,20000.000,20000.000,20000.000,24100.000,22800.000,22800.000,25200.000,,25100.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,9349200.000,11966250.000,,6500568.000,,11959150.000,,,,12705800.000,,,,13239700.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,-253000.000,,,,432700.000,,,,405700.000,,,,109400.000
ConcentrationRiskPercentage1,,,,,,0.480,0.590,0.340,,,,,,
ContractsRevenue,,-469500.000,,,,-2401600.000,,,,-431000.000,,,,
CostOfGoodsAndServicesSoldDepreciation,,,,,,106900.000,,,,,,,,
CostOfGoodsSold,337100.000,380200.000,747400.000,902000.000,1125900.000,665800.000,588800.000,674600.000,452100.000,368100.000,697400.000,1323100.000,1028400.000,1178400.000
CostOfServices,1707500.000,1581400.000,1988900.000,2300600.000,2592200.000,1866400.000,1740700.000,1423800.000,1570000.000,1690300.000,1371000.000,1193100.000,1534900.000,1789500.000
Depreciation,,,,,,126600.000,126500.000,126500.000,,,,,,166700.000
DepreciationAndAmortization,74500.000,93100.000,101500.000,101000.000,111000.000,24500.000,,,,171500.000,165500.000,165600.000,,
DepreciationDepletionAndAmortization,95700.000,93100.000,123500.000,141100.000,136900.000,146600.000,146600.000,146600.000,275600.000,194300.000,185800.000,190800.000,214100.000,191900.000
DepreciationNonproduction,,,,,,19700.000,,,,,,,,
EarningsPerShareBasic,,,,0.010,,,,,,,,,,
EarningsPerShareBasicAndDiluted,0.000,-0.020,0.010,,,-0.010,-0.010,-0.010,-0.020,,-0.020,-0.020,,-0.010
EarningsPerShareDiluted,,,,0.010,,,,,,,,,,
GainLossOnDispositionOfAssets1,,,,,,,,,,12800.000,,,,
GainsLossesOnExtinguishmentOfDebt,,24400.000,,,,,,42400.000,,,,,,
GainsLossesOnExtinguishmentOfDebtBeforeWriteOffOfDeferredDebtIssuanceCost,,,,0.000,,,,,,,,,,
IncomeLossAttributableToNoncontrollingInterest,-52100.000,-68100.000,-97800.000,-115800.000,-159700.000,-121400.000,-151400.000,-107700.000,-155800.000,-82600.000,-56900.000,-83600.000,-530400.000,-51200.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,,,,,,,,,31600.000,-868500.000,-873800.000,-2944900.000,-368700.000
IncomeLossFromEquityMethodInvestments,,,,,,,,,,,15700.000,,,
IncreaseDecreaseInAccountsPayable,,-220000.000,,,,,,,,,,,,174100.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,,,-367200.000,,,,156200.000,,,,
IncreaseDecreaseInAccountsReceivable,,-276500.000,,,,921700.000,,,,380700.000,,,,243700.000
IncreaseDecreaseInAccruedLiabilities,,18900.000,,,,,,,,,,,,
IncreaseDecreaseInAccruedTaxesPayable,,34200.000,,,,5700.000,,,,5700.000,,,,5700.000
IncreaseDecreaseInBillingInExcessOfCostOfEarnings,,7900.000,,,,135000.000,,,,26900.000,,,,-134300.000
IncreaseDecreaseInCostInExcessOfBillingOnUncompletedContract,,,,,,,,,,-111400.000,,,,-13600.000
IncreaseDecreaseInDeferredRevenue,,317600.000,,,,465400.000,,,,-4600.000,,,,-47100.000
IncreaseDecreaseInOperatingCapital,,,,,,,,,,400000.000,,,,100000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,82000.000,,,,59000.000,,,,-146900.000,,,,59600.000
IncreaseDecreaseInRestrictedCashForOperatingActivities,,,,,,66000.000,,,,,,,,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,,4437737.000,,,,,,,,,,
InterestExpense,34600.000,23600.000,19100.000,16800.000,18300.000,17400.000,22000.000,5500.000,48400.000,47700.000,154600.000,56000.000,69400.000,427100.000
InterestPaid,,45300.000,,,,54100.000,,,,33400.000,,,,12400.000
InvestmentIncomeInterest,,,,0.000,,,,,,,,,,
LaborAndRelatedExpense,,,,,,,,,,690700.000,681500.000,445700.000,511800.000,587800.000
LicenseCosts,,,123500.000,104200.000,,128300.000,167200.000,194900.000,920800.000,103900.000,61700.000,79800.000,69600.000,57300.000
LicensesRevenue,,,78700.000,20600.000,,28000.000,43900.000,111500.000,881300.000,71600.000,56500.000,42000.000,60100.000,69300.000
LossContingencyAccrualProvision,,,,,,,,,,,,48000.000,,
NetCashProvidedByUsedInFinancingActivities,,984200.000,,,,-133900.000,,,,202500.000,,,,266400.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,984200.000,,,,-133900.000,,,,202500.000,,,,266400.000
NetCashProvidedByUsedInInvestingActivities,,-790800.000,,,,-187100.000,,,,-117700.000,,,,-1300.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-790800.000,,,,-187100.000,,,,-117700.000,,,,-1300.000
