,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AmountOfDilutiveSecuritiesStockOptionsAndRestrictiveStockUnits,0.000,0.000,1166000.000,1536000.000,1399000.000,878000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,3813567.000,8438902.000,2923035.000,2806033.000,2409499.000,2873106.000
CashAndCashEquivalentsPeriodIncreaseDecrease,0.000,0.000,0.000,0.000,0.000,0.000
ComprehensiveIncomeNetOfTax,,47329000.000,171169000.000,164179000.000,182664000.000,209244000.000
CurrentFederalTaxExpenseBenefit,27687000.000,19722000.000,19944000.000,22131000.000,23845000.000,22342000.000
CurrentStateAndLocalTaxExpenseBenefit,,,466000.000,332000.000,475000.000,461000.000
DeferredCompensationArrangementWithIndividualCompensationExpense,587100000.000,,,,,
DeferredCompensationArrangementWithIndividualFairValueOfSharesIssued,0.000,0.000,84531000.000,108034000.000,,
DistributionMadeToLimitedLiabilityCompanyLLCMemberDistributionsPaidPerUnit,,,1.590,1.890,1.930,1.750
DistributionMadeToMemberOrLimitedPartnerCashDistributionsDeclared,12600000.000,,,,,
DistributionMadeToMemberOrLimitedPartnerDistributionsDeclaredPerUnit,0.120,,,,,
DistributionMadeToMemberOrLimitedPartnerDistributionsPaidPerUnit,1.440,0.950,,,,
EffectiveIncomeTaxRateContinuingOperations,-0.422,0.279,0.110,0.111,0.114,0.095
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.035,0.035,0.035,0.035,0.035,0.035
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,,0.003,0.002,0.002,0.002
EquityMethodInvestmentSummarizedFinancialInformationNetIncomeLoss,,188916000.000,517676000.000,570383000.000,586602000.000,673358000.000
IncomeLossFromEquityMethodInvestments,-65581000.000,70807000.000,185912000.000,203277000.000,212498000.000,239389000.000
IncomeTaxExpenseBenefit,27687000.000,19722000.000,20410000.000,22463000.000,24320000.000,22803000.000
IncomeTaxReconciliationOtherAdjustments,,6000000.000,,,,
IncomeTaxesPaid,28854000.000,24606000.000,19981000.000,23009000.000,24276000.000,22456000.000
IncreaseDecreaseInAccountsReceivableRelatedParties,4202000.000,,,,,
IncreaseDecreaseInDueToRelatedParties,0.000,3600000.000,3173000.000,0.000,0.000,
IncreaseDecreaseInOtherOperatingAssets,1072000.000,4885000.000,-5957000.000,152000.000,-152000.000,0.000
IncreaseDecreaseInOtherOperatingLiabilities,-100000.000,0.000,418000.000,-394000.000,-108000.000,345000.000
LimitedLiabilityCompanyLLCOrLimitedPartnershipLPManagingMemberOrGeneralPartnerOwnershipInterest,,0.010,0.010,0.010,0.010,0.010
LimitedLiabilityCompanyLLCOrLimitedPartnershipLPMembersOrLimitedPartnersOwnershipInterest,1.000,1.000,1.000,1.000,1.000,1.000
NetCashProvidedByUsedInFinancingActivities,-144218000.000,-88348000.000,-126248000.000,-161955000.000,-183556000.000,-163423000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-144218000.000,-88348000.000,-126248000.000,-161955000.000,-183556000.000,-163423000.000
NetCashProvidedByUsedInInvestingActivities,-1478000.000,-11595000.000,-29214000.000,-18955000.000,-9233000.000,-6108000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-1478000.000,-11595000.000,-29214000.000,-18955000.000,-9233000.000,-6108000.000
NetCashProvidedByUsedInOperatingActivities,145696000.000,99943000.000,155462000.000,180910000.000,192789000.000,169531000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,145696000.000,99943000.000,155462000.000,180910000.000,192789000.000,169531000.000
NetIncomeLoss,-93268000.000,51085000.000,165502000.000,180814000.000,188178000.000,216586000.000
NetIncomeLossAttributableToParentDiluted,-93268000.000,51085000.000,166668000.000,182350000.000,189577000.000,217464000.000
NetIncomeLossNetOfTaxPerOutstandingLimitedPartnershipUnitDiluted,,,1.710,1.860,1.890,2.230
NetIncomeLossPerOutstandingLimitedPartnershipUnit,-0.900,0.510,,,,
NetIncomeLossPerOutstandingLimitedPartnershipUnitBasicNetOfTax,,,1.720,1.870,1.890,2.240
NetIncomeLossPerOutstandingLimitedPartnershipUnitDiluted,-0.900,0.510,,,,
OtherComprehensiveIncomeAvailableforsaleSecuritiesAdjustmentNetOfTaxPortionAttributableToParent,,257000.000,-1030000.000,312000.000,-333000.000,6000.000
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPortionAttributableToParent,,3856000.000,-11030000.000,9214000.000,-877000.000,709000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentBeforeTaxPortionAttributableToParent,,-453000.000,-4479000.000,-7655000.000,-6069000.000,-6695000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,,-157000.000,-4333000.000,-7733000.000,-6058000.000,-6639000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossBeforeReclassificationAndTax,,,,,-5508000.000,-6697000.000
OtherComprehensiveIncomeLossAmortizationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetPriorServiceCostCreditBeforeTax,,,2077000.000,-1841000.000,-326000.000,40000.000
OtherComprehensiveIncomeLossAmortizationPensionAndOtherPostretirementBenefitPlansNetPriorServiceCostRecognizedInNetPeriodicBenefitCostBeforeTax,,-40000.000,,,,
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentBeforeReclassificationAdjustmentsAndTax,,516000.000,210000.000,602000.000,-132000.000,4000.000
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentBeforeTax,,499000.000,-1460000.000,595000.000,-589000.000,6000.000
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesTax,,242000.000,-430000.000,283000.000,-256000.000,0.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationReclassificationAdjustmentFromAOCIRealizedUponSaleOrLiquidationBeforeTax,,,,,561000.000,-2000.000
