,2011-10-01,2012-03-31,2012-06-30,2012-09-29,2012-12-29,2013-03-30,2013-06-29,2013-09-28,2013-12-28,2014-03-29,2014-06-28,2014-09-27,2015-04-04,2015-07-04,2015-10-03,2016-01-02,2016-04-02,2016-07-02,2016-10-01,2016-12-31,2017-04-01
CashAndCashEquivalentsPeriodIncreaseDecrease,,1811604.000,,,,-1590201.000,,,,-1470025.000,,,-1699153.000,,,,-1086900.000,,,,855925.000
CommonStockDividendsPerShareCashPaid,,,0.100,0.100,,0.100,0.100,0.110,,0.110,0.110,0.150,0.110,0.110,0.120,,0.110,0.110,0.110,,0.110
CommonStockDividendsPerShareDeclared,0.090,0.100,,,,,,,,,,,,,,,,,,,
ComprehensiveIncomeNetOfTax,729226.000,2688664.000,2401600.000,2984584.000,-2628223.000,1173207.000,2007557.000,2271197.000,7047546.000,1320686.000,2191625.000,2171317.000,619209.000,896591.000,1872987.000,3787039.000,1250391.000,516997.000,2360689.000,1535957.000,2194344.000
CostOfGoodsSold,29533528.000,32311428.000,32314199.000,31478557.000,28052523.000,28425594.000,30717138.000,27031677.000,26136350.000,28335720.000,27003469.000,27161932.000,29541664.000,29125536.000,27205657.000,26313868.000,26681211.000,28281709.000,24625469.000,23726998.000,27755136.000
CurrentIncomeTaxExpenseBenefit,621534.000,1040705.000,,,,,,,,,,,,,,,,,,,
DefinedContributionPlanEmployerDiscretionaryContributionAmount,,,47272.000,47463.000,,51351.000,49385.000,48062.000,45270.000,52491.000,50964.000,49975.000,52266.000,55660.000,49207.000,75266.000,56231.000,117365.000,,,559413.000
DefinedContributionPlanMaximumAnnualContributionPerEmployeePercent,,,,,,1.000,,,,,,,,,,,,,,,
DefinedContributionPlanMaximumAnnualContributionsPerEmployeePercent,,,,,,,,,,1.000,,,1.000,,,,1.000,,,,
DepreciationDepletionAndAmortization,,817557.000,,,,949554.000,,,,823320.000,,,959857.000,,,,928136.000,,,,955614.000
EarningsPerShareBasic,0.240,0.330,0.420,0.360,0.280,0.160,0.350,0.290,0.310,0.240,0.270,0.390,0.140,0.090,0.410,0.280,0.100,0.330,0.380,0.440,0.240
EarningsPerShareDiluted,0.240,0.330,0.420,0.360,0.270,0.160,0.350,0.290,0.310,0.240,0.270,0.390,0.140,0.090,0.410,0.280,0.100,0.330,0.380,0.440,0.240
EffectOfExchangeRateOnCashAndCashEquivalents,,95927.000,,,,-60494.000,,,,-151708.000,,,-161879.000,,,,-4636.000,,,,212902.000
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,0.000,,,,,,,,,,,,,,,,,,,
ForeignEarningsRepatriated,,,,,,,,,,,,,1200000.000,,,,,,,,
GainLossOnSaleOfPropertyPlantEquipment,,-14055.000,,,,-3815.000,,,,-85623.000,,,0.000,,,,-19780.000,,,,-33098.000
GoodwillForeignCurrencyTranslationGainLoss,,,,,,,,,,,,,,,,,,,,,-7553.000
GoodwillTranslationAdjustments,,,,,,26697.000,,,,40371.000,,,163969.000,,,,-57302.000,,,,
GrossProfit,6556418.000,8184466.000,9245390.000,8165493.000,7757129.000,6266580.000,8530842.000,7224409.000,8125689.000,7513406.000,7776304.000,8641473.000,7335178.000,7912161.000,9033843.000,8100044.000,6420446.000,8601603.000,8852878.000,10417944.000,8288159.000
