,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,-2006000.000,,,,,,,,,,,,,,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalOther,,,,,,,,,,,,,,,,,,,,,,,,,-98000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,5551000.000,,,,,,,,,,,,,,,,,,,,,,,,
AllocatedShareBasedCompensationExpense,5551000.000,,,,4350000.000,,,,,,,,6344000.000,,,,6024000.000,,,,6868000.000,,,,5455000.000
AmortizationOfFinancingCostsAndDiscounts,3620000.000,,,,3665000.000,,,,1077000.000,,,,1477000.000,,,,1957000.000,,,,-920000.000,,,,4946000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,,,,,,,,,452000.000,590000.000,,,49000.000,155000.000,506000.000,-430000.000,0.000
AssetRetirementObligationCashPaidToSettle,,,,,,,,,,,,,1325000.000,,,,2425000.000,,,,604000.000,,,,1191000.000
BusinessExitCosts1,,,,,,,,,,,,,,,,,,,,,,,2900000.000,,
CapitalExpendituresIncurredButNotYetPaid,222800000.000,,,,199600000.000,,,,202800000.000,,,,200500000.000,,,,318000000.000,,,,,,,,27214000.000
CapitalizedExploratoryWellCostChargedToExpense,,,,,,,3600000.000,,,,,,,,,,15100000.000,6000000.000,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,186217000.000,,,,-118908000.000,,,,-5839000.000,,,,-45813000.000,,,,-98000.000,,,,33000.000,,,,649775000.000
CommonStockDividendsPerShareDeclared,0.050,,,,0.050,0.000,0.050,0.000,0.050,0.000,0.050,0.000,0.050,0.000,0.050,0.000,0.050,0.000,0.050,0.000,0.050,0.000,0.050,0.000,0.050
ComprehensiveIncomeNetOfTax,,,,,,24773000.000,-38650000.000,,16785000.000,77268000.000,70998000.000,9482000.000,65607000.000,60110000.000,209134000.000,325304000.000,-53234000.000,-58084000.000,3094000.000,-341576000.000,-347446000.000,-168950000.000,-41162000.000,-201340000.000,73867000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,-17576000.000,,,,25302000.000,,,,,,,,,,,,,,,,,,,,
CostsAndExpenses,335301000.000,166166000.000,157786000.000,559681000.000,321198000.000,252029000.000,421787000.000,530105000.000,437982000.000,415076000.000,475623000.000,596438000.000,504086000.000,553264000.000,261807000.000,37336000.000,420369000.000,567025000.000,339047000.000,809307000.000,669801000.000,572363000.000,370314000.000,664287000.000,207145000.000
CumulativeEffectOnRetainedEarningsNetOfTax1,,,,,,,,,,,,,,,,,,,,,,,,,44732000.000
CurrentFederalTaxExpenseBenefit,,2212000.000,20699000.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2932000.000,7439000.000
CurrentStateAndLocalTaxExpenseBenefit,,224000.000,637000.000,,393000.000,-132000.000,174000.000,-65000.000,102000.000,246000.000,-46000.000,1819000.000,489000.000,512000.000,479000.000,-612000.000,274000.000,10126000.000,-8308000.000,-521000.000,164000.000,77000.000,24000.000,1274000.000,3842000.000
DeferredIncomeTaxExpenseBenefit,-18174000.000,70415000.000,112010000.000,-40462000.000,15288000.000,14927000.000,-22910000.000,-36943000.000,10280000.000,45959000.000,42380000.000,6936000.000,38374000.000,35537000.000,124269000.000,199600000.000,-33727000.000,-50829000.000,4168000.000,-196334000.000,-195039000.000,-95975000.000,-23756000.000,-133873000.000,33225000.000
DefinedBenefitPlanActuarialNetGainsLosses,,111000.000,102.000,,101000.000,,,,,,,,,,,,,,,,,,,,
