,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,1578000.000,1403000.000,1436000.000,2045000.000,1799000.000,2383000.000,1500000.000,1443000.000,2442000.000,1370000.000,1165000.000,2164000.000,2508000.000,929000.000,527000.000,1124000.000,1081000.000,628000.000,974000.000
AccruedIncomeTaxesCurrent,,430000.000,0.000,0.000,6229000.000,103000.000,5492000.000,246000.000,0.000,0.000,,,,895000.000,0.000,958000.000,0.000,0.000,
AccruedLiabilitiesCurrent,3700000.000,,,,,,,,,,,,,,,,,,
AccruedLiabilitiesCurrentAndNoncurrent,1300000.000,,,,,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,30477000.000,31892000.000,33382000.000,34822000.000,36523000.000,38246000.000,40048000.000,41992000.000,43100000.000,45508000.000,47862000.000,50125000.000,52390000.000,54403000.000,56503000.000,58324000.000,55107000.000,57107000.000,59597000.000
AdditionalPaidInCapitalCommonStock,35186000.000,35970000.000,41593000.000,47005000.000,48460000.000,49791000.000,50934000.000,52218000.000,56096000.000,57329000.000,58308000.000,59400000.000,60326000.000,61808000.000,62898000.000,63595000.000,64451000.000,65650000.000,66499000.000
AllowanceForDoubtfulAccountsReceivable,,5600000.000,6900000.000,9900000.000,14700000.000,16400000.000,18400000.000,18800000.000,17200000.000,18600000.000,18700000.000,18700000.000,18900000.000,19000000.000,18900000.000,19100000.000,19200000.000,19000000.000,18900000.000
AllowanceForDoubtfulAccountsReceivableCurrent,64000.000,65000.000,53000.000,53000.000,53000.000,32000.000,32000.000,32000.000,32000.000,32000.000,33000.000,33000.000,221000.000,386000.000,386000.000,386000.000,224000.000,224000.000,224000.000
Assets,207628000.000,211745000.000,211648000.000,229277000.000,253309000.000,257260000.000,263226000.000,252004000.000,265378000.000,262829000.000,259414000.000,252145000.000,249040000.000,244656000.000,220760000.000,222330000.000,216075000.000,185078000.000,181221000.000
AssetsCurrent,65859000.000,68686000.000,69027000.000,85863000.000,110307000.000,113860000.000,120299000.000,110073000.000,125132000.000,120889000.000,119849000.000,114258000.000,113413000.000,110328000.000,89076000.000,92218000.000,87388000.000,72012000.000,64317000.000
CashAndCashEquivalentsAtCarryingValue,32204000.000,37843000.000,39347000.000,51299000.000,69554000.000,81909000.000,90743000.000,81461000.000,84970000.000,80298000.000,77315000.000,76056000.000,78277000.000,71182000.000,48063000.000,53188000.000,48302000.000,32982000.000,26960000.000
