,2011-06-30,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,,,,,,,,,,,,,,,,,,,,,182000.000
AdjustmentsToAdditionalPaidInCapitalEquityComponentOfConvertibleDebt,,,,,,,,,,,,,,,,,-105000.000,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,893000.000,,856000.000,,,,1005000.000,,,,1204000.000,,,,1067000.000,,,,1113000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,,40000.000,,-79000.000,,,,916000.000,,,,704000.000,,,,176000.000,,,,
AllowanceForLoanAndLeaseLossesProvisionForLossNet,,,,,-187000.000,,,,,,,,,,,,,,,,
AmortizationOfAcquiredIntangibleAssets,1959000.000,2720000.000,1932000.000,565000.000,636000.000,566000.000,486000.000,,,,,,,,,,,,,,
AmortizationOfDebtDiscountPremium,,,,,,,,,524000.000,,,,89000.000,,,,1057000.000,,,,1130000.000
AmortizationOfFinancingCosts,,,50000.000,,,,,,88000.000,,,,566000.000,,,,110000.000,,,,110000.000
AmortizationOfIntangibleAssets,,,,,,,,,1039000.000,1574000.000,2228000.000,3239000.000,2151000.000,4257000.000,4280000.000,5862000.000,3922000.000,3843000.000,3639000.000,3612000.000,3602000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,600000.000,600000.000,600000.000,600000.000,-1500000.000,1100000.000,,,,100000.000,0.000,,,400000.000,300000.000,,,300000.000
BrokerageCommissionsRevenue,,,,,10833000.000,14254000.000,12662000.000,22978000.000,29800000.000,32424000.000,34969000.000,29877000.000,28186000.000,8383000.000,8292000.000,-11088000.000,6707000.000,7209000.000,6636000.000,8478000.000,8367000.000
BusinessAcquisitionsProFormaNetIncomeLoss,,,,3259000.000,,,,,,,,,,,,,,,,,
BusinessAcquisitionsProFormaRevenue,,,,41777000.000,,,,,,,,,,,,,,,,,
BusinessCombinationAcquisitionRelatedCosts,,,,,,,451000.000,,426000.000,202000.000,917000.000,1981000.000,37000.000,2442000.000,232000.000,108000.000,0.000,0.000,0.000,0.000,
BusinessCombinationConsiderationTransferredEquityInterestsIssuedAndIssuable,,,,,,,,,1241000.000,,,,0.000,,,,,,,,
BusinessCombinationIntegrationRelatedCosts,,,,,,,,,1450000.000,269000.000,0.000,770000.000,64000.000,12309000.000,10700000.000,10019000.000,813000.000,1043000.000,610000.000,322000.000,0.000
CapitalExpendituresIncurredButNotYetPaid,,,308000.000,,297000.000,,,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-19306000.000,,-24758000.000,,,,105000.000,,,,-49344000.000,,,,17841000.000,,,,-51093000.000
CommonStockDividendsPerShareCashPaid,,,0.050,0.050,0.050,,,,0.050,,,,0.050,,,,0.050,,,,
CommunicationsAndInformationTechnology,752000.000,702000.000,698000.000,786000.000,2235000.000,2018000.000,2249000.000,4813000.000,3994000.000,3829000.000,3822000.000,3922000.000,2758000.000,5835000.000,5565000.000,4771000.000,5279000.000,5684000.000,4786000.000,4711000.000,5152000.000
ComprehensiveIncomeNetOfTax,10353000.000,7276000.000,-752000.000,3431000.000,,,,,,,,,,,,,5607000.000,592000.000,-9080000.000,7176000.000,-14332000.000
CostsAndExpenses,39588000.000,42144000.000,35105000.000,35554000.000,44625000.000,48562000.000,51955000.000,78144000.000,73670000.000,75314000.000,80684000.000,87666000.000,79952000.000,121548000.000,116146000.000,100052000.000,101898000.000,89101000.000,76759000.000,86404000.000,80561000.000
DeferredIncomeTaxExpenseBenefit,,,-2166000.000,,-1093000.000,,,,-1990000.000,,,,818000.000,,,,-169000.000,,,,0.000
DepreciationAndAmortization,968000.000,986000.000,1053000.000,1126000.000,1613000.000,1769000.000,1852000.000,2534000.000,2710000.000,1798000.000,1717000.000,900000.000,1975000.000,2738000.000,2925000.000,3473000.000,3153000.000,3559000.000,3498000.000,3695000.000,4019000.000
DepreciationDepletionAndAmortization,,,3175000.000,,2249000.000,,,,4910000.000,,,,4126000.000,,,,7075000.000,,,,7621000.000
DerivativeGainLossOnDerivativeNet,,,,,,,,,,7680000.000,,,,,,,,,,,
DividendsCash,,,1742000.000,,1776000.000,,,,1980000.000,,,,2170000.000,,,,2408000.000,,,,2874000.000
EarningsPerShareBasic,0.290,0.220,-0.040,0.090,0.120,0.480,0.160,0.090,0.040,-0.130,0.350,0.500,0.190,-0.230,0.200,0.060,0.170,0.190,-0.110,0.420,-0.390
EarningsPerShareDiluted,0.260,0.200,-0.040,0.080,0.110,0.440,0.140,0.100,0.040,-0.130,0.330,0.470,0.180,-0.230,0.200,0.070,0.170,0.190,-0.110,0.420,-0.390
EffectOfExchangeRateOnCashAndCashEquivalents,,,-2882000.000,,556000.000,,,,465000.000,,,,-863000.000,,,,-3417000.000,,,,2863000.000
EffectiveIncomeTaxRateContinuingOperations,,,,,0.169,0.297,0.352,-0.512,0.207,0.288,0.249,-0.463,0.245,0.329,0.036,-1.027,0.212,0.302,0.448,-0.755,0.207
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,102000.000,,11000.000,,,,916000.000,,,,704000.000,,,,238000.000,,,,0.000
ForeignCurrencyTransactionGainLossBeforeTax,,,-720000.000,,2556000.000,,,,-634000.000,,,,-2028000.000,,,,-162000.000,,,,117000.000
GainLossOnDerivativeInstrumentsNetPretax,,,,,-3595000000.000,,,,47050000.000,36442000.000,63941000.000,89297000.000,66113000.000,80831000.000,95677000.000,101165000.000,94479000.000,87894000.000,51425000.000,,38931000.000
GainLossOnSaleOfPropertyPlantEquipment,,,-33000.000,,,,,,,,,,,,,,,,,,
GainLossRelatedToLitigationSettlement,,,,,,,,,,,,,,,,,-9412000.000,0.000,207000.000,,0.000
GainsLossesOnExtinguishmentOfDebt,,,,,,,,,,,,,,,,,89000.000,,,,0.000
GeneralAndAdministrativeExpense,,,,,5510000.000,6453000.000,5710000.000,9140000.000,9207000.000,9850000.000,9056000.000,10396000.000,9320000.000,14143000.000,16754000.000,14850000.000,16038000.000,15027000.000,12817000.000,11154000.000,9737000.000
GoodwillForeignCurrencyTranslationGainLoss,,,,,,,,,,,,,,,,,,,,,167000.000
GoodwillOtherIncreaseDecrease,,,,,,,,,,,,,,,,,,,,,0.000
GoodwillPeriodIncreaseDecrease,,,,,,,,,,,,,-900000.000,,,,-300000.000,,,,-200000.000
GoodwillTranslationAdjustments,,,,,,,,,,,,,,,,,-299000.000,,,,
GrossProfit,,,,,,,,,,,,,,,,,31737000.000,27656000.000,3290000.000,36935000.000,-13373000.000
ImpactOfRestatementOnEarningsPerShareDiluted,,,,,,,,,,,,,,0.030,0.030,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,16002000.000,11783000.000,-1859000.000,4431000.000,5140000.000,24433000.000,8643000.000,6889000.000,2114000.000,-7013000.000,21470000.000,29481000.000,11498000.000,-12538000.000,9215000.000,252000.000,11064000.000,16629000.000,-7156000.000,26705000.000,-23659000.000
IncomeLossFromEquityMethodInvestments,,,,,,,,,,,,,,,,,-16000.000,-18000.000,-16000.000,-12000.000,-20000.000
IncomeTaxExpenseBenefit,5989000.000,4165000.000,-612000.000,1210000.000,861000.000,7269000.000,3043000.000,2621000.000,438000.000,-2021000.000,5340000.000,9236000.000,2818000.000,-4124000.000,328000.000,-2534000.000,2347000.000,,,,
IncomeTaxesPaidNet,,,,,213000.000,,,,-2493000.000,,,,1923000.000,,,,-688000.000,,,,403000.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,,,-1120000.000,,1692000.000,,,,1728000.000,,,,-633000.000,,,,4353000.000,,,,-2376000.000
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,,,-1959000.000,,-1713000.000,,,,-4088000.000,,,,189000.000,,,,15071000.000,,,,-3334000.000
IncreaseDecreaseInBrokerageReceivables,,,15451000.000,,34229000.000,,,,-16764000.000,,,,44806000.000,,,,-4159000.000,,,,14365000.000
IncreaseDecreaseInEmployeeRelatedLiabilities,,,-3889000.000,,-600000.000,,,,-6747000.000,,,,-11096000.000,,,,-3373000.000,,,,-8720000.000
IncreaseDecreaseInOtherOperatingAssets,,,621000.000,,1636000.000,,,,5554000.000,,,,1080000.000,,,,6416000.000,,,,-2969000.000
IncreaseDecreaseInPayablesToBrokerDealers,,,-818000.000,,4915000.000,,,,71893000.000,,,,77551000.000,,,,-45873000.000,,,,
IncreaseDecreaseInPayablesToCustomers,,,17270000.000,,,,,,,,,,,,,,,,,,86437000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,59000.000,,-304000.000,,,,-565000.000,,,,495000.000,,,,-1640000.000,,,,
IncreaseDecreaseInRegulatoryAssetsAndLiabilities,,,,,,,,,-12500000.000,,,,,,,,,,,,
IncrementalCommonSharesAttributableToNonvestedSharesWithForfeitableDividends,,,,,1427766.000,2060310.000,2047347.000,-3668161.000,2127597.000,0.000,1922893.000,-2160307.000,362791.000,0.000,422620.000,-432426.000,188871.000,105820.000,56736.000,-317893.000,13845.000
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,,,851451.000,1165054.000,1620851.000,-2422986.000,956445.000,0.000,562187.000,-755564.000,581086.000,0.000,321379.000,-478378.000,172193.000,85115.000,220274.000,-314359.000,328325.000
InterestExpense,341000.000,334000.000,151000.000,42000.000,107000.000,141000.000,180000.000,961000.000,1512000.000,142000.000,97000.000,-1152000.000,318000.000,309000.000,219000.000,203000.000,104000.000,128000.000,118000.000,202000.000,163000.000
InterestExpenseDebt,,,,,,,,,,1462000.000,1496000.000,,1502000.000,2554000.000,2570000.000,,,,,,
InterestExpenseLongTermDebt,,,,,,,,,,,,,,,,,2592000.000,2560000.000,2620000.000,2649000.000,2665000.000
InterestIncomeExpenseNet,-190000.000,-242000.000,-63000.000,77000.000,11000.000,162000.000,27000.000,-768000.000,-1149000.000,259000.000,262000.000,1457000.000,19000.000,5000.000,66000.000,81000.000,214000.000,315000.000,257000.000,331000.000,678000.000
InterestIncomeOperating,151000.000,92000.000,88000.000,119000.000,118000.000,303000.000,207000.000,193000.000,363000.000,401000.000,359000.000,305000.000,337000.000,314000.000,285000.000,284000.000,318000.000,443000.000,375000.000,533000.000,841000.000
InterestPaid,,,187000.000,,25000.000,,,,0.000,,,,34000.000,,,,104000.000,,,,163000.000
LaborAndRelatedExpense,12200000.000,11563000.000,10313000.000,11905000.000,13278000.000,15528000.000,16222000.000,22106000.000,21842000.000,24093000.000,25505000.000,28045000.000,22139000.000,30473000.000,29088000.000,24881000.000,26393000.000,26615000.000,23763000.000,25133000.000,24215000.000
MarketingAndAdvertisingExpense,8954000.000,8788000.000,7127000.000,5748000.000,5440000.000,4705000.000,5713000.000,6479000.000,6116000.000,5199000.000,4803000.000,4095000.000,4558000.000,8415000.000,7422000.000,6773000.000,6439000.000,6805000.000,5268000.000,10230000.000,9256000.000
MinorityInterestChangeInRedemptionValue,,,,,,,,,,,,,324000.000,,,,99000.000,-1690000.000,-749000.000,5055000.000,68000.000
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,,,,,,,,,,,,,410000.000,,,,0.000,,,,811000.000
NetCashProvidedByUsedInFinancingActivities,,,-9650000.000,,7958000.000,,,,-853000.000,,,,-10092000.000,,,,-6929000.000,,,,-8529000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-9650000.000,,7958000.000,,,,-853000.000,,,,-10092000.000,,,,-6929000.000,,,,-8529000.000
NetCashProvidedByUsedInInvestingActivities,,,-1422000.000,,-1040000.000,,,,-9602000.000,,,,-1303000.000,,,,-5922000.000,,,,-10764000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-1422000.000,,-1040000.000,,,,-9602000.000,,,,-1303000.000,,,,-5922000.000,,,,-10764000.000
NetCashProvidedByUsedInOperatingActivities,,,-5352000.000,,-32232000.000,,,,10095000.000,,,,-37086000.000,,,,34109000.000,,,,-34663000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-5352000.000,,-32232000.000,,,,10095000.000,,,,-37086000.000,,,,34109000.000,,,,-34663000.000
NetIncomeLoss,10013000.000,7618000.000,-1247000.000,3221000.000,4279000.000,17164000.000,5600000.000,4268000.000,1638000.000,-5156000.000,15345000.000,19799000.000,8336000.000,-8830000.000,8304000.000,2469000.000,8352000.000,10841000.000,-4714000.000,20793000.000,-18871000.000
NetIncomeLossAttributableToNoncontrollingInterest,,,,,,,,,38000.000,164000.000,785000.000,446000.000,344000.000,416000.000,583000.000,317000.000,349000.000,745000.000,748000.000,298000.000,85000.000
NetIncomeLossAvailableToCommonStockholdersBasic,10013000.000,7618000.000,,,,,,,,,,,,,,,,,,,
