,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,3446000.000,3780000.000,3679000.000,3495000.000,3526000.000,3960000.000,3459000.000,3214000.000,3010000.000,2793000.000,2806000.000,2991000.000,3364000.000,2178000.000,2109000.000,2478000.000,3047000.000,,,,,
AccountsPayableAndOtherAccruedLiabilitiesCurrent,,,,,,,3324000.000,,,,2651000.000,,,,,,,5286424.000,,,,
AccountsPayableCurrent,,,,,,,,,,,,,,1600000.000,1410000.000,,,,4329187.000,4138377.000,3198604.000,2874281.000
AccountsReceivableNetCurrent,382000.000,338000.000,418000.000,647000.000,544000.000,997000.000,566000.000,630000.000,461000.000,659000.000,508000.000,548000.000,424000.000,389000.000,274000.000,217000.000,197000.000,4549699.000,2142514.000,2567418.000,1074660.000,1731859.000
AccruedLiabilitiesCurrent,,,,,,,,,,,,,,,,,,,2153234.000,1209326.000,1285818.000,956807.000
AccruedProfessionalFeesCurrent,,,,,,,,,,,,,,,365000.000,,,,,,,
AccruedSalesCommissionCurrent,,,,,,,,,,,,,,,,,,840515.000,1106555.000,922896.000,1034009.000,1288609.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,4771000.000,,,,5099000.000,,,,5431000.000,,,2478731.000,2677043.000,2986427.000,3320648.000,3594529.000
AdditionalPaidInCapital,172883000.000,177805000.000,179690000.000,182900000.000,183193000.000,183333000.000,197409000.000,197561000.000,200646000.000,201025000.000,201492000.000,203853000.000,204254000.000,204744000.000,205909000.000,206559000.000,208704000.000,38207874.000,38316376.000,38405902.000,43936054.000,44024631.000
AdditionalPaidInCapitalPreferredStock,,,,,,,700000.000,,,,,,,,,,,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,,,,,,,,,,,,109000.000,769000.000,863000.000,874000.000,543000.000
Assets,9263000.000,12840000.000,14889000.000,14261000.000,12619000.000,11300000.000,13193000.000,11182000.000,11479000.000,9947000.000,8228000.000,8566000.000,7139000.000,4953000.000,4163000.000,4188000.000,3414000.000,55161188.000,51673329.000,50723348.000,48445019.000,49491852.000
AssetsCurrent,6710000.000,8131000.000,10336000.000,9968000.000,8529000.000,7347000.000,9184000.000,7329000.000,7767000.000,6957000.000,5254000.000,5697000.000,4270000.000,2209000.000,1602000.000,1790000.000,1172000.000,14099803.000,4186766.000,3578506.000,1739500.000,3179621.000
AssetsNet,,,,,,,,,,,,,,,,,,43694000.000,51673329.000,50723348.000,48445019.000,49491852.000
AvailableForSaleSecurities,,,,,,,210000.000,210000.000,210000.000,210000.000,,,,,,,,,,,,
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainLossBeforeTax,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,
AvailableForSaleSecuritiesCurrent,,,,,,,,,,,210000.000,210000.000,,,,,,,,,,
AvailableForSaleSecuritiesFairValueDisclosure,,,,210000.000,210000.000,210000.000,,,,,,,,,,,,,,,,
BusinessAcquisitionCostOfAcquiredEntityCashPaid,,,,525000.000,1000000.000,1000000.000,,,,,,,,,,,,,,,,
BusinessAcquisitionCostOfAcquiredEntityEquityInterestsIssuedAndIssuable,,,,1215000.000,1215000.000,1215000.000,,,,,,,,,,,,,,,,
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,,,,2273000.000,2273000.000,2273000.000,,,,,,,,,,,,,,,,
BusinessAcquisitionCostOfAcquiredEntityTransactionCosts,,,,15000.000,15000.000,15000.000,15000.000,15000.000,15000.000,15000.000,15000.000,,,,15000.000,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssets,,,,,,,,,,,,,,,,,,42486000.000,42486000.000,42486000.000,42486000.000,42486000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCashAndEquivalents,,,,,,,,,,,,,,,,,,30000.000,30000.000,30000.000,30000.000,30000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsPrepaidExpenseAndOtherAssets,,,,,,,,,,,,,,,,,,464000.000,464000.000,464000.000,464000.000,464000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsReceivables,,,,,,,,,,,,,,,,,,174000.000,174000.000,174000.000,174000.000,174000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesAccountsPayable,,,,,,,,,,,,,,,,,,3860000.000,3860000.000,3860000.000,3860000.000,3860000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesLongTermDebt,,,,,,,,,,,,,,,,,,4078000.000,4078000.000,4078000.000,4078000.000,4078000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesOther,,,,,,,,,,,,,,,,,,1066000.000,1066000.000,1066000.000,1066000.000,1066000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedDeferredTaxAssets,,,,,,,,,,,,,,,,,,38804000.000,38804000.000,38804000.000,38804000.000,38804000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibleAssetsOtherThanGoodwill,,,,,,,,,,,,,,,,,,2344000.000,2344000.000,2344000.000,2344000.000,2344000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedInventory,,,,,,,,,,,,,,,,,,360000.000,360000.000,360000.000,360000.000,360000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedLiabilities,,,,,,,,,,,,,,,,,,9004000.000,9004000.000,9004000.000,9004000.000,9004000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,,,,,,,,,,,,,,,,,,33482000.000,33482000.000,33482000.000,33482000.000,33482000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedPropertyPlantAndEquipment,,,,,,,,,,,,,,,,,,189000.000,189000.000,189000.000,189000.000,189000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredGoodwillAndLiabilitiesAssumedNet,,,,,,,,,,,,,,,,,,36800000.000,36800000.000,36800000.000,36800000.000,36800000.000
CapitalizedComputerSoftwareGross,,,,,,,,,,,,,,,,,,392913.000,392913.000,392913.000,392913.000,392913.000
CapitalizedComputerSoftwareNet,564000.000,433000.000,302000.000,129000.000,86000.000,43000.000,,,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,516000.000,1865000.000,3550000.000,3442000.000,1904000.000,554000.000,3505000.000,2293000.000,3194000.000,2420000.000,1084000.000,1369000.000,623000.000,295000.000,247000.000,282000.000,119000.000,2763468.000,1414706.000,600668.000,356077.000,1155273.000
CashUninsuredAmount,,,,,,,,,,,,,,,,,,2431000.000,1165000.000,291000.000,30000.000,948000.000
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,,,,,,,,,,,,,,,0.840,0.300,,,,,2.700,
ClassOfWarrantOrRightOutstanding,,,,13407000.000,13632000.000,13632000.000,,,,,,,,,,,,,,,,
