,2011-06-25,2012-06-30,2013-06-29
AdvertisingExpense,,12182.000,26100000.000
AmortizationOfIntangibleAssets,,74793000.000,94000000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,127000.000,178000.000,200000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,200339000.000,292385000.000,177400000.000
CommonStockDividendsPerShareDeclared,0.273,0.310,0.350
ComprehensiveIncomeNetOfTax,,,479600000.000
CostOfGoodsAndServicesSold,1810159000.000,2077651000.000,2259800000.000
CurrentFederalTaxExpenseBenefit,108644000.000,74873000.000,125000000.000
CurrentForeignTaxExpenseBenefit,46183000.000,9120000.000,24300000.000
CurrentIncomeTaxExpenseBenefit,166136000.000,91539000.000,160100000.000
CurrentStateAndLocalTaxExpenseBenefit,11309000.000,7546000.000,10700000.000
DeferredFederalIncomeTaxExpenseBenefit,-11479000.000,32631000.000,16600000.000
DeferredForeignIncomeTaxExpenseBenefit,-43298000.000,-6586000.000,-10900000.000
DeferredIncomeTaxExpenseBenefit,-57904000.000,27476000.000,5700000.000
DeferredIncomeTaxesAndTaxCredits,-56140000.000,27476000.000,5700000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,-1363000.000,1431000.000,0.000
DeferredTaxExpenseFromStockOptionsExercised,,,-1400000.000
Depreciation,,58157.000,66200000.000
DepreciationAndAmortization,102941000.000,135323000.000,160200000.000
DepreciationDepletionAndAmortization,102941000.000,135323000.000,160200000.000
DerivativeGainLossOnDerivativeNet,,,4700000.000
DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,3848000.000,-7525000.000,-2800000.000
DerivativeInstrumentsGainLossRecognizedInIncomeIneffectivePortionAndAmountExcludedFromEffectivenessTestingNet,-663000.000,732000.000,-200000.000
DerivativeInstrumentsGainLossRecognizedInIncomeNet,,-2737000.000,
DerivativeInstrumentsGainLossRecognizedInOtherComprehensiveIncomeEffectivePortionNet,1907000.000,-16563000.000,11900000.000
DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax,-2151000.000,8639000.000,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,-2151000.000,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,91000.000,8639000.000,
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,1452000.000,0.000,
DisposalGroupIncludingDiscontinuedOperationRevenue,17499000.000,0.000,
EarningsPerShareBasic,3.670,4.310,4.710
EarningsPerShareDiluted,3.630,4.270,4.680
EffectOfExchangeRateOnCashAndCashEquivalents,-4265000.000,4426000.000,-5800000.000
EffectiveIncomeTaxRateContinuingOperations,0.244,0.232,0.273
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350,0.350,0.350
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,-0.025,-0.062,-0.046
EffectiveIncomeTaxRateReconciliationNondeductibleExpense,-0.009,-0.009,-0.006
EffectiveIncomeTaxRateReconciliationOtherAdjustments,0.033,0.023,0.017
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,0.022,0.018,0.017
EffectiveIncomeTaxRateReconciliationTaxCreditsForeign,-0.062,-0.001,-0.001
EffectiveIncomeTaxRateReconciliationTaxCreditsResearch,-0.007,-0.003,-0.005
EffectiveIncomeTaxRateReconciliationTaxSettlements,,-0.051,-0.012
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,23124000.000,,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,17193000.000,12893000.000,15700000.000
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,17193000.000,12893000.000,15700000.000
FairValueLevel1ToLevel2TransfersAmount,0.000,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetGainLossIncludedInOtherComprehensiveIncomeLoss,,-1033000.000,2200000.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetSales,,,-8600000.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityGainLossIncludedInOtherComprehensiveIncome,,0.000,
FiniteLivedIntangibleAssetsAmortizationExpense,46778000.000,,
FutureAmortizationExpenseYearFive,48800000.000,,
FutureAmortizationExpenseYearFour,50900000.000,,
FutureAmortizationExpenseYearOne,51200000.000,,
FutureAmortizationExpenseYearThree,51900000.000,,
FutureAmortizationExpenseYearTwo,52400000.000,,
GainLossOnSaleOfBusiness,,-8639000.000,0.000
GoodwillAcquiredDuringPeriod,0.000,163905000.000,308600000.000
GoodwillImpairmentLoss,0.000,0.000,0.000
GoodwillTranslationAdjustments,26578000.000,-24193000.000,2900000.000
GrossProfit,944870000.000,1095598000.000,1280000000.000
ImpairmentOfInvestments,0.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,299343000.000,314208000.000,402200000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,151211000.000,197781000.000,205500000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,450554000.000,511989000.000,607700000.000
