,2011-08-31,2011-11-30,2012-02-29,2012-05-31,2012-08-31,2012-11-30,2013-02-28
AccountsPayableCurrent,10207000.000,4423000.000,5106000.000,3689000.000,3341000.000,3730000.000,3071000.000
AccountsPayableOtherCurrent,,,,,1316000.000,1163000.000,383000.000
AccountsReceivableNet,,,,,2289000.000,2163000.000,2111000.000
AccountsReceivableNetCurrent,4984000.000,3018000.000,4012000.000,3042000.000,,,
AccountsReceivableRelatedPartiesCurrent,40000.000,40000.000,,,,,
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,,323000.000,335000.000,340000.000
AccruedIncomeTaxesCurrent,,,,,507000.000,549000.000,486000.000
AccruedSalariesCurrent,,,,,342000.000,329000.000,354000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,6318000.000,6392000.000,6465000.000,6497000.000,4892000.000,4794000.000,4789000.000
AdditionalPaidInCapital,,,,,52035000.000,52040000.000,52247000.000
AdditionalPaidInCapitalCommonStock,51822000.000,51863000.000,51867000.000,51873000.000,,,
AllowanceForDoubtfulAccountsReceivableCurrent,237000.000,193000.000,223000.000,176000.000,176000.000,132000.000,142000.000
Assets,17907000.000,19727000.000,18354000.000,14289000.000,11882000.000,11357000.000,10385000.000
AssetsCurrent,11592000.000,13792000.000,12664000.000,8814000.000,7274000.000,6808000.000,5033000.000
AssetsHeldForSaleCurrent,,,,,116000.000,114000.000,
Cash,2701000.000,2434000.000,4872000.000,1973000.000,,,
CashAndCashEquivalentsAtCarryingValue,,,,,1666000.000,1257000.000,756000.000
CertificatesOfDepositAtCarryingValue,,,,,25000.000,25000.000,25000.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,70000000.000,70000000.000,70000000.000,70000000.000,70000000.000,70000000.000,70000000.000
CommonStockSharesIssued,49916189.000,49919522.000,49919522.000,49919522.000,49919522.000,49919522.000,50449920.000
CommonStockSharesOutstanding,48739002.000,48742335.000,48742335.000,48742335.000,48742335.000,48742335.000,49272733.000
CommonStockSharesSubscribedButUnissued,,,,,,,530398.000
CommonStockValue,50000.000,50000.000,50000.000,50000.000,50000.000,50000.000,51000.000
CustomerDepositsCurrent,,,,,202000.000,188000.000,176000.000
DeferredRevenueCurrent,277000.000,202000.000,198000.000,186000.000,95000.000,86000.000,72000.000
DeferredTaxAssetsGoodwillAndIntangibleAssets,,,,,289000.000,320000.000,326000.000
DeferredTaxAssetsGrossCurrent,,,,,918000.000,915000.000,740000.000
DeferredTaxAssetsGrossNoncurrent,,,,,9745000.000,10080000.000,10238000.000
DeferredTaxAssetsInventory,,,,,62000.000,94000.000,66000.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,,8480000.000,8858000.000,9024000.000
DeferredTaxAssetsOther,,,,,180000.000,133000.000,125000.000
DeferredTaxAssetsPropertyPlantAndEquipment,,,,,230000.000,201000.000,193000.000
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,,796000.000,776000.000,626000.000
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,,,,60000.000,45000.000,48000.000
DeferredTaxAssetsValuationAllowanceCurrent,,,,,918000.000,915000.000,740000.000
DeferredTaxAssetsValuationAllowanceNoncurrent,,,,,9745000.000,10080000.000,10238000.000
DepositAssets,,,,,79000.000,67000.000,63000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,,17000.000,11000.000,6000.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,10170000.000,10502000.000,10628000.000,10811000.000,10776000.000,10943000.000,11165000.000
FiniteLivedIntangibleAssetsGross,,,,,12369000.000,12528000.000,13531000.000
FiniteLivedIntangibleAssetsNet,,,,,1593000.000,1585000.000,2366000.000
Goodwill,343000.000,343000.000,343000.000,343000.000,,,
IndefiniteLivedIntangibleAssetsExcludingGoodwill,,,,,,,975000.000
IntangibleAssetsNetExcludingGoodwill,3320000.000,3065000.000,2804000.000,2622000.000,2493000.000,2485000.000,3341000.000
IntangibleAssetsNetIncludingGoodwill,,,,,2493000.000,2485000.000,3341000.000
