,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,1927.000,1474000.000,1756000.000,1396000.000,2551000.000,1132000.000,1742000.000,938000.000,938000.000,950000.000,1690000.000,1712000.000,1848000.000,1403000.000,1506000.000,1890000.000,2602000.000,2285000.000,4145000.000,4560000.000,2811000.000,1973000.000,2647000.000
AccountsReceivableGrossCurrent,,,,,4648000.000,,5035000.000,3567000.000,3822000.000,,5623000.000,6377000.000,4669000.000,,5796000.000,3433000.000,4265000.000,,7298000.000,5965000.000,6286000.000,,
AccountsReceivableNetCurrent,2528.000,3267000.000,4155000.000,2119000.000,4609000.000,2062000.000,4996000.000,3528000.000,3783000.000,2844000.000,5539000.000,6255000.000,4547000.000,3266000.000,5747000.000,3384000.000,4216000.000,4122000.000,7249000.000,5916000.000,6237000.000,3448000.000,3288000.000
AccruedLiabilitiesCurrent,,261000.000,318000.000,55000.000,231000.000,166000.000,148000.000,157000.000,200000.000,154000.000,109000.000,146000.000,173000.000,217000.000,143000.000,181000.000,191000.000,168000.000,188000.000,234000.000,201000.000,169000.000,402000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,-4470000.000,,,,-4853000.000,,,,-5302000.000,,,,-5713000.000,,,,6454000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,,,,,,,,,,,700000.000,397000.000,690000.000,1170000.000,2061000.000,2061000.000,4120000.000
AdditionalPaidInCapital,24495.000,24529000.000,24570000.000,24591000.000,24599000.000,24604000.000,24635000.000,24650000.000,24653000.000,24672000.000,24754000.000,24784000.000,24806000.000,24816000.000,24849000.000,24876000.000,24893000.000,24926000.000,24938000.000,25335000.000,25376000.000,25382000.000,25513000.000
AllowanceForDoubtfulAccountsReceivableCurrent,44.000,44000.000,44000.000,43000.000,39000.000,39000.000,39000.000,39000.000,39000.000,84000.000,84000.000,122000.000,122000.000,49000.000,49000.000,49000.000,49000.000,49000.000,49000.000,49000.000,49000.000,50000.000,3338000.000
Assets,33018.000,33193000.000,31847000.000,30973000.000,35134000.000,33960000.000,34475000.000,33599000.000,34159000.000,34023000.000,35441000.000,36407000.000,37639000.000,36986000.000,37651000.000,37901000.000,40065000.000,39449000.000,45809000.000,45228000.000,43068000.000,42544000.000,42354000.000
AssetsCurrent,22532.000,23056000.000,22980000.000,22134000.000,26614000.000,27332000.000,27934000.000,26842000.000,27600000.000,28120000.000,29615000.000,30720000.000,32127000.000,32405000.000,33130000.000,33353000.000,31785000.000,28154000.000,33763000.000,32800000.000,29963000.000,29767000.000,27406000.000
AvailableForSaleSecurities,,,,,,,,,,,,,,,,,,3402000.000,,,,6472000.000,
AvailableForSaleSecuritiesNoncurrent,,,,,,,,,,,,,,,,,3893000.000,,4338000.000,5086000.000,6472000.000,,9673000.000
CapitalizedComputerSoftwareNet,3277.000,3027000.000,2778000.000,2557000.000,2277000.000,2207000.000,2085000.000,1952000.000,1731000.000,1478000.000,1281000.000,1084000.000,887000.000,753000.000,650000.000,548000.000,445000.000,370000.000,317000.000,264000.000,211000.000,176000.000,
CashAndCashEquivalentsAtCarryingValue,4234.000,4899000.000,2693000.000,3471000.000,6232000.000,6581000.000,4516000.000,5804000.000,7630000.000,7945000.000,8042000.000,9162000.000,10906000.000,11363000.000,10685000.000,11678000.000,7856000.000,4669000.000,6345000.000,9080000.000,8621000.000,10910000.000,8325000.000
CommitmentsAndContingencies,,,,,,,,,,,,0.000,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600
