,2011-01-29,2011-04-30,2011-07-30,2011-10-29,2012-01-28,2012-04-28,2012-07-28,2012-10-27,2013-02-02,2013-05-04,2013-08-03,2013-11-02,2014-02-01,2014-05-03,2014-08-02,2014-11-01,2015-01-31,2015-05-02,2015-08-01,2015-10-31,2016-01-30,2016-04-30,2016-07-30,2016-10-29,2017-01-28,2017-04-29
AccountsPayableCurrent,123881000.000,153144000.000,130068000.000,155610000.000,123445000.000,159058000.000,119433000.000,170549000.000,123983000.000,161533000.000,136629000.000,165596000.000,148762000.000,168826000.000,214766000.000,263645000.000,209867000.000,233066000.000,176560000.000,233520000.000,237114000.000,203248000.000,169820000.000,200199000.000,177380000.000,171886000.000
AccountsReceivableNetCurrent,60607000.000,72004000.000,65289000.000,66094000.000,56669000.000,69249000.000,69622000.000,82966000.000,63010000.000,64468000.000,56083000.000,80180000.000,63153000.000,67778000.000,89195000.000,84054000.000,73266000.000,83169000.000,70392000.000,66902000.000,63890000.000,83333000.000,84348000.000,71898000.000,65714000.000,84016000.000
AccruedIncomeTaxesCurrent,3135000.000,597000.000,23994000.000,22727000.000,3435000.000,967000.000,728000.000,4939000.000,5856000.000,6366000.000,3554000.000,10034000.000,730000.000,4277000.000,1201000.000,13590000.000,1609000.000,1328000.000,2326000.000,14233000.000,1173000.000,,,917000.000,1262000.000,2861000.000
AccruedLiabilitiesCurrent,139640000.000,170847000.000,151754000.000,146391000.000,154395000.000,179172000.000,161850000.000,149244000.000,164344000.000,185133000.000,,,,,,,,,,,,,,,,
AccruedLiabilitiesForUnredeeemedGiftCards,,,12213000.000,11556000.000,14895000.000,13343000.000,12833000.000,12210000.000,15535000.000,14069000.000,13387000.000,12633000.000,15589000.000,14242000.000,33732000.000,32511000.000,39563000.000,37071000.000,35488000.000,34477000.000,40884000.000,37712000.000,36217000.000,34693000.000,40865000.000,37434000.000
AccruedProfessionalFeesCurrent,,,,,,,,,,,,,9338000.000,24605000.000,16181000.000,12126000.000,7566000.000,4888000.000,1400000.000,1141000.000,737000.000,325000.000,,,,
AccruedRoyaltiesCurrent,,,,,,,,,,,7041000.000,8069000.000,,,7436000.000,8392000.000,,,6794000.000,6630000.000,3727000.000,2167000.000,7545000.000,7977000.000,3720000.000,1806000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,577386000.000,,,,611205000.000,,,,649008000.000,,,,683159000.000,,,,743697000.000,,,,823214000.000,,,,897089000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,38366000.000,52793000.000,49327000.000,41504000.000,36921000.000,44647000.000,36302000.000,40735000.000,36924000.000,33824000.000,26234000.000,31060000.000,27311000.000,33302000.000,33380000.000,20829000.000,-5671000.000,789000.000,-4110000.000,-6356000.000,-28486000.000,-11817000.000,-31211000.000,-45338000.000,-40083000.000,-42208000.000
AdditionalPaidInCapitalCommonStock,341663000.000,343846000.000,351181000.000,356414000.000,362735000.000,368025000.000,372601000.000,380099000.000,386254000.000,388497000.000,382519000.000,404506000.000,412043000.000,417622000.000,423169000.000,435755000.000,440907000.000,442743000.000,448036000.000,452666000.000,455765000.000,456107000.000,461143000.000,466817000.000,470801000.000,474369000.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,800000.000,,,,,,,,,,,,,
Assets,1320318000.000,1368432000.000,1405393000.000,1444810000.000,1405952000.000,1468811000.000,1447999000.000,1536428000.000,1496347000.000,1544181000.000,1414534000.000,1606451000.000,1555230000.000,1640978000.000,3624599000.000,3653427000.000,3546758000.000,3603099000.000,3516352000.000,3512379000.000,2244319000.000,2276821000.000,2184554000.000,2175129000.000,2097872000.000,2114235000.000
AssetsCurrent,764008000.000,806654000.000,841576000.000,882485000.000,825383000.000,860879000.000,823885000.000,913361000.000,855153000.000,885027000.000,760217000.000,863059000.000,815097000.000,894276000.000,1306425000.000,1343996000.000,1249437000.000,1301706000.000,1254121000.000,1348874000.000,1259920000.000,1274398000.000,1200494000.000,1214951000.000,1165717000.000,1204105000.000
BuildingsAndImprovementsGross,90436000.000,,,,95203000.000,,,,107073000.000,,,,112837000.000,,,,123762000.000,,,,130719000.000,,,,148623000.000,
CapitalLeaseObligations,,,,,5105000.000,,,,,,,,,,,,,,,,,,,,,
CapitalLeasedAssetsGross,,,,,7300000.000,,,,,,,,,,,,,,,,,,,,,
CapitalLeasesBalanceSheetAssetsByMajorClassNet,,,,,4900000.000,,,,,,,,,,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDue,,,,,6631000.000,,,,,,,,,,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,1582000.000,,,,,,,,,,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,,749000.000,,,,,,,,,,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,,1046000.000,,,,,,,,,,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,1392000.000,,,,,,,,,,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,1535000.000,,,,,,,,,,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueThereafter,,,,,327000.000,,,,,,,,,,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,,1526000.000,,,,,,,,,,,,,,,,,,,,,
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,,,,,2400000.000,,,,,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,136371000.000,145657000.000,162301000.000,138545000.000,125306000.000,118716000.000,106399000.000,138016000.000,156063000.000,155099000.000,32488000.000,64764000.000,59252000.000,95923000.000,67235000.000,64716000.000,62261000.000,61802000.000,73403000.000,53654000.000,29980000.000,36429000.000,11430000.000,34948000.000,70889000.000,66580000.000
CommonStockCapitalSharesReservedForFutureIssuance,,,,,4507474.000,,,,,,,,,,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.010,,,,0.010,,,,0.010,,,,0.010,,,,0.010,,,,0.010,,,,0.010,
CommonStockSharesAuthorized,100000000.000,,,,100000000.000,,,,100000000.000,,,,100000000.000,,,,100000000.000,,,,100000000.000,,,,100000000.000,
CommonStockSharesIssued,71005810.000,,,,71827993.000,,,,72550652.000,,,,47701829.000,,,,48265902.000,,,,48567245.000,,,,48783700.000,
CommonStockValue,710000.000,714000.000,715000.000,717000.000,718000.000,721000.000,722000.000,725000.000,725000.000,728000.000,708000.000,704000.000,476000.000,480000.000,481000.000,481000.000,482000.000,485000.000,485000.000,485000.000,485000.000,486000.000,486000.000,487000.000,487000.000,490000.000
CompensatedAbsencesLiabilitySabbaticalLeave,,,,,,,,,,,,,11300000.000,,,,11200000.000,,,,11800000.000,,,,6100000.000,
CustomerAdvancesAndDepositsCurrent,,,36268000.000,18376000.000,17521000.000,51889000.000,38392000.000,19060000.000,20276000.000,50667000.000,37363000.000,18897000.000,22617000.000,58955000.000,43902000.000,24275000.000,24540000.000,59830000.000,45752000.000,25715000.000,25218000.000,67497000.000,47993000.000,29371000.000,28384000.000,72411000.000
CustomerLoyaltyProgramLiabilityCurrent,,,,,,,,,,,7085000.000,7552000.000,6321000.000,6433000.000,7179000.000,8073000.000,6889000.000,7293000.000,7508000.000,8181000.000,9215000.000,10076000.000,9963000.000,10704000.000,9840000.000,8720000.000
DebtInstrumentBasisSpreadOnVariableRate,,,0.005,0.005,0.005,,,,,,,,,,,,,,,,,,,,,
DebtInstrumentCarryingAmount,,,,,,,,,,,,,,,,,1697250000.000,,,,1689250000.000,,,,1621799000.000,
DebtInstrumentUnamortizedDiscount,,,,,,,,,,,,,,,,,10018000.000,,,,,,,,,
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,,,,,,,,,,,,,,,,,,,,,,,,,26270000.000,
DeferredCostsCurrentAndNoncurrent,,,,,,,,,,,,,,,,,,,,,,,,,22100000.000,
DeferredFinanceCostsCurrentNet,,,,,,,,,,,,,,,7502000.000,7550000.000,,,,,,,,,,
DeferredFinanceCostsNet,,,,,,,,,,,,,,,,,,39000000.000,,,,,,,,
DeferredIncomeTaxLiabilities,,,,,,,,,6983000.000,,,,95031000.000,,,,384693000.000,,,,208375000.000,,,,177740000.000,
DeferredIncomeTaxesAndOtherTaxLiabilitiesNoncurrent,,,15281000.000,19292000.000,34812000.000,37618000.000,34011000.000,36498000.000,38810000.000,37440000.000,32159000.000,47867000.000,51604000.000,52381000.000,316844000.000,287851000.000,328271000.000,331728000.000,312664000.000,275213000.000,112469000.000,116115000.000,115735000.000,102243000.000,92079000.000,90772000.000
DeferredTaxAndOtherLiabilitiesNoncurrent,,,71864000.000,76429000.000,92858000.000,100935000.000,98401000.000,92057000.000,92929000.000,92099000.000,86836000.000,104950000.000,109292000.000,109696000.000,393413000.000,367612000.000,409326000.000,412575000.000,393628000.000,358059000.000,194605000.000,197116000.000,192125000.000,175179000.000,163420000.000,161600000.000
DeferredTaxAssetsDeferredIncome,,,,,,,,,918000.000,,,,,,,,,,,,,,,,,
DeferredTaxAssetsGross,,,,,76180000.000,,,,75351000.000,,,,81765000.000,,,,100427000.000,,,,123433000.000,,,,116974000.000,
DeferredTaxAssetsInventory,,,,,3153000.000,,,,2541000.000,,,,2471000.000,,,,3776000.000,,,,11778000.000,,,,8330000.000,
DeferredTaxAssetsLiabilitiesNet,,,,,-1769000.000,,,,,,,,,,,,,,,,,,,,,
DeferredTaxAssetsLiabilitiesNetCurrent,,,,,,,,,,,,,,,,,,,25544000.000,38736000.000,,,,,,
DeferredTaxAssetsLiabilitiesNetNoncurrent,,,,,,,,,1800000.000,,,,,,,,,,,,,,,,,
DeferredTaxAssetsNet,,,,,,,,,74796000.000,,,,80588000.000,,,,99825000.000,,,,117248000.000,,,,107144000.000,
DeferredTaxAssetsNetCurrent,,,28551000.000,24138000.000,29392000.000,22396000.000,22311000.000,23769000.000,26607000.000,21200000.000,25463000.000,31726000.000,33148000.000,38536000.000,11172000.000,12929000.000,23777000.000,23631000.000,,,,,,,,
DeferredTaxAssetsNetNoncurrent,,,,,,,,,,,,,600000.000,,,,,,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,19171000.000,,,,13938000.000,,,,12093000.000,,,,11460000.000,,,,24955000.000,,,,23361000.000,
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,,,29200000.000,,,,27500000.000,,,,,,,,,,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwardsForeign,,,,,12800000.000,,,,9500000.000,,,,,,,,,,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwardsNotSubjectToExpiration,,,,,,,,,9500000.000,,,,,,,,,,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,,,12400000.000,,,,18400000.000,,,,,,,,,,,,,,,,,
DeferredTaxAssetsOther,,,,,1528000.000,,,,38000.000,,,,2013000.000,,,,1149000.000,,,,2255000.000,,,,2902000.000,
