,2011-12-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,62000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-14882000.000
CurrentIncomeTaxExpenseBenefit,-2777000.000
DeferredIncomeTaxExpenseBenefit,9823000.000
DeferredOtherTaxExpenseBenefit,12600000.000
DepreciationDepletionAndAmortization,1661000.000
DividendsPreferredStock,1106000.000
DividendsPreferredStockCash,1088000.000
EarningsPerShareBasic,-6.030
EarningsPerShareDiluted,-6.030
FeesAndCommissions,2276000.000
FeesAndCommissionsDepositorAccounts,944000.000
FeesAndCommissionsMortgageBanking,2120000.000
ForeclosedRealEstateExpense,5219000.000
GainLossOnSaleOfOtherAssets,555000.000
GainLossOnSalesOfLoansNet,178000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-6000000.000
IncomeTaxExpenseBenefit,9823000.000
IncomeTaxesPaidNet,1000.000
IncreaseDecreaseInAccruedLiabilities,490000.000
IncreaseDecreaseInDerivativeAssetsAndLiabilities,-257000.000
IncreaseDecreaseInFederalFundsPurchasedAndSecuritiesSoldUnderAgreementsToRepurchaseNet,-3376000.000
IncreaseDecreaseInInterestAndDividendsReceivable,-210000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,172000.000
IncreaseDecreaseInTimeDeposits,-55249000.000
InterestAndDividendIncomeOperating,26855000.000
InterestAndDividendIncomeSecuritiesAvailableForSale,1202000.000
InterestAndFeeIncomeLoansAndLeases,25277000.000
InterestExpense,9255000.000
InterestExpenseLongTermDebt,3502000.000
InterestExpenseNegotiableOrderOfWithdrawalNOWDeposits,1611000.000
InterestExpenseShortTermBorrowings,41000.000
InterestExpenseTimeDeposits,3755000.000
InterestIncomeExpenseAfterProvisionForLoanLoss,14300000.000
InterestIncomeExpenseNet,17600000.000
InterestPaid,9794000.000
LaborAndRelatedExpense,10955000.000
NetCashProvidedByUsedInFinancingActivities,-54160000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-54160000.000
NetCashProvidedByUsedInInvestingActivities,34539000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,34539000.000
NetCashProvidedByUsedInOperatingActivities,4739000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,4739000.000
NetChangeInterestAndNoninterestBearingDepositsDomestic,4444000.000
NetIncomeLoss,-15823000.000
NetIncomeLossAvailableToCommonStockholdersBasic,-16929000.000
NoninterestExpense,26624000.000
NoninterestIncome,6324000.000
NoninterestIncomeOtherOperatingIncome,984000.000
OccupancyNet,2599000.000
OtherComprehensiveIncomeLossTax,89000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,104000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodTax,-69000.000
OtherInterestAndDividendIncome,225000.000
OtherNoninterestExpense,7851000.000
PaidInKindInterest,-106000.000
PaymentsForOriginationOfMortgageLoansHeldForSale,66014000.000
PaymentsForProceedsFromFederalHomeLoanBankStock,100000.000
PaymentsToAcquireAvailableForSaleSecurities,64915000.000
PaymentsToAcquireLifeInsurancePolicies,4000000.000
PaymentsToAcquirePropertyPlantAndEquipment,499000.000
ProceedsFromLoanAndLeaseOriginationsAndPrincipalCollections,-28561000.000
ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities,67000000.000
ProceedsFromSaleOfForeclosedAssets,5638000.000
ProceedsFromSaleOfLoansHeldForInvestment,2854000.000
ProceedsFromSaleOfMortgageLoansHeldForSale,68668000.000
ProceedsFromStockPlans,21000.000
ProvisionForLoanAndLeaseLosses,3300000.000
ProvisionForOtherLosses,3159000.000
RestrictedStockExpense,77000.000
StockIssuedDuringPeriodSharesEmployeeStockPurchasePlans,2628.000
StockIssuedDuringPeriodSharesRestrictedStockAwardForfeited,7437.000
StockIssuedDuringPeriodSharesRestrictedStockAwardGross,40666.000
StockIssuedDuringPeriodValueEmployeeStockPurchasePlan,21000.000
StockIssuedDuringPeriodValueRestrictedStockAwardNetOfForfeitures,77000.000
TransferOfOtherRealEstate,17354000.000
