,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,,,,,-15055.000
AmortizationOfIntangibleAssets,19185.000,19186.000,19185.000,1438892.000,0.000
CashAndCashEquivalentsPeriodIncreaseDecrease,536657.000,,,,-14375.000
DebtInstrumentConvertibleBeneficialConversionFeature,,,,,130165.000
DebtInstrumentConvertibleInterestExpense,,,,,148517.000
Depreciation,429.000,24314.000,24313.000,-47341.000,580.000
EarningsPerShareDiluted,-0.010,-0.010,-0.010,-0.020,0.000
ForeignCurrencyTransactionGainLossUnrealized,,,,,-8169.000
GeneralAndAdministrativeExpense,219724.000,234616.000,155934.000,40650.000,95047.000
ImpairmentOfIntangibleAssetsExcludingGoodwill,0.000,0.000,0.000,0.000,0.000
ImpairmentOfIntangibleAssetsFinitelived,0.000,,,,0.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-34339.000,,,,66503.000
IncreaseDecreaseInAccountsReceivable,0.000,,,,3953.000
IncreaseDecreaseInPrepaidExpense,30619.000,,,,951.000
InvestmentIncomeInterest,,25.000,0.000,,
IssuanceOfStockAndWarrantsForServicesOrClaims,0.000,,,,0.000
NetCashProvidedByUsedInFinancingActivities,1814000.000,,,,150524.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,1814000.000,,,,150524.000
NetCashProvidedByUsedInInvestingActivities,-430454.000,,,,0.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-430454.000,,,,0.000
NetCashProvidedByUsedInOperatingActivities,-846889.000,,,,-164899.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-846889.000,,,,-164899.000
NetIncomeLoss,-1578878.000,-1235350.000,-810206.000,-3754382.000,-493899.000
NonoperatingIncomeExpense,,25.000,0.000,,
OperatingIncomeLoss,-1578878.000,-1235375.000,-810206.000,-3754357.000,-493899.000
PaymentsForRepurchaseOfCommonStock,0.000,,,,0.000
PaymentsOfStockIssuanceCosts,0.000,,,,555.000
PaymentsToAcquireIntangibleAssets,0.000,,,,0.000
PaymentsToAcquireOtherPropertyPlantAndEquipment,426834.000,,,,
PaymentsToAcquirePropertyPlantAndEquipment,3620.000,,,,0.000
ProceedsFromIssuanceOfCommonStock,0.000,,,,0.000
ProceedsFromLinesOfCredit,0.000,,,,130165.000
ProceedsFromStockOptionsExercised,0.000,,,,0.000
ProfessionalFees,164736.000,348102.000,166388.000,138815.000,123199.000
RepaymentsOfLinesOfCredit,0.000,,,,0.000
ResearchAndDevelopmentExpense,426171.000,454468.000,353569.000,1476199.000,16421.000
ShareBasedCompensation,748633.000,154689.000,90817.000,367500.000,110135.000
ShareBasedGoodsAndNonemployeeServicesTransactionCashFlowEffects,28700.000,,,,0.000
ShareBasedGoodsAndNonemployeeServicesTransactionStockholdersEquity,28700.000,,,,
StockIssuedDuringPeriodValueShareBasedCompensation,748633.000,,,,110135.000
StockOptionPlanExpense,748633.000,,,,110135.000
WeightedAverageNumberOfDilutedSharesOutstanding,146927692.000,148879627.000,149757139.000,-296634050.000,152859090.000
