,2013-06-30
AmortizationOfDeferredCharges,76750.000
CashAndCashEquivalentsPeriodIncreaseDecrease,1738.000
ContractsRevenue,0.000
CostOfGoodsSold,276035.000
DeferredCompensationArrangementWithIndividualCashAwardsGrantedPercentage,1.000
DepreciationAmortizationAndAccretionNet,3200.000
EarningsPerShareBasicAndDiluted,-0.005
GrossProfit,236279.000
IncomeLossFromContinuingOperations,-480740.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-480740.000
IncreaseDecreaseInAccountsPayable,444175.000
IncreaseDecreaseInAccountsReceivable,106089.000
IncreaseDecreaseInDueToAffiliates,-8367.000
IncreaseDecreaseInPrepaidExpense,-83883.000
InterestExpenseOther,95596.000
LeaseAndRentalExpense,30923.000
LossContingencyDamagesSoughtValue,155000.000
NetCashProvidedByUsedInFinancingActivities,307975.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,307975.000
NetCashProvidedByUsedInInvestingActivities,-320450.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-320450.000
NetCashProvidedByUsedInOperatingActivities,14213.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,14213.000
NetIncomeLoss,-480740.000
OperatingExpenses,622824.000
OtherComprehensiveIncomeLossBeforeTax,-386545.000
PaymentsForLegalSettlements,14000.000
ProceedsFromLoans,334975.000
ProductionRelatedImpairmentsOrCharges,-320450.000
RepaymentsOfLongTermDebt,13000.000
SalesRevenueServicesNet,512314.000
SellingGeneralAndAdministrativeExpense,621598.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,2.130
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,0.014
ShareBasedCompensationArrangementByShareBasedPaymentAwardSharesIssuedInPeriod,4000000.000
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeLowerRangeLimit,0.250
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeUpperRangeLimit,2.000
StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,287991.000
WeightedAverageNumberOfSharesOutstandingBasic,87513617.000
