,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
AccountsAndOtherReceivablesNetCurrent,,18073.000,14073.000,30492.000,15139.000,17418.000,17586.000,16788.000,10918.000,10918.000,30024.000,,6305.000,24.000,0.000,0.000,,,
AccountsPayable,,,,,,773172.000,,,,,,,,,,,,,
AccountsPayableCurrent,772608.000,833068.000,804814.000,737454.000,657142.000,,810370.000,848858.000,850702.000,757979.000,670476.000,712776.000,674615.000,610341.000,708850.000,817018.000,892848.000,830088.000,924677.000
AccountsReceivableNet,,,,,,266779.000,,,,,,,,,,,,,
AccountsReceivableNetCurrent,455035.000,416192.000,386414.000,347668.000,313168.000,,333868.000,235240.000,299992.000,181106.000,54134.000,110252.000,147758.000,140816.000,123695.000,80823.000,117427.000,16195.000,38761.000
AccruedLiabilities,,,,,,106127.000,,,,,,,,,,,,,
AccruedLiabilitiesCurrent,208232.000,39798.000,56959.000,51979.000,72889.000,,105712.000,128414.000,130608.000,184710.000,217548.000,285324.000,325145.000,276652.000,294253.000,319625.000,346840.000,371873.000,474497.000
AccruedPayrollTaxesCurrent,,,,,,,,,35112.000,,,,,,,,,,
AccruedSalariesCurrent,,,,,,,,,,,,,,,,95125.000,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,,2147221.000,,,,,,,1415218.000,,,
AdditionalPaidInCapital,,,,,,29157627.000,29783836.000,29812462.000,29864113.000,30044903.000,30379275.000,31638060.000,32590681.000,32833832.000,,,,,
AdditionalPaidInCapitalCommonStock,26590451.000,26883156.000,27171434.000,27896168.000,28063601.000,,,,,,,,,,32968640.000,33538262.000,33724312.000,34765341.000,35258718.000
AllowanceForDoubtfulAccountsReceivableCurrent,70000.000,,,80000.000,80000.000,90000.000,91260.000,101260.000,,,,,,0.000,0.000,,,900.000,900.000
AllowanceForDoubtfulOtherReceivablesCurrent,,,,,,,,,,,,,,,6202.000,,,153285.000,154798.000
Assets,2990467.000,2750560.000,2444892.000,2280698.000,2132989.000,2106392.000,2384029.000,1972157.000,1775117.000,1475013.000,1683831.000,2070136.000,1872384.000,1426391.000,1213667.000,812315.000,702891.000,1002783.000,708824.000
AssetsCurrent,1449294.000,1331440.000,1123970.000,1046954.000,967124.000,851358.000,1208840.000,837088.000,708030.000,547572.000,444228.000,987542.000,889742.000,473644.000,306974.000,299312.000,218891.000,573500.000,308685.000
AssetsNoncurrent,,,,,,,,,,,,,,,906693.000,513003.000,484000.000,429283.000,400139.000
BuildingsAndImprovementsGross,,,,,,,,,119445.000,,,,,,,476603.000,,,
CapitalLeaseObligationsCurrent,,,,,,,,,,,66540.000,78736.000,84829.000,93357.000,113023.000,133436.000,154623.000,176615.000,199443.000
CapitalLeaseObligationsNoncurrent,,,,,,,,,,,353806.000,336865.000,301025.000,282079.000,262413.000,242000.000,220813.000,198821.000,175993.000
CapitalLeasesFutureMinimumPaymentsDue,,,,,,,,,,,,,,,,510000.000,,,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,,,,,,,,,,,,220000.000,,,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,,,,,,,,,,50000.000,,,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,,,,,,,,,,120000.000,,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,,,,,,,,,,120000.000,,,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,,,,,,,,,,,,,134564.000,,,
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,,,,,,,,,,,,,,,375436.000,,,
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,,,,,,,,,,,,,,,,133111.000,,,
Cash,14133.000,44498.000,14369.000,12016.000,29894.000,22075.000,2806.000,44466.000,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,14133.000,44498.000,14369.000,12016.000,29894.000,22075.000,,44466.000,14344.000,98605.000,17608.000,30149.000,187339.000,127294.000,25427.000,82201.000,13197.000,107785.000,100638.000
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,,,,,,,,,,,,,,,,,,1.040,1.030
CommitmentsAndContingencies,,,,,,,,,0.000,0.000,0.000,0.000,,,0.000,0.000,0.000,0.000,0.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000
CommonStockSharesIssued,6118492.000,6191420.000,6287124.000,6291589.000,6336589.000,6889111.000,7044231.000,7044231.000,7047521.000,7047521.000,7427460.000,7823929.000,8554911.000,8747614.000,8851549.000,8911714.000,8981826.000,9481826.000,9870018.000
CommonStockSharesOutstanding,,,,,,,,,,,,,,,8849549.000,8909714.000,8979826.000,9479826.000,9868018.000
CommonStockValue,61185.000,61914.000,62871.000,62916.000,63366.000,68891.000,70442.000,70442.000,70475.000,70475.000,74275.000,78239.000,85549.000,87476.000,88515.000,89117.000,89818.000,94818.000,98700.000
CommonStockValueOutstanding,,446145.000,,,,,,,,,,,,,,,,,
CommonStockholdersEquity,,,,,,,-139857.000,-369192.000,-636932.000,-896224.000,-983587.000,-660784.000,,,,,,,
ConvertibleDebt,,,,,,,455000.000,455000.000,,,,,,,,,,,
ConvertibleDebtCurrent,90000.000,90000.000,90000.000,90000.000,442724.000,450908.000,455000.000,455000.000,455000.000,455000.000,455000.000,455000.000,375000.000,365000.000,365000.000,365000.000,365000.000,365000.000,451500.000
ConvertibleDebtNoncurrent,336355.000,340447.000,344539.000,348632.000,0.000,,,,,,,,,,,,,,
ConvertibleLongTermNotesPayable,,,,,,,,,,,,,,,,,32461.000,42080.000,4914.000
ConvertibleNotesPayableCurrent,,,,,,,,,,,,,,,,43575.000,81485.000,27625.000,173875.000
DebtInstrumentCarryingAmount,,,,,,,130000.000,108000.000,,,,,,,,,,,
DebtInstrumentConvertibleConversionPrice1,,,,2.000,2.000,,2.000,2.000,,2.000,2.000,2.000,2.000,,,,,,
DebtInstrumentInterestRateStatedPercentage,,,,0.080,,,0.033,0.033,,,,,0.071,0.071,0.071,0.100,,,
DebtInstrumentUnamortizedDiscount,,,,32737.000,32737.000,,,,,,,,,,,81425.000,,,
DeferredCompensationLiabilityCurrent,,,,,,,,,84658.000,,,,,,,160670.000,,,
DeferredCosts,,,,,,,,,125251.000,,,,,,,,,,
DeferredCostsCurrent,589068.000,547012.000,423846.000,313264.000,309339.000,302239.000,583981.000,410188.000,258613.000,136638.000,136638.000,578142.000,407204.000,95979.000,79167.000,54167.000,38381.000,341691.000,132733.000
DeferredTaxAssetParentsBasisInDiscontinuedOperation,,,,,,,,,64300.000,,,,,,,,,,
DeferredTaxAssetsInvestmentInSubsidiaries,,,,,,,,,,,,,,,,21400.000,,,
DeferredTaxAssetsNet,,,,,,,,,0.000,,,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,,5542300.000,,,,,,,6465100.000,,,
DeferredTaxAssetsOther,,,,,,,,,,,,,,,,100.000,,,
DeferredTaxAssetsPropertyPlantAndEquipment,,,,,,,,,,,,,,,,55600.000,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeCompensation,,,,,,,,,28800.000,,,,,,,,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsPensions,,,,,,,,,137600.000,,,,,,,,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsPostretirementBenefits,,,,,,,,,,,,,,,,138700.000,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,,,,,,,,,,,1593900.000,,,
DeferredTaxAssetsTaxDeferredExpenseOther,,,,,,,,,500.000,,,,,,,,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,,,,,,,,34400.000,,,,,,,11200.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsLegalSettlements,,,,,,,,,22600.000,,,,,,,,,,
DeferredTaxAssetsValuationAllowance,,,,,,,,,-5765900.000,,,,,,,-8427400.000,,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,,,,,64600.000,,,,,,,0.000,,,
DepositsAssetsNoncurrent,,,,,,,,,,,,,27319.000,33665.000,33666.000,20027.000,20687.000,14687.000,14687.000
DueFromRelatedPartiesCurrent,24325.000,0.000,,,,,,,,,,25000.000,,,8078.000,,,,
DueToOfficersOrStockholdersCurrent,,,,,,,,,,,,,,229000.000,246000.000,255800.000,254000.000,264000.000,
FiniteLivedCustomerListsGross,,,,,,,,,8453.000,,,,,,,,,,
FiniteLivedPatentsGross,,,,,,,,,42143.000,,,,,,,,,,
