,2011-09-30,2011-12-31,2012-03-31,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-12-31
AccountsPayableCurrent,600.000,17150.000,452873.000,619304.000,683538.000,359728.000,451437.000,394325.000,545421.000,637704.000,879119.000,984841.000,1014159.000,1116596.000,1138425.000,414463.000,471201.000,600647.000,
AccountsPayableCurrentAndNoncurrent,,,,,,,,,,,,,,,,,,,589229.000
AccountsPayableRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,106866.000
AccountsReceivableGrossCurrent,,,1898.000,,,,,,,,,,,,,,,,
AccountsReceivableNet,,,,1615.000,26732.000,26702.000,3405.000,2729.000,1939.000,1640.000,24082.000,3020.000,24439.000,5165.000,37100.000,,,26000.000,
AccruedLiabilitiesCurrent,,,172506.000,133236.000,220370.000,137429.000,133177.000,279465.000,218379.000,276987.000,314384.000,302368.000,297361.000,139940.000,248242.000,13325.000,63465.000,46569.000,
AccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,,,,,,,,,,,,84488.000
AccruedPayrollTaxesCurrent,,,,,,,,,,,,,,184955.000,252332.000,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,88919.000,-125621.000,-135402.000,-144850.000,-153214.000,164226.000,173132.000,179533.000,184190.000,56379.000,59268.000,62088.000,64908.000,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,-8299.000,-4768.000,-1517.000,1734.000,3649.000,13531.000,11530.000,11656.000,17974.000,16699.000,30781.000,39878.000,,,,
AdditionalPaidInCapital,,,,,,,,,,,,,,,,,,,4261748.000
AdditionalPaidInCapitalCommonStock,129246.000,129246.000,7340791.000,8405482.000,8825776.000,12324035.000,12267232.000,12396355.000,12638399.000,13231799.000,13727747.000,14220267.000,14469056.000,14621437.000,14789623.000,3917.000,684078.000,3119918.000,
Assets,12466.000,8502.000,745213.000,779319.000,804194.000,3157637.000,2359139.000,1650560.000,1000079.000,903357.000,1006501.000,964647.000,920222.000,789910.000,740689.000,45185.000,33479.000,906415.000,1875.000
AssetsCurrent,3775.000,,4918.000,15339.000,58291.000,2382140.000,1581707.000,856429.000,215090.000,85226.000,160892.000,124626.000,215214.000,169953.000,215070.000,45185.000,33479.000,188418.000,1875.000
BusinessAcquisitionPercentageOfVotingInterestsAcquired,,,,0.901,,,,,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssets,,,,,,,,,,,,,,,,,,325142.000,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCashAndEquivalents,,,,,,,,,,,,,,,,,,10201.000,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsOther,,,,,,,,,,,,,,,,,,20706.000,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsReceivables,,,,,,,,,,,,,,,,,,26000.000,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesAccountsPayable,,,,,,,,,,,,,,,,,,35422.000,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibleAssetsOtherThanGoodwill,,,,,,,,,,,,,,,,,,151273.000,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedInventory,,,,,,,,,,,,,,,,,,111668.000,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedLiabilities,,,,,,,,,,,,,,,,,,35422.000,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,,,,,,,,,,,,,,,,,,289720.000,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedPropertyPlantAndEquipment,,,,,,,,,,,,,,,,,,5294.000,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredGoodwillAndLiabilitiesAssumedNet,,,,,,,,,,,,,,,,,,851150.000,
CapitalizedComputerSoftwareAccumulatedAmortization,,,2021314.000,-2463347.000,-2573732.000,-2697172.000,-2801627.000,2917866.000,3045476.000,3189108.000,3319069.000,3457907.000,3590413.000,3710246.000,3819678.000,,,,
CapitalizedComputerSoftwareGross,,,2688522.000,3114295.000,3221442.000,3378094.000,3492625.000,3634029.000,3770488.000,3962747.000,4125801.000,4232313.000,4278594.000,4303896.000,4321810.000,,,,
CapitalizedComputerSoftwareNet,,,667208.000,650948.000,647710.000,680922.000,690998.000,716163.000,725012.000,773639.000,806732.000,774406.000,688181.000,593650.000,502132.000,,,,
Cash,,,3020.000,13724.000,31559.000,2355438.000,1565602.000,812064.000,163108.000,49386.000,9089.000,14119.000,16524.000,16000.000,51905.000,28185.000,,,
CashAndCashEquivalentsAtCarryingValue,3775.000,,3020.000,13724.000,31559.000,2355438.000,1565602.000,812064.000,163108.000,49386.000,9089.000,14119.000,16524.000,16000.000,51905.000,28185.000,17881.000,20571.000,
CommonStockAdditionalSeriesParOrStatedValuePerShare,,,,,0.001,0.000,,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.010,0.010,0.001
CommonStockSharesAuthorized,47000000.000,47000000.000,50000000.000,50000000.000,50000000.000,100000000.000,200000000.000,50000000.000,50000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,500000000.000,500000000.000,500000000.000,500000000.000
