,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,6375000.000,3574000.000,5094000.000
AccountsReceivableNetCurrent,42585000.000,58587000.000,38573000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,15703000.000,17091000.000,18336000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-3000.000,-94000.000,-117000.000
AdditionalPaidInCapitalCommonStock,268240000.000,271982000.000,276165000.000
AllowanceForDoubtfulAccountsReceivable,,122000.000,
AllowanceForDoubtfulAccountsReceivableCurrent,215000.000,122000.000,196000.000
AssetRetirementObligationsNoncurrent,184000.000,175000.000,177000.000
Assets,184038000.000,194782000.000,185477000.000
AssetsCurrent,170364000.000,142775000.000,155393000.000
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,1000.000,,
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,4000.000,,
AvailableForSaleDebtSecuritiesAmortizedCostBasis,10821000.000,,
AvailableForSaleSecuritiesDebtSecurities,10818000.000,,
AvailableForSaleSecuritiesDebtSecuritiesCurrent,10818000.000,36741000.000,73329000.000
CapitalLeaseObligationsCurrent,42000.000,43000.000,39000.000
CapitalLeaseObligationsNoncurrent,62000.000,51000.000,44000.000
CapitalLeasesBalanceSheetAssetsByMajorClassNet,,198000.000,
CapitalLeasesFutureMinimumPaymentsDue,,98000.000,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,46000.000,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,6000.000,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,22000.000,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,24000.000,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,4000.000,
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,94000.000,
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,,113000.000,
CapitalizedComputerSoftwareNet,,1100000.000,
CashAndCashEquivalentsAtCarryingValue,111712000.000,42007000.000,37904000.000
CommonStockValue,4000.000,4000.000,4000.000
DeferredIncomeTaxLiabilities,,0.000,
DeferredRentCreditCurrent,784000.000,799000.000,819000.000
DeferredRentCreditNoncurrent,4540000.000,4360000.000,4142000.000
DeferredRevenueCurrent,81415000.000,97885000.000,90620000.000
DeferredRevenueNoncurrent,2346000.000,2254000.000,1949000.000
DeferredTaxAssetsDeferredIncome,,372000.000,
DeferredTaxAssetsGross,,68052000.000,
DeferredTaxAssetsLiabilitiesNet,,0.000,
DeferredTaxAssetsNet,,0.000,
DeferredTaxAssetsOperatingLossCarryforwards,,58457000.000,
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,165500000.000,
DeferredTaxAssetsOther,,46000.000,
DeferredTaxAssetsPropertyPlantAndEquipment,,128000.000,
DeferredTaxAssetsTaxCreditCarryforwards,,2829000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeCompensation,,935000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,3164000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,2121000.000,
DeferredTaxAssetsValuationAllowance,,68052000.000,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,0.000,
DeferredTaxLiabilitiesUnrealizedCurrencyTransactionGains,,0.000,
FairValueNetAssetLiability,93303000.000,93216000.000,109397000.000
IncomeTaxExaminationPenaltiesAndInterestAccrued,,0.000,
Liabilities,108204000.000,123214000.000,116296000.000
LiabilitiesAndStockholdersEquity,184038000.000,194782000.000,185477000.000
LiabilitiesCurrent,101072000.000,116374000.000,109984000.000
LongTermInvestments,,38446000.000,16455000.000
OperatingLeasesFutureMinimumPaymentsDue,,23869000.000,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,4513000.000,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,3556000.000,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,3485000.000,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,4175000.000,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,4181000.000,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,3959000.000,
OtherAssetsNoncurrent,616000.000,734000.000,730000.000
OtherCommitment,,534000.000,
OtherCommitmentDueInNextTwelveMonths,,468000.000,
OtherCommitmentDueInSecondYear,,66000.000,
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000
PreferredStockSharesAuthorized,5000000.000,5000000.000,5000000.000
PreferredStockSharesIssued,,0.000,
PreferredStockSharesOutstanding,0.000,0.000,0.000
PrepaidExpenseAndOtherAssetsCurrent,5249000.000,5440000.000,5587000.000
PropertyPlantAndEquipmentGross,,29918000.000,
PropertyPlantAndEquipmentNet,13058000.000,12827000.000,12899000.000
RestrictedCashAndCashEquivalentsAtCarryingValue,,42007000.000,
RestrictedCashAndCashEquivalentsNoncurrent,,0.000,
RetainedEarningsAccumulatedDeficit,-192407000.000,-200324000.000,-206871000.000
StockholdersEquity,75834000.000,71568000.000,69181000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,75834000.000,71568000.000,69181000.000
UnrecognizedTaxBenefits,,2829000.000,
