,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,1636000.000,,,,,
AmortizationOfDebtDiscountPremium,0.000,,,,,
AmortizationOfFinancingCosts,37000.000,,,,0.000,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,1300000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,33433000.000,,,,-55040000.000,
ComprehensiveIncomeNetOfTax,-35953000.000,,,,10934000.000,-21140000.000
CostOfGoodsSold,140122000.000,159035000.000,257205000.000,179918000.000,81588000.000,78346000.000
CostOfGoodsSoldDirectMaterials,,,,,,36379000.000
Depreciation,,,,,2115000.000,2000000.000
DepreciationDepletionAndAmortization,2897000.000,,,,2115000.000,
EarningsPerShareBasic,-0.560,-1.350,-0.820,-0.820,2.250,-3.060
EarningsPerShareDiluted,-0.560,-1.350,-0.820,-0.820,2.000,-3.060
EffectOfExchangeRateOnCashAndCashEquivalents,2345000.000,,,,-5166000.000,
EffectiveIncomeTaxRateContinuingOperations,,,,,0.032,0.121
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,0.350,0.350
GainLossOnInvestments,0.000,,,,,
GainLossOnSaleOfPropertyPlantEquipment,-16000.000,,,,-2000.000,
GeneralAndAdministrativeExpense,12049000.000,12037000.000,11057000.000,13569000.000,10132000.000,9809000.000
GrossProfit,55031000.000,-13031000.000,48244000.000,4317000.000,52099000.000,29011000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-37300000.000,-94402000.000,-53397000.000,-51907000.000,15891000.000,-18708000.000
IncomeTaxExpenseBenefit,1145000.000,-2017000.000,2482000.000,3890000.000,506000.000,2272000.000
IncreaseDecreaseInAccountsPayable,-24141000.000,,,,7737000.000,
IncreaseDecreaseInAccountsReceivable,-111772000.000,,,,-10767000.000,
IncreaseDecreaseInAccruedLiabilities,8923000.000,,,,-28662000.000,
