,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentForAmortization,624.000,624.000,624.000,624.000,624.000,624.000,624.000,624.000,624.000,624.000,624.000
AdvertisingExpense,0.000,0.000,0.000,0.000,,,,,,,
AdvertisingRevenue,8135.000,6170.000,46500.000,148656.000,51541.000,6725.000,19494.000,7050.000,8870.000,158700.000,185317.000
AmortizationOfDebtDiscountPremium,4705.000,4705.000,4603.000,4655.000,48584.000,10092.000,9982.000,126581.000,181700.000,181700.000,284799.000
AmortizationOfDeferredCharges,,,,,11584.000,117253.000,175332.000,210038.000,,,
AmortizationOfFinancingCosts,,,,,58079.000,,,,206185.000,206185.000,209958.000
AmortizationOfFinancingCostsAndDiscounts,,,,,,0.000,0.000,,6399.000,68373.000,51335.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,35000000.000,,,,61299605.000,,,,10440614.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-182713.000,,,,1674368.000,,,,-1047718.000,,
CostOfRevenue,24843.000,70689.000,17308.000,196263.000,919952.000,1902108.000,1654592.000,11349.000,56027.000,1784956.000,55272.000
DebtConversionConvertedInstrumentSharesIssued1,,,,,18231003.000,,,,,,
DebtConversionConvertedInstrumentWarrantsOrOptionsIssued1,,,,,2710400.000,,,,,,
DebtConversionOriginalDebtAmount1,2717.000,,,,97000.000,,,,699575.000,,
DebtInstrumentIncreaseAccruedInterest,29283.000,,,,41054.000,,,,,,
DebtInstrumentInterestRateEffectivePercentageRateRangeMaximum,0.100,,,,0.150,,,,,,
DebtInstrumentInterestRateEffectivePercentageRateRangeMinimum,0.080,,,,0.080,,,,,,
Depreciation,107.000,0.000,0.000,0.000,,0.000,0.000,,2292.000,2291.000,2292.000
DerivativeGainLossOnDerivativeNet,-22837.000,-50445.000,78971.000,146564.000,,,,,59857.000,2561.000,-18584.000
DerivativeLossOnDerivative,-22837.000,,,,,,,,,,
EarningsPerShareBasic,,,,,0.000,,,,,,
EarningsPerShareBasicAndDiluted,-0.000,-0.000,-0.000,-0.010,,-0.010,-0.010,,-0.020,-0.020,-0.020
EarningsPerShareDiluted,,,,,0.000,,,,,,
FairValueAssumptionsExpectedDividendRate,,,,,,,,,0.000,,
FairValueAssumptionsExpectedVolatilityRate,,,,,,,,,1.640,,
FairValueAssumptionsRiskFreeInterestRate,,,,,,,,,0.009,,
GainLossOnSaleOfDebtInvestments,,,73562.000,,,,,,,,
GainsLossesOnExtinguishmentOfDebt,,,,,73563.000,,,,,-48000.000,
GeneralAndAdministrativeExpense,249179.000,165116.000,261931.000,285113.000,298196.000,451452.000,722162.000,681622.000,822809.000,693830.000,833681.000
GrossProfit,24805.000,8108.000,154950.000,77563.000,250514.000,299822.000,371917.000,-396098.000,2685.000,-311765.000,130045.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,-603004.000,-913743.000,,-1623527.000,-1877610.000,-1655272.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-321677.000,-241779.000,-66448.000,-213866.000,82173.000,,,,,,
IncomeTaxExaminationPenaltiesExpense,707067.000,,,,,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,82805.000,,,,-20253.000,,,,-121004.000,,
IncreaseDecreaseInAccountsReceivable,38993.000,,,,240240.000,,,,,,
IncreaseDecreaseInAccruedInterestReceivableNet,-75062.000,,,,-112138.000,,,,-116499.000,,
IncreaseDecreaseInDerivativeLiabilities,-22837.000,,,,,,,,-59857.000,,
IncreaseDecreaseInEmployeeRelatedLiabilities,-51202.000,,,,46260.000,,,,-15210.000,,
IncreaseDecreaseInInventories,8087.000,,,,-843414.000,,,,10082.000,,
IncreaseDecreaseInPrepaidExpense,-1563.000,,,,,,,,-49842.000,,
IncreaseDecreaseInUnearnedPremiums,,,,,-854147.000,,,,-49842.000,,
InterestAndDebtExpense,,,,,,,,,234348.000,216148.000,235263.000
InterestExpense,86998.000,103857.000,80750.000,99854.000,352304.000,386544.000,443268.000,-164880.000,254273.000,298049.000,204120.000
InterestExpenseDebt,,,,,75818.000,,,,,,
InterestExpenseOther,,,,,1705.000,,,,,,
InterestPaid,,,,,,,,,137775.000,,
InventoryLIFOReserveEffectOnIncomeNet,,,5718.000,,,,,,,,
LeaseAndRentalExpense,18456.000,,,,18456.000,36912.000,55368.000,-41423.000,23025.000,25074.000,25030.000
LitigationSettlementAmount,260000.000,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,95000.000,,,,1937170.000,,,,-16795.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,95000.000,,,,1937170.000,,,,-16795.000,,
NetCashProvidedByUsedInOperatingActivities,-277713.000,,,,-262802.000,,,,-1030923.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-277713.000,,,,-262802.000,,,,-1030923.000,,
NetIncomeLoss,-321677.000,-241779.000,-366448.000,86134.000,82173.000,-603004.000,-913743.000,-4768242.000,-1623527.000,-1877610.000,-1655272.000
NonoperatingIncomeExpense,-64161.000,-53412.000,71783.000,24934.000,161924.000,-386544.000,-444091.000,-3595030.000,-653271.000,-802343.000,-913702.000
OperatingExpenses,282321.000,196475.000,293181.000,316363.000,330265.000,516282.000,841569.000,777114.000,972941.000,763502.000,871615.000
OperatingIncomeLoss,-257516.000,-188367.000,-138231.000,-238800.000,-79751.000,-216460.000,-469652.000,-1173212.000,-970256.000,-1075267.000,-741570.000
OtherNonoperatingIncome,,,,,2876.000,,,,,,
