,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AccountsPayableCurrent,187215000.000,172049000.000,181833000.000,243410000.000,202265000.000,169195000.000,181551000.000,205377000.000,202421000.000,134553000.000,135699000.000,187635000.000,167857000.000,167554000.000,168010000.000
AccountsReceivableNetCurrent,53607000.000,55803000.000,56281000.000,64811000.000,58147000.000,71892000.000,75254000.000,60656000.000,69947000.000,64787000.000,50605000.000,70865000.000,66746000.000,58994000.000,64667000.000
AccruedIncomeTaxesCurrent,,,,3694000.000,,,,269000.000,,,,1267000.000,,,
AccruedLiabilitiesCurrent,,,,42577000.000,49888000.000,41323000.000,52010000.000,51640000.000,60793000.000,61717000.000,,29082000.000,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,99639000.000,,,,115688000.000,,,,133497000.000,,,
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,,,,,-5735000.000,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,,,,2565000.000,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,18825000.000,24985000.000,3141000.000,-7964000.000,552000.000,-19319000.000,-9541000.000,-3170000.000,-7872000.000,-9351000.000,743000.000,4532000.000,2424000.000,3999000.000,-5530000.000
AdditionalPaidInCapitalCommonStock,689693000.000,696775000.000,702295000.000,708941000.000,713717000.000,720891000.000,726721000.000,737499000.000,744337000.000,751898000.000,756239000.000,761560000.000,765543000.000,771207000.000,775704000.000
AllowanceForDoubtfulAccountsReceivableCurrent,4849000.000,4347000.000,4375000.000,4613000.000,4870000.000,4919000.000,4932000.000,5400000.000,5664000.000,6159000.000,2853000.000,3206000.000,3417000.000,2987000.000,3062000.000
AllowanceForNotesAndLoansReceivableCurrent,,,,,,,600000.000,,,,,600000.000,,,
Assets,1340844000.000,1328318000.000,1274285000.000,1310776000.000,1287433000.000,1217427000.000,1255380000.000,1052216000.000,1036784000.000,954152000.000,948934000.000,981174000.000,758984000.000,743389000.000,734378000.000
AssetsCurrent,822644000.000,811765000.000,766155000.000,829604000.000,808701000.000,765151000.000,797065000.000,800472000.000,749124000.000,669493000.000,666875000.000,699742000.000,483336000.000,476041000.000,476867000.000
AssetsFairValueDisclosureRecurring,,793972000.000,741702000.000,788970000.000,765730000.000,697290000.000,,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,6584000.000,,,,
AvailableForSaleSecurities,,,,,,,,,,,165028000.000,161194000.000,128306000.000,208506000.000,193959000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,,1000000.000
AvailableForSaleSecuritiesAmortizedCost,,366015000.000,293296000.000,296683000.000,299445000.000,288890000.000,270231000.000,209715000.000,191932000.000,194841000.000,170273000.000,162785000.000,130882000.000,209312000.000,194746000.000
AvailableForSaleSecuritiesDebtMaturitiesNextRollingTwelveMonthsFairValue,,,,,,115203000.000,114648000.000,85266000.000,66858000.000,86990000.000,63699000.000,68272000.000,67420000.000,81528000.000,58032000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,,96483000.000,86297000.000,104245000.000,105276000.000,,,,,,,,,,
AvailableForSaleSecuritiesDebtSecuritiesCurrent,238400000.000,276200000.000,207108000.000,223349000.000,225669000.000,222481000.000,209543000.000,162794000.000,144615000.000,147351000.000,122698000.000,115652000.000,82156000.000,166863000.000,152424000.000
AvailableForSaleSecuritiesFairValueDisclosure,,360012000.000,283146000.000,290253000.000,288870000.000,275397000.000,258479000.000,201489000.000,186752000.000,189446000.000,,,,,
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,7016000.000,,,,,,,,,,,,,
AvailableforsaleSecuritiesGrossUnrealizedGain,,1013000.000,286000.000,380000.000,598000.000,471000.000,879000.000,598000.000,580000.000,332000.000,,,,,
BusinessAcquisitionContingentConsiderationPotentialCashPayment,,,0.000,0.000,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentLiabilitiesAccruedLiabilities,710000.000,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,484226000.000,432454000.000,457121000.000,497193000.000,475355000.000,421542000.000,465455000.000,542851000.000,500742000.000,422847000.000,458062000.000,483868000.000,309717000.000,225226000.000,233405000.000
CashAndDueFromBanks,,,,200000.000,,,,700000.000,,,,,,,
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000
CommonStockSharesIssued,47112046.000,47150551.000,47140392.000,47248765.000,48846879.000,48928207.000,48848429.000,48941402.000,49887762.000,50023146.000,49928175.000,50074977.000,50603707.000,50797206.000,50709661.000
CommonStockValue,471000.000,471000.000,471000.000,472000.000,488000.000,489000.000,488000.000,489000.000,499000.000,500000.000,499000.000,501000.000,506000.000,508000.000,507000.000
ConvertibleLongTermNotesPayable,,,,,,,353805000.000,309909000.000,308555000.000,304555000.000,295750000.000,295795000.000,135225000.000,135180000.000,135180000.000
CostMethodInvestments,,,,,,,,,,,10500000.000,10500000.000,11400000.000,11400000.000,11400000.000
CostMethodInvestmentsAggregateCarryingAmount,,25200000.000,33800000.000,32100000.000,32900000.000,31500000.000,32100000.000,33000000.000,10500000.000,10500000.000,,,,,
CostMethodInvestmentsFairValueDisclosure,,23200000.000,33800000.000,32100000.000,32900000.000,31500000.000,32100000.000,33000000.000,10500000.000,,,,,,
DeferredFinanceCostsNoncurrentNet,,,,5773000.000,,,,3323000.000,,,,1410000.000,,,
DeferredRevenueCurrent,11267000.000,10045000.000,9356000.000,8633000.000,7072000.000,10712000.000,12912000.000,13426000.000,13336000.000,13550000.000,10008000.000,6904000.000,4945000.000,5052000.000,4522000.000
DeferredTaxAssetsLiabilitiesNet,,,,27308000.000,,,,-1329000.000,,,,-7236000.000,,,
DeferredTaxAssetsLiabilitiesNetCurrent,,,,,,,8455000.000,457000.000,445000.000,416000.000,119000.000,1479000.000,1518000.000,1552000.000,1455000.000
DeferredTaxAssetsLiabilitiesNetNoncurrent,,,,,,,24439000.000,1724000.000,858000.000,888000.000,1390000.000,1037000.000,1169000.000,1174000.000,1078000.000
DeferredTaxAssetsNet,,,,43142000.000,,,,7603000.000,,,,5606000.000,,,
DeferredTaxAssetsNetCurrent,10719000.000,10730000.000,10719000.000,8532000.000,8495000.000,8447000.000,,,,,,,,,
DeferredTaxAssetsNetNoncurrent,17891000.000,17699000.000,18137000.000,21433000.000,23007000.000,20964000.000,,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,500000.000,3600000.000,3600000.000,3600000.000,,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,,14600000.000,,,,,,,,,,,
DeferredTaxAssetsOther,,,300000.000,200000.000,200000.000,200000.000,,,,,,,,,
