,2012-06-29,2013-06-28,2014-06-27,2015-06-26,2016-06-24
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,10100000.000,11979000.000,14549000.000,12037000.000
AllocatedShareBasedCompensationExpense,10061000.000,10100000.000,11979000.000,14549000.000,12037000.000
AllowanceForDoubtfulAccountsReceivableChargeOffs,200000.000,-561000.000,,,
AllowanceForDoubtfulAccountsReceivableWriteOffs,,,857000.000,141000.000,235000.000
AmortizationOfIntangibleAssets,5200000.000,3700000.000,3800000.000,600000.000,700000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,4623000.000,3667000.000,3442000.000,3785000.000,3127000.000
BusinessCombinationAcquisitionRelatedCosts,0.000,0.000,,,
CapitalExpendituresIncurredButNotYetPaid,685000.000,559000.000,368000.000,771000.000,1058000.000
CashAcquiredFromAcquisition,0.000,0.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-35017000.000,70330000.000,-65884000.000,-42106000.000,25755000.000
ComprehensiveIncomeNetOfTax,-26514000.000,-3491000.000,-54551000.000,-40526000.000,-12146000.000
CostOfGoodsSold,398272000.000,435288000.000,293115000.000,303772000.000,309267000.000
CostOfRevenue,559170000.000,578175000.000,391539000.000,386621000.000,388385000.000
CostOfServices,108065000.000,103469000.000,84312000.000,82849000.000,79118000.000
CostmethodInvestmentsOtherThanTemporaryImpairment,0.000,0.000,,,
CurrentFederalTaxExpenseBenefit,7000.000,-137000.000,0.000,0.000,0.000
CurrentForeignTaxExpenseBenefit,-524000.000,-11995000.000,-3000.000,-198000.000,-185000.000
CurrentStateAndLocalTaxExpenseBenefit,-136000.000,-18000.000,205000.000,227000.000,44000.000
DeferredFederalIncomeTaxExpenseBenefit,0.000,0.000,0.000,288000.000,165000.000
DeferredForeignIncomeTaxExpenseBenefit,1654000.000,-473000.000,-190000.000,111000.000,-657000.000
DeferredIncomeTaxExpenseBenefit,1655000.000,-473000.000,-191000.000,411000.000,-484000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,0.000,0.000,0.000,12000.000,7000.000
DefinedBenefitPlanActualReturnOnPlanAssets,,,,-89000.000,-95000.000
DefinedBenefitPlanActuarialGainLoss,,,,1289000.000,-1445000.000
DefinedBenefitPlanAmortizationOfGainsLosses,,,,-257000.000,-18000.000
