,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30
AccountsPayableCurrent,,,,0.000,0.000,0.000
AccountsPayableTradeCurrent,5000.000,0.000,,,,
AccountsPayableTradeCurrentAndNoncurrent,,,0.000,,,
AdditionalPaidInCapital,13500.000,13500.000,92450.000,92450.000,92450.000,92450.000
Assets,0.000,0.000,0.000,70000.000,70000.000,70000.000
AssetsCurrent,0.000,0.000,0.000,70000.000,70000.000,70000.000
Cash,0.000,0.000,0.000,,,
CashAndCashEquivalentsAtCarryingValue,-5000.000,-5000.000,95000.000,70000.000,70000.000,70000.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000
CommonStockSharesIssued,15000000.000,15000000.000,25500000.000,25500000.000,25500000.000,25500000.000
CommonStockSharesOutstanding,15000000.000,15000000.000,25500000.000,25500000.000,25500000.000,25500000.000
CommonStockValue,1500.000,1500.000,2550.000,2550.000,2550.000,2550.000
ContractualObligation,11000.000,11000.000,,,,
DeferredTaxAssetsLiabilitiesNet,0.000,,,,,
DeferredTaxAssetsNet,0.000,0.000,0.000,,0.000,0.000
DeferredTaxAssetsOperatingLossCarryforwards,0.000,,0.000,,0.000,0.000
DeferredTaxAssetsValuationAllowance,0.000,,0.000,,-0.000,-0.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,20000.000,20000.000,-20000.000,,,
Liabilities,,,0.000,,,
LiabilitiesAndStockholdersEquity,5000.000,-5000.000,75000.000,70000.000,70000.000,70000.000
LiabilitiesCurrent,5000.000,0.000,0.000,0.000,0.000,0.000
OperatingLossCarryforwards,0.000,0.000,,,,
OtherAssets,,,,0.000,70000.000,70000.000
PrepaidExpenseCurrent,,,,0.000,0.000,0.000
PrepaidExpenseCurrentAndNoncurrent,0.000,0.000,0.000,,,
RetainedEarningsAccumulatedDeficit,,,,-25000.000,-25000.000,-25000.000
SharesOutstanding,,15000000.000,,,,
StockholdersEquity,0.000,-5000.000,,70000.000,70000.000,70000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,75000.000,,,
