,2016-12-31,2017-03-31
AmortizationOfDebtDiscountPremium,825.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,1060.000,
CostOfGoodsSold,3962.000,2735.000
CostOfServicesDirectMaterials,3445.000,
EarningsPerShareBasicAndDiluted,-0.000,0.000
GrossProfit,3763.000,4495.000
IncreaseDecreaseInAccountsPayable,-2610.000,
ManagementFeeExpense,3700.000,
NetCashProvidedByUsedInFinancingActivities,14000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,14000.000,
NetCashProvidedByUsedInOperatingActivities,-12940.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-12940.000,
NetIncomeLoss,-11155.000,-8274.000
OperatingExpenses,14918.000,12769.000
OperatingIncomeLoss,-11155.000,-8274.000
ProceedsFromIssuanceOfCommonStock,14000.000,
ProfessionalFees,7555.000,9443.000
Revenues,7725.000,7230.000
SalesRevenueNet,7725.000,7230.000
SellingGeneralAndAdministrativeExpense,7363.000,3326.000
StockIssuedDuringPeriodSharesNewIssues,700000.000,
StockIssuedDuringPeriodValueNewIssues,14000.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,14028268.000,14400000.000
