,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,134000.000,10000.000,,,,,,
AccountsPayableCurrent,6371000.000,4417000.000,4288000.000,2668000.000,2992000.000,2915000.000,1861000.000,3073000.000
AccountsReceivableNetCurrent,9293000.000,8690000.000,7559000.000,6692000.000,5767000.000,5851000.000,6595000.000,7307000.000
AccruedLiabilitiesCurrent,2257000.000,2409000.000,2485000.000,3205000.000,2870000.000,2614000.000,3914000.000,4149000.000
AccruedLiabilitiesCurrentAndNoncurrent,285000.000,390000.000,416000.000,146000.000,224000.000,234000.000,268000.000,287000.000
AccruedVacationCurrentAndNoncurrent,,,-116000.000,,,,-146000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,6598000.000,,,,8620000.000,
AdditionalPaidInCapital,544000.000,952000.000,1117000.000,1431000.000,2288000.000,2529000.000,2757000.000,2986000.000
AllowanceForDoubtfulAccountsReceivable,435000.000,646000.000,290000.000,180000.000,296000.000,217000.000,266000.000,269000.000
AssetRetirementObligationCurrent,12433000.000,12624000.000,,,,,,
AssetRetirementObligationsNoncurrent,4194000.000,4300000.000,13923000.000,14125000.000,14268000.000,,,
Assets,55585000.000,53444000.000,49608000.000,48467000.000,46566000.000,44834000.000,46245000.000,49270000.000
AssetsCurrent,13940000.000,12762000.000,9802000.000,8714000.000,7202000.000,7761000.000,9982000.000,13347000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCashAndEquivalents,1901000.000,1901000.000,1901000.000,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsPrepaidExpenseAndOtherAssets,21000.000,21000.000,21000.000,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsReceivables,4974000.000,4974000.000,4974000.000,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesAccountsPayable,4866000.000,4866000.000,4866000.000,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedPropertyPlantAndEquipment,1138000.000,1138000.000,1138000.000,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredGoodwillAndLiabilitiesAssumedNet,8000000.000,8000000.000,8000000.000,,,,,
CashAndCashEquivalentsAtCarryingValue,2218000.000,2385000.000,1629000.000,1095000.000,607000.000,1263000.000,2823000.000,5601000.000
CashFDICInsuredAmount,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000
CertificatesOfDepositAtCarryingValue,124000.000,,,,,,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
