,2011-10-02,2012-04-01,2012-07-01,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-29,2013-12-31,2014-06-29,2014-09-28,2015-03-29,2015-06-28,2015-09-27,2016-03-27,2016-06-26,2016-09-25
AdjustmentForAmortization,,,,,,89000.000,132000.000,168000.000,271000.000,125000.000,208000.000,252000.000,281000.000,313000.000,305000.000,472000.000,477000.000
AllocatedShareBasedCompensationExpense,,,1666000.000,1240000.000,,1770000.000,738000.000,747000.000,961000.000,1117000.000,1068000.000,889000.000,1300000.000,943000.000,1285000.000,1073000.000,1096000.000
AmortizationOfIntangibleAssets,,,252000.000,253000.000,,253000.000,251000.000,242000.000,237000.000,224000.000,223000.000,223000.000,224000.000,223000.000,320000.000,1013000.000,764000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,11796879.000,,10404631.000,,,11765265.000,13382520.000,6169339.000,3339044.000,13313636.000,2040698.000,7056561.000
BusinessAcquisitionsProFormaNetIncomeLoss,,,,,,,,,,,,,,,,-472000.000,671000.000
BusinessAcquisitionsProFormaRevenue,,,,,,,,,,,,,,,,15975000.000,15796000.000
BusinessCombinationAcquisitionRelatedCosts,74000.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,
CapitalExpendituresIncurredButNotYetPaid,,,,,,,,,,,,289000.000,,,48000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,9000.000,,,,-694000.000,,,,,,-774000.000,,,6582000.000,,
ComprehensiveIncomeNetOfTax,,-1728000.000,-1760000.000,-1578000.000,-2063000.000,-2560000.000,-1371000.000,3583000.000,-1406000.000,-2054000.000,-823000.000,-616000.000,505000.000,1043000.000,-40000.000,100000.000,698000.000
ContractRevenueCost,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,
ContractsRevenue,0.000,0.000,0.000,0.000,878000.000,,,,,,,,,,,,
CostOfGoodsSold,3709000.000,4178000.000,4537000.000,4853000.000,3373000.000,,,,,,,,,,,,
CostOfRevenue,3709000.000,4178000.000,4537000.000,4853000.000,3373000.000,2636000.000,2578000.000,2985000.000,3323000.000,3487000.000,3482000.000,3667000.000,3611000.000,3762000.000,3683000.000,5193000.000,5148000.000
DebtIssuanceCostsIncurredDuringNoncashOrPartialNoncashTransaction,,,,,,,,,,,,,,,300000.000,,
Depreciation,,,714000.000,658000.000,,572000.000,584000.000,551000.000,493000.000,548000.000,491000.000,415000.000,380000.000,332000.000,338000.000,391000.000,433000.000
DepreciationDepletionAndAmortization,,994000.000,,,,914000.000,,,,,,890000.000,,,963000.000,,
EarningsPerShareBasic,,,,,,,,0.160,,,,,0.020,0.030,,0.000,0.010
EarningsPerShareBasicAndDiluted,-0.140,-0.080,-0.080,-0.070,-0.100,-0.120,-0.060,,,-0.060,-0.020,-0.020,,,0.000,,
EarningsPerShareDiluted,,,,,,,,0.160,,,,,0.020,0.030,,0.000,0.010
EffectOfExchangeRateOnCashAndCashEquivalents,,-40000.000,,,,58000.000,,,,,,32000.000,,,15000.000,,
EffectiveIncomeTaxRateContinuingOperations,,,-0.010,-0.040,,0.010,0.010,0.010,-0.004,0.010,0.010,0.010,0.030,0.040,,,
EntityWideRevenueMajorCustomerPercentage,,,,0.250,,,0.410,,,,,,,,,,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,,,,-75000.000,,,,,,-90000.000,,,,,
FairValueAdjustmentOfWarrants,,,,,,,,,,,,-1000.000,,,-9000.000,,
FairValueAssumptionsExpectedVolatilityRate,,,,,,0.850,,,,,,0.690,,,,,
FairValueAssumptionsRiskFreeInterestRate,,,,,,0.007,,,,,,0.006,,,,,
GainLossOnSaleOfPropertyPlantEquipment,,,,,,131000.000,,,,,,,,,,,
GainLossRelatedToLitigationSettlement,0.000,0.000,0.000,0.000,0.000,,,7250000.000,,,,,,,,,
GoodwillImpairmentLoss,,,,,,0.000,,0.000,,0.000,0.000,,,,,,
GrossProfit,4654000.000,4973000.000,5051000.000,5201000.000,4568000.000,4285000.000,4253000.000,4351000.000,4515000.000,4550000.000,5002000.000,5393000.000,6229000.000,6657000.000,7679000.000,10175000.000,10648000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-3074000.000,-1732000.000,-1613000.000,-1441000.000,-2137000.000,-2555000.000,-1374000.000,3533000.000,-1500000.000,-1692000.000,-653000.000,-627000.000,541000.000,1078000.000,-12000.000,142000.000,671000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,,-1713000.000,-661000.000,,525000.000,1030000.000,,85000.000,671000.000
IncomeTaxExpenseBenefit,0.000,16000.000,18000.000,65000.000,-18000.000,13000.000,14000.000,1000.000,22000.000,21000.000,8000.000,9000.000,16000.000,48000.000,40000.000,57000.000,0.000
IncomeTaxesPaidNet,,,,,,,,,,,,,,,64000.000,,
IncreaseDecreaseInAccountsPayable,,395000.000,,,,-12000.000,,,,,,-168000.000,,,533000.000,,
IncreaseDecreaseInAccountsReceivable,,1385000.000,,,,1574000.000,,,,,,299000.000,,,-1565000.000,,
IncreaseDecreaseInAccruedLiabilities,,-472000.000,,,,,,,,,,,,,,,
IncreaseDecreaseInAccruedSalaries,,674000.000,,,,129000.000,,,,,,539000.000,,,-206000.000,,
IncreaseDecreaseInInventories,,311000.000,,,,226000.000,,,,,,839000.000,,,91000.000,,
IncreaseDecreaseInOtherCurrentLiabilities,,,,,,-101000.000,,,,,,-217000.000,,,30000.000,,
IncreaseDecreaseInOtherNoncurrentLiabilities,,-38000.000,,,,-39000.000,,,,,,79000.000,,,0.000,,
IncreaseDecreaseInOtherOperatingAssets,,-4000.000,,,,-12000.000,,,,,,7000.000,,,5000.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,222000.000,,,,280000.000,,,,,,557000.000,,,512000.000,,
IncreaseDecreaseInRestrictedCash,,0.000,,,,,,,,,,,,,-86000.000,,
IncreaseDecreaseInRestructuringReserve,,-55000.000,-334000.000,-105000.000,,13000.000,,,,,,0.000,,,,,
IncrementalCommonSharesAttributableToCallOptionsAndWarrants,,,,,,,,,,,,,,,,5000.000,3000.000
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,,,,,,,,,,,,,,1737000.000,1047000.000
InterestExpense,97000.000,152000.000,41000.000,38000.000,36000.000,54000.000,25000.000,27000.000,21000.000,10000.000,9000.000,3000.000,3000.000,6000.000,0.000,256000.000,236000.000
InterestPaid,,152000.000,,,,54000.000,,,,,,4000.000,,,7000.000,,
LeaseAndRentalExpense,,,128000.000,145000.000,,140000.000,140000.000,139000.000,141000.000,93000.000,113000.000,111000.000,117000.000,110000.000,142000.000,277000.000,261000.000
LitigationSettlementExpense,255000.000,141000.000,212000.000,576000.000,422000.000,415000.000,472000.000,-5673000.000,0.000,0.000,0.000,,,,,,
NetCashProvidedByUsedInFinancingActivities,,1601000.000,,,,2108000.000,,,,,,-63000.000,,,4882000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,1601000.000,,,,2108000.000,,,,,,-63000.000,,,4882000.000,,
NetCashProvidedByUsedInInvestingActivities,,-257000.000,,,,-752000.000,,,,,,-416000.000,,,-1808000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-257000.000,,,,-752000.000,,,,,,-416000.000,,,-1808000.000,,
NetCashProvidedByUsedInOperatingActivities,,-1294000.000,,,,-2108000.000,,,,,,-327000.000,,,3493000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-1294000.000,,,,-2108000.000,,,,,,-327000.000,,,3493000.000,,
NetIncomeLoss,-3074000.000,-1748000.000,-1631000.000,-1506000.000,-2119000.000,-2568000.000,-1388000.000,3532000.000,-1522000.000,-2044000.000,-786000.000,-636000.000,522000.000,1030000.000,-52000.000,85000.000,671000.000
NetIncomeLossAttributableToNoncontrollingInterest,,,,,,,,,,331000.000,125000.000,,3000.000,0.000,,0.000,0.000
NonoperatingIncomeExpense,-131000.000,-15000.000,72000.000,183000.000,-20000.000,168000.000,88000.000,3000.000,-2000.000,0.000,35000.000,1000.000,-19000.000,-5000.000,-4000.000,,
OperatingExpenses,7500000.000,6538000.000,6695000.000,6787000.000,6649000.000,6954000.000,5690000.000,794000.000,5992000.000,6232000.000,5681000.000,,5666000.000,5568000.000,7687000.000,9696000.000,9755000.000
OperatingIncomeLoss,-2846000.000,-1565000.000,-1644000.000,-1586000.000,-2081000.000,-2669000.000,-1437000.000,3557000.000,-1477000.000,-1682000.000,-679000.000,-625000.000,563000.000,1089000.000,-8000.000,479000.000,893000.000
OtherAmortizationOfDeferredCharges,,,,119000.000,,,,,,,,,,,,,
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPortionAttributableToParent,,,0.000,0.000,,0.000,0.000,0.000,-101000.000,,,,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,,74000.000,,,,,,,,,,,,,,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,-129000.000,-72000.000,,8000.000,17000.000,51000.000,15000.000,-10000.000,-37000.000,20000.000,-17000.000,13000.000,12000.000,15000.000,27000.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,20000.000,-129000.000,-72000.000,56000.000,8000.000,17000.000,51000.000,116000.000,-10000.000,-37000.000,20000.000,-17000.000,13000.000,12000.000,15000.000,27000.000
OtherComprehensiveIncomeMinimumPensionLiabilityNetAdjustmentTax,,54000.000,,,,,,,,,,,,,,,
OtherNonoperatingIncomeExpense,,,,,,,,,,,,,,,,-81000.000,14000.000
PaymentsRelatedToTaxWithholdingForShareBasedCompensation,,,,,,,,,,,,,,,395000.000,,
PaymentsToAcquireInvestments,,,,,,,,,,,,,,,1200000.000,,
PaymentsToAcquirePropertyPlantAndEquipment,,657000.000,,,,883000.000,,,,,,416000.000,,,694000.000,,
ProceedsFromIssuanceOfCommonStock,,,,,,,,,,,,,,,5000000.000,,
ProceedsFromIssuanceOrSaleOfEquity,,81000.000,,,,0.000,,,,,,28000.000,,,278000.000,,
ProceedsFromLinesOfCredit,,4710000.000,,,,,,,,,,,,,,,
ProceedsFromRepaymentsOfLinesOfCredit,,,,,,2300000.000,,,,,,,,,,,
ProceedsFromSaleMaturityAndCollectionsOfInvestments,,400000.000,,,,0.000,,,,,,,,,,,
ProceedsFromSaleOfPropertyPlantAndEquipment,,,,,,131000.000,,,,,,,,,,,
ProvisionForDoubtfulAccounts,,,,,,,,,,,,,,,-8000.000,,
RepaymentsOfBankDebt,,0.000,,,,,,,,,,,,,,,
RepaymentsOfLinesOfCredit,,3000000.000,,,,,,,,,,,,,,,
RepaymentsOfLongTermCapitalLeaseObligations,,190000.000,,,,117000.000,,,,,,1000.000,,,1000.000,,
ResearchAndDevelopmentExpense,3633000.000,3383000.000,3445000.000,3395000.000,3293000.000,3236000.000,3177000.000,3984000.000,3481000.000,3358000.000,3257000.000,3248000.000,3224000.000,3100000.000,3525000.000,5690000.000,5395000.000
RestructuringCharges,769000.000,207000.000,-114000.000,0.000,0.000,950000.000,0.000,0.000,0.000,307000.000,36000.000,,0.000,0.000,,,
RestructuringCosts,,132000.000,,,,,,,,,,,,,,,
RestructuringReserveAccrualAdjustment,,,0.000,0.000,,950000.000,0.000,0.000,0.000,307000.000,36000.000,,0.000,0.000,,,
RestructuringReserveSettledWithCash,,,,0.000,,288000.000,,,,,,,,,,,
RestructuringReserveSettledWithoutCash,,,,,,662000.000,,,,,,,,,,,
RestructuringReserveTranslationAndOtherAdjustment,,,,,,936000.000,54000.000,48000.000,50000.000,307000.000,10000.000,,0.000,0.000,,,
Revenues,8363000.000,9151000.000,9588000.000,10054000.000,7941000.000,6921000.000,6831000.000,7336000.000,7838000.000,8037000.000,8484000.000,9060000.000,9840000.000,10419000.000,11362000.000,15368000.000,15796000.000
SalesRevenueGoodsNet,8363000.000,9151000.000,9588000.000,10054000.000,7063000.000,,,,,,,,,,,,
SalesRevenueNet,8363000.000,9151000.000,9588000.000,10054000.000,7941000.000,6921000.000,6831000.000,7336000.000,7838000.000,8037000.000,8484000.000,9060000.000,9840000.000,10419000.000,11362000.000,15368000.000,15796000.000
SellingGeneralAndAdministrativeExpense,2769000.000,2807000.000,3152000.000,2816000.000,2934000.000,2353000.000,2041000.000,2483000.000,2511000.000,2567000.000,2388000.000,2770000.000,2442000.000,2468000.000,4162000.000,4006000.000,4360000.000
ShareBasedCompensation,,738000.000,,,,1770000.000,,,,,,889000.000,,,1285000.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,,,,,,,0.860,1.330,,,,,,,,,
