,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2014-03-31,2014-06-30,2014-09-30
CashAndCashEquivalentsPeriodIncreaseDecrease,-59172.000,159448.000,-150118.000,-28859.000,-8122.000,74156.000,167514.000,-2412.000,11287.000,-19692.000
ComprehensiveIncomeNetOfTax,-19598.000,-41992.000,-111833.000,-27285.000,-11430.000,-42340.000,-89382.000,-152228.000,-139824.000,-166151.000
CostOfGoodsSold,,,,,,,,,,3852.000
Depreciation,,2482.000,3783.000,,3844.000,3844.000,4385.000,4385.000,4385.000,4385.000
DepreciationAndAmortization,2380.000,2482.000,3783.000,3782.000,3844.000,3844.000,4385.000,4385.000,4385.000,4385.000
EarningsPerShareBasic,,-0.000,-0.000,,-0.000,-0.000,0.000,-0.000,-0.000,-0.000
EarningsPerShareDiluted,,-0.000,-0.000,,0.000,-0.000,0.000,-0.000,-0.000,-0.000
EffectOfExchangeRateOnCashAndCashEquivalents,,,,,823.000,,-27.000,-373.000,-451.000,-548.000
FinancingInterestExpense,,-0.000,,,,,,,,
GeneralAndAdministrativeExpense,,,,,225.000,,,,,
GeneralInsuranceExpense,,1083.000,1428.000,,2291.000,1866.000,4733.000,4349.000,4498.000,7551.000
GrossProfit,,,,,,,,,,9934.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-19598.000,-41992.000,-111833.000,-26826.000,-12253.000,-42340.000,-89355.000,-151855.000,-139373.000,-165228.000
IncomeTaxExpenseBenefit,,,,,,,,,,375.000
IncreaseDecreaseInAccountsPayable,-1200.000,6600.000,23800.000,-4000.000,-27500.000,26000.000,2100.000,27200.000,-1200.000,2100.000
IncreaseDecreaseInAccruedInterestReceivableNet,-40820.000,-15398.000,-64074.000,-22124.000,38462.000,-39478.000,-39478.000,-753.000,-518.000,3033.000
IncreaseDecreaseInDueFromRelatedPartiesCurrent,-1538.000,-306116.000,3822.000,613948.000,-3881.000,-1538.000,-172415.000,,,
IncreaseDecreaseInDueToOfficersAndStockholdersCurrent,,4691.000,187.000,,-24616.000,-1551.000,13899.000,82564.000,267671.000,76307.000
IncreaseDecreaseInEmployeeRelatedLiabilities,,768.000,-5803.000,,6154.000,-12.000,-5391.000,3149.000,-2941.000,-429.000
IncreaseDecreaseInInventories,,,,,,,,,-5514.000,5514.000
IncreaseDecreaseInPrepaidExpense,,,,,13.000,,-5437.000,-36000.000,-3298.000,-24594.000
InterestAndFeeIncomeOtherLoans,,,,,13160.000,52308.000,170022.000,,-100022.000,
InterestIncomeExpenseNet,2.000,,,,,,,-734.000,,
InvestmentIncomeNet,40846.000,40831.000,38706.000,38466.000,38480.000,39484.000,39536.000,774.000,536.000,558.000
LeaseAndRentalExpense,,11374.000,11373.000,,11374.000,13215.000,15900.000,23172.000,23172.000,23172.000
LegalFees,,,20500.000,,,,,,12065.000,11300.000
LicenseCosts,,,,,399.000,,2620.000,474.000,,
MarketingAndAdvertisingExpense,,,,,1758.000,,,,,
NetCashProvidedByUsedInFinancingActivities,,-100000.000,,,,76923.000,303077.000,70605.000,-7452.000,80143.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-100000.000,,,,76923.000,303077.000,70605.000,-7452.000,80143.000
NetCashProvidedByUsedInInvestingActivities,-1472.000,-3819.000,,,-2328.000,,-13866.000,-1334.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-1472.000,-3819.000,,,-2328.000,,-13866.000,-1334.000,,
NetCashProvidedByUsedInOperatingActivities,-57700.000,263267.000,-150118.000,-28400.000,-6617.000,-2767.000,-121670.000,-71310.000,19190.000,-99287.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-57700.000,263267.000,-150118.000,-28400.000,-6617.000,-2767.000,-121670.000,-71310.000,19190.000,-99287.000
NetIncomeLoss,-19598.000,-41992.000,111833.000,-250492.000,-12253.000,-42340.000,-89355.000,-151855.000,-139373.000,-165603.000
OperatingCostsAndExpenses,,,,,,81824.000,128891.000,151895.000,139909.000,175720.000
OperatingExpenses,60442.000,82823.000,150539.000,65027.000,50733.000,81824.000,128891.000,151895.000,139909.000,175720.000
OperatingIncomeLoss,-60442.000,-82823.000,-150539.000,-65027.000,-50733.000,-81824.000,-128891.000,-151895.000,-139909.000,-165786.000
OperatingLeasesRentExpenseNet,,,,,,,15933.000,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,,,,,823.000,,,,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,,,,-27.000,,,
OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax,,,,,,,,-373.000,-451.000,-548.000
OtherComprehensiveIncomeLossNetOfTax,,,,,,,27.000,,,
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,,,,,823.000,0.000,,,,
OtherComprehensiveIncomeLossTax,,,,,823.000,,-27.000,-373.000,-451.000,-548.000
OtherLaborRelatedExpenses,,462.000,461.000,,,,1269.000,2669.000,2903.000,2403.000
PaymentsToAcquirePropertyPlantAndEquipment,1472.000,3819.000,,,2328.000,,13866.000,1334.000,,
PostageExpense,,23.000,,,,77.000,399.000,472.000,112.000,1819.000
ProceedsFromIssuanceOfCommonStock,,,,,,,380000.000,,,
ProceedsFromPaymentsForOtherFinancingActivities,,-100000.000,,,,76923.000,-76923.000,,,
ProceedsFromRepaymentsOfDebt,,,,,,,,,,8064.000
ProfessionalFees,,47404.000,95900.000,,300.000,45555.000,5530.000,25400.000,16346.000,14681.000
RepaymentsOfOtherDebt,,,,,,,,-70605.000,7452.000,-72079.000
Revenues,,,,,,,,,,13786.000
SaleLeasebackTransactionRentExpense,,,,,,,,,,44493.000
SalesRevenueNet,,,,,,,,,,13786.000
SellingGeneralAndAdministrativeExpense,58062.000,80341.000,146756.000,61245.000,46889.000,77980.000,124506.000,147510.000,135524.000,171335.000
ShippingHandlingAndTransportationCosts,,,1046.000,,,,,,,
TravelAndEntertainmentExpense,,877.000,7829.000,,838.000,247.000,10513.000,8124.000,4288.000,5635.000
UtilitiesCosts,,,,,,244.000,536.000,1379.000,1434.000,575.000
UtilitiesOperatingExpense,,1069.000,694.000,,582.000,,,,,
