,2011-09-30,2012-03-31,2012-06-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,,,44503.000,,,,61701.000,,,,190564.000,,,,69767.000,,
AdvertisingExpense,,,,,,,,,,,,0.000,,,,0.000,0.000,0.000
CashAndCashEquivalentsPeriodIncreaseDecrease,3499.000,-1049.000,,-1483.000,,,,7297.000,,,,-29426.000,,,,-14096.000,,
CashPeriodIncreaseDecrease,,3008.000,,,,,,,,,,,,,,,,
CertainLoansAcquiredInTransferAccountedForAsAvailableForSaleDebtSecuritiesAccretableYieldReclassificationsFromNonaccretableDifference,23512.000,,,,,,,,,,,,,,,,,
CostOfGoodsSold,,,,42548.000,27392.000,2284.000,10354.000,72846.000,17456.000,10242.000,94913.000,45998.000,,44384.000,,,,
DeferredCompensationArrangementWithIndividualCompensationExpense,47250.000,14810.000,,,,,,,,,,,,,,,,
Depreciation,3750.000,-1732.000,,,,,,,,,,,,1406.000,,1405.000,,
DepreciationAndAmortization,,,,1600.000,,,,1602.000,,,,1955.000,856.000,,,1405.000,1405.000,1405.000
EarningsPerShareBasicAndDiluted,,-0.010,-0.000,0.000,0.000,-0.000,-0.010,-0.000,-0.000,-0.010,-0.010,0.000,-0.000,0.000,-0.010,-0.000,-0.010,-0.000
EquipmentExpense,-1002.000,,,,,,,,,,,,,,,,,
FairValueAssumptionsExpectedDividendRate,,,,0.000,,,,0.000,,,,,,,,,,
FairValueAssumptionsExpectedVolatilityRate,,,,2.136,,,,2.136,,,,,,,,,,
FairValueAssumptionsRiskFreeInterestRate,,,,0.001,,,,0.001,,,,,,,,,,
GainLossOnInvestments,,-128716.000,,,,,,,,,,,,,,,,
GeneralAndAdministrativeExpense,32032.000,137996.000,39958.000,43691.000,11975.000,20837.000,-39627.000,23664.000,11361.000,13833.000,126693.000,22018.000,1218.000,12300.000,41716.000,6189.000,100256.000,1614.000
GrossProfit,,,,168614.000,7157.000,22443.000,55326.000,91576.000,21996.000,13048.000,104177.000,228627.000,,91391.000,,,,
IncomeLossFromContinuingOperationsBeforeInterestExpenseInterestIncomeIncomeTaxesExtraordinaryItemsNoncontrollingInterestsNet,,,-15958.000,24168.000,-26012.000,-17322.000,-2660.000,-29115.000,-42753.000,-114772.000,-116766.000,148808.000,,,,-60192.000,-175856.000,-54114.000
IncreaseDecreaseInAccountsPayable,,,,2203.000,,,,-992.000,,,,9134.000,,,,3051.000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,6210.000,1280.000,,,,,,,,,,,,,,,,
IncreaseDecreaseInAccountsReceivable,,16994.000,,56953.000,,,,9870.000,,,,241920.000,,,,,,
IncreaseDecreaseInDeferredCompensation,,,,15750.000,,,,50000.000,,,,54399.000,,,,51155.000,,
IncreaseDecreaseInInterestAndDividendsReceivable,-11941.000,-4083.000,,,,,,,,,,,,,,,,
IncreaseDecreaseInInterestPayableNet,74156.000,25804.000,,,,,,,,,,,,,,,,
InterestExpense,25860.000,25804.000,29532.000,17470.000,16692.000,15702.000,16822.000,15519.000,14019.000,13625.000,2218.000,13918.000,21043.000,16411.000,19438.000,14156.000,14297.000,2789.000
InterestIncomeExpenseNet,-4062.000,-4083.000,4178.000,2097.000,4788.000,4813.000,5241.000,5058.000,5058.000,5066.000,5125.000,14719.000,,5145.000,,,,
InterestPaid,,,,,,,,,,,,2550.000,,,,,,
LossOnDerivativeInstrumentsPretax,-53830.000,-128717.000,,,,,,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,23512.000,91350.000,,-54781.000,,,,-14828.000,,,,11529.000,,,,-9515.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,23512.000,91350.000,,-54781.000,,,,-14828.000,,,,11529.000,,,,-9515.000,,
NetCashProvidedByUsedInInvestingActivities,-1002.000,-20220.000,,,,,,,,,,,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-1002.000,-20220.000,,,,,,,,,,,,,,,,
NetCashProvidedByUsedInOperatingActivities,-19011.000,-72179.000,,53298.000,,,,22125.000,,,,-40955.000,,,,-4581.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-19011.000,-72179.000,,53298.000,,,,22125.000,,,,-40955.000,,,,-4581.000,,
