,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AdditionsToNoncurrentAssets,,29191000.000,,,,
AdjustmentsToAdditionalPaidInCapitalReallocationOfMinorityInterest,,737000.000,,,,
AdvertisingExpense,,132700000.000,94000000.000,86700000.000,83800000.000,99000000.000
AllocatedShareBasedCompensationExpense,,,800000.000,900000.000,,
AllocatedShareBasedCompensationExpenseNetOfTax,,,500000.000,500000.000,,
AmortizationOfIntangibleAssets,,7000000.000,6200000.000,6600000.000,5800000.000,5900000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,272000.000,267000.000
AssetImpairmentCharges,837000.000,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-1692000.000,271479000.000,-181685000.000,-35512000.000,86829000.000,-15139000.000
CommonStockDividendsPerShareDeclared,0.320,0.320,0.960,0.480,0.520,0.620
ComprehensiveIncomeNetOfTax,25293000.000,135887000.000,52573000.000,-12247000.000,-1831000.000,23440000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,7994000.000,47444000.000,17093000.000,-8214000.000,-3546000.000,6633000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,33287000.000,183331000.000,69666000.000,-20461000.000,-5377000.000,30073000.000
ConcentrationRiskPercentage1,,,,,0.100,
ConsolidationLessThanWhollyOwnedSubsidiaryParentOwnershipInterestChangeDueToNetIncomeAttributableToParentAndEffectsOfChangesNet,,,39038000.000,29101000.000,30245000.000,31405000.000
ConsolidationLessThanWhollyOwnedSubsidiaryParentOwnershipInterestChangesNet,,,-173000.000,-335000.000,-192000.000,-1926000.000
CostOfGoodsSold,228446000.000,246931000.000,234800000.000,212224000.000,179069000.000,194601000.000
CostOfGoodsSoldOverhead,,,3600000.000,3300000.000,3700000.000,3100000.000
CurrentFederalTaxExpenseBenefit,,2511000.000,3638000.000,4374000.000,3660000.000,3792000.000
CurrentForeignTaxExpenseBenefit,,102717000.000,20744000.000,15229000.000,16806000.000,21099000.000
CurrentIncomeTaxExpenseBenefit,,105786000.000,24836000.000,19926000.000,20686000.000,25200000.000
CurrentStateAndLocalTaxExpenseBenefit,,558000.000,454000.000,323000.000,220000.000,309000.000
DebtInstrumentInterestRateDuringPeriod,,,,,0.012,
DeferredFederalIncomeTaxExpenseBenefit,,703000.000,370000.000,-84000.000,30000.000,113000.000
DeferredForeignIncomeTaxExpenseBenefit,,-8654000.000,4415000.000,-502000.000,810000.000,-1496000.000
DeferredIncomeTaxExpenseBenefit,-1009000.000,-7911000.000,4844000.000,-557000.000,829000.000,-1374000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,40000.000,59000.000,30000.000,1000.000,9000.000
DeferredTaxExpenseFromStockOptionsExercised,,,700000.000,670000.000,260000.000,400000.000
DepreciationAndAmortization,13073000.000,15554000.000,11110000.000,10166000.000,9078000.000,15341000.000
DepreciationDepletionAndAmortization,,8600000.000,4900000.000,3600000.000,3300000.000,3700000.000
DilutiveSecurities,,-168000.000,,,,
DividendsCash,12917000.000,,,,,
EarningsPerShareBasic,1.060,4.290,1.270,0.950,0.980,1.070
EarningsPerShareDiluted,1.050,4.260,1.270,0.950,0.980,1.070
EffectOfExchangeRateOnCashAndCashEquivalents,-911000.000,1860000.000,,,,
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,,,5964000.000,-12143000.000,-10440000.000,-4640000.000
EffectiveIncomeTaxRateContinuingOperations,,0.356,0.368,0.342,0.356,0.355
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.340,0.340,0.340,0.340,0.340
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,,0.014,0.020,0.004,0.016,0.015
EffectiveIncomeTaxRateReconciliationOtherAdjustments,,0.001,0.004,-0.003,-0.002,-0.003
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,0.001,0.004,0.001,0.002,0.003
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,110000.000,100000.000,700000.000,670000.000,260000.000,0.000
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,110000.000,100000.000,700000.000,670000.000,260000.000,0.000
FairValueInputsDiscountRate,,0.076,0.067,0.067,0.080,0.062
ForeignCurrencyTransactionGainLossBeforeTax,1546000.000,-3128000.000,-1168000.000,902000.000,-876000.000,-595000.000
GainLossOnContractTermination,,198838000.000,,,,
GainLossOnDispositionOfIntangibleAssets,,,,,,4652000.000
GoodwillAndIntangibleAssetImpairment,,1811000.000,,,,
GoodwillImpairmentLoss,837000.000,1811000.000,,,,
GoodwillTranslationAdjustments,,-2000.000,,,,
GrossProfit,386774000.000,407186000.000,328779000.000,287037000.000,289471000.000,326471000.000
ImpairmentOfIntangibleAssetsFinitelived,,,,,,5658000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,8904000.000,11340000.000,12712000.000,11564000.000,12441000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,,265861000.000,69306000.000,44003000.000,48932000.000,54633000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,67393000.000,274765000.000,80646000.000,56715000.000,60496000.000,67074000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,131873000.000,,,,
IncomeTaxExpenseBenefit,24444000.000,97875000.000,29680000.000,19370000.000,21527000.000,23826000.000
IncomeTaxExpenseBenefitContinuingOperations,,97875000.000,,,,
IncomeTaxesPaid,32716000.000,20584000.000,104992000.000,10430000.000,19668000.000,28124000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,72664000.000,-40773000.000,-33156000.000,-4996000.000,12973000.000,18690000.000
IncreaseDecreaseInAccountsReceivable,88915000.000,-27302000.000,-71776000.000,19607000.000,12573000.000,13156000.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,-7335000.000,,,,,
IncreaseDecreaseInAccruedTaxesPayable,,81062000.000,-86724000.000,8540000.000,4912000.000,-4556000.000
IncreaseDecreaseInInventories,60494000.000,-13568000.000,-29240000.000,-4344000.000,4354000.000,909000.000
IncreaseDecreaseInOtherOperatingAssets,-993000.000,9611000.000,-426000.000,-780000.000,1622000.000,297000.000
InterestExpense,2197000.000,1654000.000,1380000.000,1478000.000,2826000.000,2340000.000
InterestPaid,1972000.000,1799000.000,1524000.000,1508000.000,2400000.000,2239000.000
InvestmentIncomeInterestAndDividend,1105000.000,1133000.000,4440000.000,3888000.000,2995000.000,3331000.000
MarketingExpense,,46500000.000,25700000.000,24400000.000,25400000.000,30000000.000
MinorityInterestDecreaseFromRedemptions,750000.000,,,,,
MinorityInterestIncreaseFromStockIssuance,2756000.000,,,,,
NetCashProvidedByUsedInFinancingActivities,-13797000.000,2519000.000,-55580000.000,-22710000.000,81775000.000,-44636000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-13797000.000,2519000.000,-55580000.000,-22710000.000,81775000.000,-44636000.000
NetCashProvidedByUsedInInvestingActivities,36737000.000,206459000.000,-181263000.000,-37272000.000,-34590000.000,-20427000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,36737000.000,206459000.000,-181263000.000,-37272000.000,-34590000.000,-20427000.000
NetCashProvidedByUsedInOperatingActivities,-23721000.000,60641000.000,49194000.000,36613000.000,50084000.000,54564000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-23721000.000,60641000.000,49194000.000,36613000.000,50084000.000,54564000.000
NetIncomeLoss,32303000.000,131136000.000,39211000.000,29436000.000,30437000.000,33331000.000
NetIncomeLossAttributableToNoncontrollingInterest,10646000.000,45754000.000,11755000.000,7909000.000,8532000.000,9917000.000
NetIncomeLossAvailableToCommonStockholdersDiluted,,130968000.000,39211000.000,29436000.000,30437000.000,33331000.000
NonoperatingIncomeExpense,454000.000,-3649000.000,1892000.000,3312000.000,-707000.000,396000.000
OperatingExpenses,,128772000.000,250025000.000,233634000.000,,
OperatingIncomeLoss,66939000.000,278414000.000,78754000.000,53403000.000,61203000.000,66678000.000
OperatingLeasesRentExpenseNet,,11800000.000,10800000.000,10100000.000,9900000.000,10700000.000
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPortionAttributableToNoncontrollingInterest,7000.000,6000.000,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,-9680000.000,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToNoncontrollingInterest,-2659000.000,1684000.000,5425000.000,-16123000.000,-12078000.000,-3279000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,,4735000.000,19027000.000,-57806000.000,-44346000.000,
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesNetOfTax,,22000.000,,,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,6419000.000,,,,-13153000.000
OtherComprehensiveIncomeLossNetOfTax,,6441000.000,18700000.000,-57806000.000,,-13175000.000
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,-9662000.000,,,,,
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,18000.000,16000.000,,,,
PaymentsForRepurchaseOfCommonStock,,90000.000,98000.000,90000.000,32000.000,77000.000
PaymentsOfDividends,9304000.000,9780000.000,28331000.000,14841000.000,15806000.000,18015000.000
PaymentsOfDividendsMinorityInterest,3149000.000,3333000.000,8341000.000,4667000.000,3836000.000,4863000.000
PaymentsToAcquireIntangibleAssets,4605000.000,19717000.000,7769000.000,922000.000,119788000.000,965000.000
PaymentsToAcquirePropertyPlantAndEquipment,9946000.000,9474000.000,5015000.000,3302000.000,4158000.000,4777000.000
PaymentsToAcquireShortTermInvestments,10823000.000,,381843000.000,245810000.000,62415000.000,57289000.000
PaymentsToMinorityShareholders,750000.000,,,,,
ProceedsFromIssuanceOfCommonStock,2756000.000,3396000.000,,,,
ProceedsFromIssuanceOfLongTermDebt,,,,,110970000.000,0.000
ProceedsFromRepaymentsOfDebt,7230000.000,15300000.000,-21835000.000,-5765000.000,,
ProceedsFromSaleMaturityAndCollectionOfShorttermInvestments,,,207082000.000,212762000.000,151771000.000,42604000.000
ProceedsFromSaleOfIntangibleAssets,,,3481000.000,,0.000,
ProceedsFromSaleOfMachineryAndEquipment,,,2801000.000,,0.000,
ProceedsFromSaleOfShortTermInvestments,62111000.000,,,,,
ProceedsFromStockOptionsExercised,,1305000.000,1668000.000,1529000.000,653000.000,1579000.000
ProfitLoss,42949000.000,176890000.000,50966000.000,37345000.000,38969000.000,43248000.000
ProvisionForDoubtfulAccounts,,,574000.000,412000.000,442000.000,349000.000
RepaymentsOfLongTermDebt,11673000.000,4379000.000,,,11761000.000,21884000.000
RepaymentsOfShortTermDebt,,,,,0.000,0.000
Revenues,615220000.000,654100000.000,563600000.000,499300000.000,468540000.000,521072000.000
RoyaltyExpense,,58800000.000,40500000.000,35600000.000,33800000.000,37800000.000
SalesRevenueNet,615220000.000,654117000.000,563579000.000,499261000.000,468540000.000,521072000.000
SellingGeneralAndAdministrativeExpense,318998000.000,325799000.000,250025000.000,233634000.000,228268000.000,258787000.000
ShareBasedCompensation,1060000.000,832000.000,838000.000,856000.000,787000.000,1198000.000
